timestamp,roll,pitch,yaw,thrust
20393133,-0.174018,-0.247918,0.00117348,0.0
20410066,-0.174309,-0.247768,0.00119607,0.0
20411766,-0.17434,-0.247739,0.00120116,0.0
20415749,-0.17436,-0.247706,0.00120509,0.0
20421894,-0.174369,-0.247687,0.00120326,0.0
20426176,-0.17438,-0.247689,0.00119961,0.0
20431619,-0.174388,-0.247699,0.00119448,0.0
20435322,-0.174387,-0.247711,0.00119054,0.0
20444705,-0.174349,-0.247785,0.00118491,0.0
20451303,-0.174279,-0.247867,0.00117251,0.0
20454226,-0.174247,-0.247908,0.00116711,0.0
20460326,-0.174361,-0.247907,0.00115168,0.0
20463802,-0.174445,-0.247876,0.0011391,0.0
20467797,-0.174546,-0.247819,0.00112604,0.0
20472671,-0.174649,-0.247772,0.00111704,0.0
20478059,-0.17478,-0.24775,0.00111715,0.0
20482411,-0.17485,-0.247739,0.0011229,0.0
20506159,-0.174836,-0.247343,0.00142201,0.0
20510921,-0.174832,-0.247226,0.00153522,0.0
20515628,-0.174867,-0.247094,0.00157878,0.0
20520823,-0.174906,-0.246978,0.00154111,0.0
20526167,-0.174941,-0.24693,0.00145768,0.0
20530932,-0.174968,-0.246951,0.00139838,0.0
20535734,-0.174995,-0.246976,0.00138722,0.0
20544771,-0.175095,-0.246935,0.00144775,0.0
20551105,-0.175156,-0.246827,0.00147728,0.0
20554959,-0.175168,-0.24677,0.00147694,0.0
20560649,-0.175318,-0.246668,0.00146304,0.0
20564560,-0.175396,-0.246636,0.00145619,0.0
20570796,-0.175476,-0.24661,0.00144467,0.0
20574950,-0.175529,-0.24656,0.0014235,0.0
20580614,-0.175572,-0.246445,0.00137149,0.0
20583614,-0.175618,-0.246368,0.00134593,0.0
20587725,-0.175699,-0.246289,0.00134953,0.0
20592556,-0.175765,-0.246263,0.00141839,0.0
20598427,-0.175809,-0.246281,0.00154038,0.0
20602886,-0.175803,-0.246292,0.00158449,0.0
20607874,-0.175785,-0.246306,0.001503,0.0
20612532,-0.175782,-0.24631,0.00134658,0.0
20618203,-0.17584,-0.246248,0.00121286,0.0
20622951,-0.175871,-0.246167,0.00125611,0.0
20627768,-0.175841,-0.246086,0.00140733,0.0
20632533,-0.17581,-0.246016,0.00150052,0.0
20638449,-0.175857,-0.245887,0.00142847,0.0
20642918,-0.175915,-0.245775,0.00130195,0.0
20647789,-0.175946,-0.245732,0.00122546,0.0
20652584,-0.175889,-0.245791,0.00123828,0.0
20658299,-0.175736,-0.245867,0.00129585,0.0
20662942,-0.175781,-0.245794,0.00134833,0.0
20667724,-0.175932,-0.245631,0.00139526,0.0
20672556,-0.176059,-0.245468,0.0014033,0.0
20678237,-0.17617,-0.245294,0.00136021,0.0
20682907,-0.176227,-0.245156,0.00133347,0.0
20686986,-0.17626,-0.245063,0.00135545,0.0
20691772,-0.176266,-0.245013,0.00142809,0.0
20696572,-0.176279,-0.24494,0.00156525,0.0
20702177,-0.176355,-0.244745,0.00175529,0.0
20706887,-0.176492,-0.244555,0.00176594,0.0
20710921,-0.176588,-0.24447,0.0015039,0.0
20715729,-0.176691,-0.244411,0.000928989,0.0
20721097,-0.176775,-0.244325,0.000269724,0.0
20726162,-0.176798,-0.244252,-0.0001171,0.0
20730910,-0.176798,-0.244237,-9.90595e-05,0.0
20735721,-0.176822,-0.244212,0.000235912,0.0
20740783,-0.176906,-0.244136,0.000612522,0.0
20746416,-0.177051,-0.244036,0.000755017,0.0
20751606,-0.177131,-0.243964,0.000592837,0.0
20755736,-0.177106,-0.244032,0.000343015,0.0
20760951,-0.177157,-0.244217,7.53511e-05,0.0
20766182,-0.177206,-0.24436,9.96718e-06,0.0
20770936,-0.177283,-0.24446,0.000130428,0.0
20775720,-0.177415,-0.244525,0.000336263,0.0
20780984,-0.177579,-0.244481,0.000524509,0.0
20784520,-0.177712,-0.244443,0.00057294,0.0
20790994,-0.177824,-0.244431,0.000561226,0.0
20794909,-0.177829,-0.244429,0.000553957,0.0
20801200,-0.1778,-0.2445,0.000568602,0.0
20804522,-0.177812,-0.244516,0.000580355,0.0
20810993,-0.177929,-0.24441,0.000559953,0.0
20814929,-0.178033,-0.244306,0.000517915,0.0
20818990,-0.178122,-0.244185,0.000478731,0.0
20823750,-0.178188,-0.244088,0.000467296,0.0
20827779,-0.178197,-0.244036,0.000512264,0.0
20832562,-0.178199,-0.243951,0.000610997,0.0
20838392,-0.178225,-0.243886,0.000697247,0.0
20843223,-0.178223,-0.243857,0.000685733,0.0
20847726,-0.178255,-0.243865,0.000578086,0.0
20852589,-0.178241,-0.243917,0.000426028,0.0
20858030,-0.178133,-0.243919,0.000337364,0.0
20862960,-0.17814,-0.243834,0.000400904,0.0
20867747,-0.178162,-0.243697,0.000580673,0.0
20872541,-0.178279,-0.243511,0.000749803,0.0
20878321,-0.178593,-0.243302,0.000796603,0.0
20882908,-0.178842,-0.243157,0.000685693,0.0
20887855,-0.179023,-0.243081,0.000491492,0.0
20892572,-0.179044,-0.243077,0.000372331,0.0
20898383,-0.178905,-0.243085,0.000395359,0.0
20902919,-0.178809,-0.2431,0.000522559,0.0
20907788,-0.178922,-0.243117,0.000660967,0.0
20912523,-0.179104,-0.243122,0.00072395,0.0
20918423,-0.179329,-0.243108,0.00070059,0.0
20922949,-0.179363,-0.243157,0.000628786,0.0
20927722,-0.179199,-0.243197,0.000531061,0.0
20932609,-0.179034,-0.243205,0.000433934,0.0
20938311,-0.178979,-0.243182,0.000374229,0.0
20942966,-0.179036,-0.243136,0.000414726,0.0
20947737,-0.179131,-0.243088,0.000542934,0.0
20952549,-0.179245,-0.24305,0.000652,0.0
20958439,-0.179378,-0.243032,0.000611448,0.0
20962841,-0.17954,-0.242923,0.000441164,0.0
20967781,-0.179647,-0.242845,0.000266409,0.0
20972793,-0.179668,-0.242831,0.000257933,0.0
20978067,-0.179654,-0.242796,0.000420868,0.0
20982914,-0.179674,-0.242688,0.000565192,0.0
20987803,-0.179869,-0.242524,0.000574955,0.0
20992534,-0.179995,-0.242384,0.00047804,0.0
20998321,-0.179934,-0.242201,0.000378976,0.0
21002962,-0.179806,-0.242096,0.000371575,0.0
21007776,-0.179766,-0.241997,0.000388978,0.0
21012595,-0.179773,-0.241952,0.000385596,0.0
21018050,-0.179732,-0.241933,0.000391684,0.0
21022973,-0.179646,-0.241978,0.000440739,0.0
21027747,-0.179581,-0.242022,0.00048742,0.0
21032557,-0.179573,-0.242054,0.000458912,0.0
21038424,-0.179548,-0.242103,0.000361573,0.0
21042043,-0.179532,-0.242178,0.000332788,0.0
21046173,-0.179505,-0.242308,0.000381776,0.0
21051841,-0.179611,-0.242439,0.000483997,0.0
21054914,-0.179755,-0.242476,0.000498655,0.0
21061085,-0.180181,-0.242409,0.000451086,0.0
21064532,-0.180308,-0.242358,0.000419794,0.0
21071364,-0.180378,-0.242268,0.000400015,0.0
21074052,-0.180491,-0.24223,0.000383804,0.0
21078976,-0.180746,-0.242156,0.000333425,0.0
21083749,-0.180941,-0.242086,0.000315371,0.0
21087776,-0.181034,-0.242036,0.000362912,0.0
21092602,-0.181164,-0.241949,0.000451868,0.0
21098079,-0.181442,-0.241812,0.000488161,0.0
21102961,-0.181625,-0.241682,0.000466142,0.0
21107727,-0.181722,-0.241592,0.000461233,0.0
21112564,-0.181791,-0.241525,0.000486265,0.0
21118411,-0.181991,-0.241424,0.000487791,0.0
21122940,-0.182098,-0.241327,0.000469551,0.0
21127741,-0.182101,-0.241223,0.000482484,0.0
21132560,-0.182053,-0.241099,0.000508033,0.0
21138151,-0.182103,-0.24086,0.000470426,0.0
