timestamp,integral_dt,error_count,x,y,z,x_integral,y_integral,z_integral,temperature,range_m_s2,scaling,x_in[0],x_in[1],x_in[2],x_in[3],x_in[4],y_in[0],y_in[1],y_in[2],y_in[3],y_in[4],z_in[0],z_in[1],z_in[2],z_in[3],z_in[4],device_id,x_raw,y_raw,z_raw,temperature_raw,int_count
28071959,4750,6,0.32547,0.320391,-9.69528,0.00137947,0.00483086,-0.0430705,25.2111,78.4532,0.0023942,3.33106,0.183056,-1.92517,-2.33869,-0.416904,-0.860923,3.16675,4.02698,1.35511,-2.25647,-9.16984,-7.24867,-8.18775,-10.2571,-11.5283,966779616,-1256,174,-5069,69,5
28077559,5600,6,0.401576,0.103602,-9.76746,0.00159526,0.000386538,-0.0551851,25.205,78.4532,0.0023942,1.83952,3.76609,1.50727,-1.87976,-2.7785,-4.34393,-1.53415,2.23171,3.83997,2.80208,-12.1089,-9.56411,-7.57125,-8.66326,-9.14833,966779616,908,1162,-4073,67,5
28082359,4800,6,0.275393,-0.0125836,-9.80145,0.00629027,-0.00346295,-0.0473692,25.2295,78.4532,0.0023942,-1.59531,0.668283,3.27608,3.40515,0.314522,-0.851573,-4.43276,-3.3528,1.27797,5.33369,-11.6263,-11.4972,-8.98585,-9.21285,-8.43148,966779616,1991,-132,-3773,75,5
28087209,4850,6,0.154492,0.231572,-9.65349,-0.00170254,-0.00435791,-0.0474207,25.2295,78.4532,0.0023942,-2.83109,-3.40715,-0.132461,3.67287,3.89994,5.56511,0.934347,-5.4613,-6.23738,-0.867936,-8.19253,-10.6466,-10.5008,-9.361,-10.3383,966779616,-662,-1632,-4571,75,5
28091959,4750,6,0.121242,0.34135,-9.49831,-0.00400145,0.00811239,-0.0436274,25.2234,78.4532,0.0023942,1.58854,-3.3928,-4.07403,-1.42082,2.85061,4.10646,6.96066,2.51456,-4.89093,-7.1093,-7.93446,-8.97629,-8.98107,-10.2619,-10.6561,966779616,-3332,-1193,-4704,73,5
28095969,4010,6,0.360005,-0.00995669,-9.59029,0.00706687,0.00111133,-0.039025,25.202,78.4532,0.0023942,4.90386,2.49685,-1.81761,-4.03101,2.85061,-2.94372,3.83296,7.27623,3.47531,-7.1093,-10.6944,-9.86519,-8.15191,-7.93207,-10.6561,966779616,1196,1686,-3564,66,4
28101559,5590,6,0.205961,-0.0540979,-9.64784,0.00157169,-0.000680857,-0.0557067,25.1989,78.4532,0.0023942,-2.87889,0.754333,4.68635,2.50641,1.12722,-3.53045,-5.87038,-2.23309,3.17376,4.32152,-9.6573,-11.0337,-10.9405,-10.6298,-9.41596,966779616,1558,-472,-4185,65,5
28106367,4808,6,0.0748925,-0.166297,-9.63759,-0.00368951,-0.00449061,-0.0464183,25.1928,78.4532,0.0023942,-1.72678,-3.23983,-1.89888,0.933604,2.44426,1.11668,-3.77356,-4.6338,-0.283538,4.4758,-8.05155,-8.77318,-9.11488,-10.9691,-12.4937,966779616,1624,-1023,-5473,63,5
28111159,4792,6,0.148251,-0.044712,-9.76858,-0.00133508,-0.00184303,-0.0449077,25.1867,78.4532,0.0023942,2.56139,1.1798,-2.25264,-2.43908,-2.84304,3.9101,-0.701967,-3.37851,-2.66554,0.420077,-10.7469,-8.08022,-7.70268,-9.33472,-12.2165,966779616,-111,1189,-5357,61,5
28115967,4808,6,0.366504,0.0645833,-9.92514,0.00867219,0.00324939,-0.0476693,25.1958,78.4532,0.0023942,1.37103,4.64093,4.85366,1.04595,-5.44127,3.18311,2.2621,-0.0287408,-3.20085,-2.41776,-11.3037,-10.9261,-9.46614,-6.05869,-8.78513,966779616,-1325,2276,-3921,64,5
28121559,5592,6,0.221685,0.131243,-10.0362,0.0031574,0.000531872,-0.057878,25.1989,78.4532,0.0023942,-6.54797,-0.512516,5.86714,7.58815,2.41319,0.791754,2.88624,2.64079,-0.498597,-2.89229,-11.3706,-12.3121,-12.4626,-9.00257,-8.32873,966779616,-1528,-1010,-3730,65,5
28126391,4832,6,-0.00488579,0.111203,-10.0001,-0.00482966,0.00561773,-0.048268,25.1958,78.4532,0.0023942,-4.79351,-7.83634,-2.59684,3.4195,7.85347,-2.96709,0.550982,3.40051,3.79088,0.0413869,-8.6083,-10.5127,-10.5223,-10.5988,-9.91537,966779616,-273,-3286,-4394,64,5
28131163,4772,6,0.179939,0.0219268,-9.96721,-0.00620328,-0.00317197,-0.0461804,25.2142,78.4532,0.0023942,5.31977,-2.75699,-6.84915,-4.31067,3.3454,-3.75252,-2.53931,0.139566,1.90445,2.60105,-9.41596,-10.3144,-9.76005,-9.3156,-8.55334,966779616,822,-1400,-3824,70,5
28135959,4796,6,0.28474,0.00466589,-9.87808,0.00637615,-0.00239101,-0.0495029,25.2326,78.4532,0.0023942,5.34128,3.14222,-1.89649,-3.40237,-2.2144,0.478517,-2.00401,-2.03673,0.134891,-0.183022,-8.45298,-10.4984,-11.6334,-12.2786,-10.6107,966779616,-369,926,-4685,76,5
28141559,5600,6,0.149759,0.0908043,-9.75765,-0.000542394,0.00299711,-0.0541654,25.2295,78.4532,0.0023942,0.952727,2.98207,1.3519,-1.9921,-1.23677,-0.430806,1.47901,2.38132,1.37381,-1.33312,-6.88785,-7.12202,-9.22719,-12.2571,-12.0397,966779616,-861,517,-5283,75,5
28146365,4806,6,0.167312,-0.136688,-9.96083,0.00201552,0.000650902,-0.0473977,25.2111,78.4532,0.0023942,0.551159,1.59332,1.26585,0.0515907,-1.95146,-3.17981,-3.0606,-0.0638047,3.62959,4.68151,-11.0193,-9.12683,-9.1794,-9.54738,-9.83652,966779616,1712,816,-4361,69,5
28151163,4798,6,0.115055,-0.172218,-9.99061,0.00193596,-0.00782419,-0.0480237,25.2295,78.4532,0.0023942,-1.50687,0.881018,2.00206,1.11527,-0.839984,0.50423,-4.22939,-4.64315,-1.47337,3.51739,-10.5271,-10.2619,-9.86041,-9.61907,-9.65969,966779616,1214,351,-4287,75,5
28155959,4796,6,0.0349094,0.0685251,-10.0437,-0.00021942,-0.000607212,-0.0496287,25.1989,78.4532,0.0023942,-0.863887,-1.94907,-0.0727039,3.05139,1.98055,5.99523,2.24106,-3.03255,-5.9709,-2.81515,-10.0133,-10.6561,-10.5677,-10.1854,-10.4554,966779616,-1495,-829,-4620,65,5
28160767,4808,6,0.0578532,0.184129,-9.94747,-0.00255636,0.00683611,-0.0457404,25.2173,78.4532,0.0023942,-0.309342,-1.32282,-1.77697,-0.868667,1.74152,3.30934,5.98588,2.77403,-3.41357,-6.42673,-8.86637,-9.12444,-9.25108,-10.2069,-10.7708,966779616,-3040,-729,-4752,71,5
28165559,4792,6,0.240847,-0.0523714,-10.0782,0.00443929,0.00446105,-0.0498346,25.2081,78.4532,0.0023942,2.30802,1.45469,-0.156364,-0.854326,2.30802,-2.81515,3.17376,6.31314,3.53609,-2.81515,-11.103,-11.2846,-9.77917,-9.02408,-11.103,966779616,1222,357,-4021,68,4
28170359,4800,6,0.209829,-0.0630414,-10.1568,0.00287815,0.000243974,-0.0508578,25.205,78.4532,0.0023942,-1.72439,-0.46471,1.66742,1.6961,2.11201,-3.36682,-5.26261,-2.29854,2.5356,5.69134,-9.32516,-10.3861,-10.9787,-12.0229,-10.3909,966779616,2144,-884,-4593,67,5
28175159,4800,6,0.199639,0.0290846,-10.1447,-0.00105791,-0.00809416,-0.0467249,25.2234,78.4532,0.0023942,-0.481442,-1.92517,-1.6479,0.885799,2.34626,3.83997,-2.21906,-6.09012,-4.12654,1.47901,-9.59039,-8.53423,-8.9978,-10.4912,-11.7075,966779616,342,-982,-5144,73,5
28179964,4805,6,0.267446,0.172367,-10.2996,-0.00133265,0.00357238,-0.0496189,25.2142,78.4532,0.0023942,2.86256,0.0157365,-2.11161,-2.47733,-0.318903,5.57914,4.71423,-0.774432,-5.51741,-4.59873,-11.8843,-10.4602,-10.0779,-8.82575,-9.12444,966779616,-2258,133,-4063,70,5
28184759,4795,6,0.207884,0.197082,-10.2326,0.0029197,0.00732063,-0.0499364,25.2142,78.4532,0.0023942,1.93513,2.78368,0.584623,-2.99602,-1.71722,0.632798,5.15837,4.59268,-0.166659,-3.31539,-10.3335,-10.8043,-10.3765,-11.1531,-9.36578,966779616,-1709,718,-4164,70,5
28190359,5600,6,0.23931,0.0356348,-10.2533,0.00152309,-0.00047206,-0.0589936,25.2387,78.4532,0.0023942,-0.0464108,3.13266,2.95817,-0.0918261,-2.15942,-5.04755,-1.45935,4.36827,4.75631,0.550982,-10.3789,-9.97511,-9.88908,-11.8365,-11.1746,966779616,-55,903,-4921,78,5
28195159,4800,6,0.41965,-0.00811877,-10.3164,0.00430442,-0.00242505,-0.0469773,25.205,78.4532,0.0023942,-0.72047,1.80128,3.43145,1.29454,-3.4191,-2.09517,-3.49539,-1.63467,2.26677,2.67118,-10.876,-9.71226,-8.70388,-9.47092,-10.5677,966779616,852,1430,-4667,67,5
28199959,4800,6,0.369382,0.079511,-10.1585,0.00488972,-0.00140164,-0.047834,25.2173,78.4532,0.0023942,-3.68203,-0.0894358,5.47514,4.27761,-1.29175,1.12837,-0.629502,-1.87544,-1.03858,1.01616,-10.2356,-10.919,-9.09338,-8.95,-10.5605,966779616,144,540,-4664,71,5
28204759,4800,6,0.0620333,0.095975,-10.1421,-0.00406634,0.00188546,-0.0497606,25.2203,78.4532,0.0023942,-6.04123,-5.18551,1.83474,7.72439,5.68787,1.85302,0.0904764,-1.09468,-0.419119,0.894608,-10.8616,-11.2487,-10.4578,-8.46493,-9.66447,966779616,92,-2380,-4289,72,5
28208761,4002,6,0.0744415,0.0761674,-10.1535,-0.00686083,0.000223369,-0.0418182,25.2295,78.4532,0.0023942,-1.46385,-7.16467,-5.67074,1.28259,-7.16467,1.04655,-0.751056,-1.40558,-0.206398,-0.751056,-10.3574,-11.459,-10.9237,-9.36339,-11.459,966779616,-379,-537,-4163,75,4
28214359,5598,6,0.355833,0.18581,-10.0935,1.32974e-05,0.000747598,-0.0564662,25.2111,78.4532,0.0023942,7.5738,7.34673,-0.201779,-8.22356,-7.42521,1.45095,1.97457,1.24992,-1.65103,-1.78193,-9.15072,-9.25108,-10.1137,-11.6526,-10.6728,966779616,-1053,3106,-4711,69,5
28219159,4800,6,0.38469,0.311094,-10.01,0.00942843,0.00382411,-0.0480352,25.2173,78.4532,0.0023942,1.48815,7.66464,7.13877,-0.770666,-6.80373,0.555657,2.37197,1.85068,0.434102,-1.45701,-8.63698,-9.06948,-9.11727,-11.7625,-11.4877,966779616,-914,2846,-5052,71,5
28223165,4006,6,-0.0668756,0.216514,-10.0488,0.00149399,0.000899297,-0.0366376,25.2264,78.4532,0.0023942,-7.12164,0.749553,5.36997,6.33564,-6.80373,-2.04608,0.190993,1.92782,1.41589,-1.45701,-11.3993,-7.88428,-7.95118,-9.66925,-11.4877,966779616,315,-2651,-4291,74,4
28227209,4044,6,0.198705,0.239939,-10.1919,-0.00709538,3.39999e-05,-0.0463008,25.2142,78.4532,0.0023942,1.64591,-4.01189,-4.5497,-1.25828,-4.01189,-0.122244,-1.02222,-0.12692,2.23872,-1.02222,-12.3144,-12.8043,-10.7302,-9.73616,-12.8043,966779616,667,526,-4319,70,4
28231959,4750,6,0.381327,0.235126,-10.1668,0.00662968,-0.00183466,-0.0465834,25.2203,78.4532,0.0023942,4.08878,4.74132,1.79889,-3.18485,-3.4191,1.93484,-0.594438,-2.36166,-1.41026,1.2546,-7.73852,-9.60234,-10.4912,-10.907,-10.2427,966779616,246,1430,-4531,72,5
28235973,4014,6,0.168225,0.347558,-10.1468,0.00108692,0.00466216,-0.0402975,25.205,78.4532,0.0023942,-0.426465,1.61722,1.03639,0.479451,-3.4191,2.87689,2.48417,-0.842223,-3.95122,1.2546,-9.87236,-9.4518,-10.9022,-10.3622,-10.2427,966779616,-1981,-201,-4581,67,4
28240760,4787,6,0.138599,0.373156,-10.2057,0.000141489,0.0041866,-0.0493885,25.2111,78.4532,0.0023942,-0.309342,-0.773056,0.785407,0.778236,-0.0679233,-1.95024,3.11999,4.75631,1.90445,-2.15361,-10.5629,-10.1782,-10.0468,-10.0587,-11.005,966779616,-1212,28,-4850,69,5
28246359,5599,6,0.230146,0.26879,-10.2431,0.00304286,0.000685711,-0.0570923,25.2173,78.4532,0.0023942,-0.63442,1.05551,0.718479,1.4021,0.945556,-4.3603,-1.41259,3.41219,3.84465,1.78055,-10.7015,-9.95838,-9.65013,-9.32994,-10.7182,966779616,471,-396,-4730,71,5
28251166,4807,6,0.303031,0.134125,-10.2962,0.00306783,-0.00102138,-0.0468574,25.2417,78.4532,0.0023942,-1.36585,-1.5738,1.73674,2.13353,0.80931,-1.19286,-4.50757,-2.8058,3.35843,4.94332,-12.2308,-11.2177,-9.30604,-8.02287,-7.43744,966779616,1824,-339,-3357,79,5
28255201,4035,6,0.282874,0.281833,-10.2757,-0.00275026,-0.00606865,-0.0472222,25.2509,78.4532,0.0023942,-0.173096,-1.86541,-1.08379,1.49293,-1.86541,2.47949,-1.44766,-5.77454,-2.88761,-1.44766,-11.4781,-13.6382,-11.7792,-10.41,-13.6382,966779616,-1526,-625,-4601,82,4
28259959,4758,6,0.279975,0.320825,-10.1205,0.000624271,0.00653397,-0.0455098,25.2234,78.4532,0.0023942,2.19328,0.914482,-0.567492,-1.99449,-1.18418,3.78153,5.14669,2.33456,-2.44815,-5.84467,-7.26778,-6.70625,-11.0576,-12.1496,-12.1759,966779616,-2791,495,-5340,73,5
28263960,4001,6,0.284082,0.132551,-10.1418,0.00524424,0.00501118,-0.0373306,25.2081,78.4532,0.0023942,1.71284,2.76934,0.993361,-1.21287,2.76934,-2.00634,3.80958,5.38278,2.15691,3.80958,-11.275,-7.67639,-7.38965,-9.53066,-7.67639,966779616,632,507,-4233,68,4
28268759,4799,6,0.231616,0.0685604,-10.2846,0.000584763,-0.00544149,-0.0540514,25.2081,78.4532,0.0023942,-2.20722,-1.07184,2.17416,3.72067,1.034,-3.20553,-4.76003,-0.788458,3.1948,3.82828,-11.0599,-13.7983,-12.5223,-9.50437,-6.73253,966779616,1347,-433,-3062,68,5
28274359,5600,6,0.137129,0.153327,-10.3062,0.00127549,0.00351911,-0.0592613,25.2295,78.4532,0.0023942,-1.76502,-2.92431,-1.68375,2.56139,3.97404,1.03019,-2.53931,-2.54866,0.801104,2.90494,-7.94641,-10.2403,-14.3909,-13.2942,-10.864,966779616,952,-1663,-4791,75,5
28279160,4801,6,0.0939675,0.0948444,-10.2978,-0.00301815,-0.000241906,-0.0492955,25.2173,78.4532,0.0023942,0.947946,-2.32196,-3.68681,-0.526857,3.8856,-0.0778302,-1.37286,-1.2139,0.373325,1.93016,-6.70386,-7.50912,-9.88431,-13.6191,-13.4734,966779616,535,-1626,-5883,71,5
28283161,4001,6,0.357966,0.0481842,-10.3486,0.00171007,-0.00277515,-0.0347506,25.2234,78.4532,0.0023942,4.17483,0.993361,-2.31001,-3.99515,-2.31001,1.30369,-2.57672,-1.64168,1.16811,-1.64168,-10.1878,-7.85321,-6.31436,-10.4912,-6.31436,966779616,209,1671,-4635,73,4
28287218,4057,6,0.30687,0.204584,-10.4482,0.00759913,0.00252019,-0.0491667,25.2264,78.4532,0.0023942,-0.0774844,2.89124,4.11985,1.67698,-2.31001,2.6478,2.62443,-1.04092,-4.49588,-1.64168,-12.4291,-14.195,-11.3061,-9.58084,-6.31436,966779616,-2214,-702,-4254,74,4
28291959,4741,6,0.232225,0.251021,-10.2774,-0.00542203,0.00904613,-0.0469491,25.2356,78.4532,0.0023942,-0.739592,-3.37846,-2.27176,0.350376,2.55661,-3.67538,2.79974,6.28509,4.48515,-2.30322,-5.90815,-9.29171,-10.2595,-13.2798,-11.9321,966779616,-1276,-1070,-5238,77,5
28296759,4800,6,0.239782,0.0297803,-10.2918,0.00244495,-0.00500762,-0.0471122,25.2479,78.4532,0.0023942,2.27455,-0.455149,-0.734812,-0.670274,0.873847,-7.65864,-5.21352,3.58284,8.14114,4.91994,-9.40162,-8.91894,-9.75049,-10.7828,-9.78634,966779616,1814,-366,-4340,81,5
28302359,5600,6,0.20635,-0.188138,-10.1791,0.00285033,6.25253e-05,-0.0566836,25.2356,78.4532,0.0023942,0.429255,0.692186,-1.12204,0.89536,1.132,-2.8245,-8.45342,-6.27245,3.43791,8.96397,-10.4817,-9.2702,-10.6752,-9.90103,-10.5486,966779616,3544,-474,-4659,77,5
28307209,4850,6,0.150206,-0.119979,-10.1862,-0.000578854,-0.00864215,-0.0531154,25.2387,78.4532,0.0023942,0.565501,-0.773056,-1.75068,0.496183,1.4762,5.00877,-3.64032,-8.28511,-4.06576,3.76517,-9.08143,-9.72182,-11.3897,-12.7422,-10.7684,966779616,1320,-618,-4751,78,5
28311959,4750,6,0.18412,0.0685003,-10.1605,-0.00204398,0.00108063,-0.0450477,25.2234,78.4532,0.0023942,2.93427,0.498573,-1.8678,-3.6892,-0.648762,7.6222,3.04052,-3.47669,-6.16024,-1.9105,-9.61907,-7.66922,-8.33351,-11.0862,-13.9083,966779616,-1108,271,-6065,73,5
28316759,4800,6,0.383482,0.0207646,-10.3284,0.00626329,0.00463522,-0.0491801,25.205,78.4532,0.0023942,3.77804,4.40429,2.53748,-3.4191,-6.44519,3.42154,4.89656,-0.720668,-3.8133,-2.34529,-12.7541,-10.2188,-6.84484,-7.63577,-11.1388,966779616,-1294,2696,-4906,67,5
28322359,5600,6,0.416451,0.0670727,-10.4342,0.00437533,-0.00123718,-0.0588379,25.2203,78.4532,0.0023942,-2.79284,4.24653,8.39606,4.24892,-2.91236,0.915646,3.42388,2.33223,-1.05494,-4.74834,-12.367,-13.5522,-9.68359,-8.60352,-7.71701,966779616,-2322,1218,-3474,72,5
28327209,4850,6,0.0846198,0.0769025,-10.5055,0.00148976,0.0064553,-0.0536101,25.2356,78.4532,0.0023942,-7.92478,-3.8613,0.878628,6.67267,6.71808,-3.09099,2.3182,5.84796,2.71559,-3.22657,-11.1077,-12.367,-12.9405,-10.3479,-8.32634,966779616,-1671,-2811,-3729,77,5
28331959,4750,6,0.0263575,0.00944296,-10.6225,-0.00952623,0.00115956,-0.0509156,25.254,78.4532,0.0023942,-0.694177,-6.2707,-5.33849,0.402962,5.25284,-4.54029,-2.70762,2.44911,6.38327,2.72962,-10.508,-12.4029,-10.6322,-10.7971,-8.42431,966779616,877,-2198,-3770,83,5
28336759,4800,6,0.145727,-0.0908482,-10.6702,0.0027336,-0.00776488,-0.0523595,25.2417,78.4532,0.0023942,4.55488,0.053981,-3.80871,-3.18007,1.72001,-3.05358,-5.40053,-2.79411,1.96522,4.90591,-9.10532,-11.4303,-14.0062,-12.0062,-8.84487,966779616,1808,-720,-3946,79,5
28342361,5602,6,0.228372,-0.0151722,-10.5809,0.00172691,-0.000405852,-0.0597143,25.2356,78.4532,0.0023942,5.06401,1.58615,-2.30523,-3.60793,-1.0336,3.32336,-1.55519,-4.40705,-3.04891,0.137228,-8.89027,-8.51511,-11.0265,-13.1388,-13.1914,966779616,-232,432,-5765,77,5
28347209,4848,6,0.214807,0.00716783,-10.6385,-0.000915008,0.000114305,-0.051565,25.2234,78.4532,0.0023942,3.39559,3.3191,0.147202,-3.46212,-4.28916,2.69689,3.56414,0.11619,-3.33643,-2.3827,-8.73973,-9.2009,-9.70031,-11.9321,-13.4256,966779616,-1310,1794,-5863,73,5
28351959,4750,6,0.248639,0.0426634,-10.7756,0.0074298,0.00510164,-0.0478563,25.2295,78.4532,0.0023942,0.395791,5.54685,4.04097,-0.72286,-5.46757,-0.547686,2.39067,3.34908,0.962398,-3.0793,-12.7541,-9.1555,-8.7923,-8.64892,-11.1866,966779616,-1608,2287,-4926,75,5
28356759,4800,6,0.202612,0.154908,-10.8228,0.00335067,0.00165498,-0.0546727,25.2448,78.4532,0.0023942,-5.42454,1.27541,7.60727,6.12051,-1.15789,-2.37802,0.375663,3.52674,3.17376,-0.173671,-12.6753,-12.9931,-10.0587,-8.71583,-10.9357,966779616,-365,484,-4821,80,5
28362359,5600,6,0.0351419,0.0736146,-10.8491,0.00352778,0.000384688,-0.0618015,25.2448,78.4532,0.0023942,-8.05146,-6.72725,2.29367,10.0764,7.00253,-4.83717,-3.32942,2.16158,4.56463,2.25742,-10.7589,-10.8521,-12.4913,-11.3252,-9.85324,966779616,675,-2930,-4368,80,5
28367209,4850,6,-0.0151993,-0.0181064,-10.8482,-0.00519425,0.000413155,-0.0514223,25.254,78.4532,0.0023942,-1.95385,-10.4513,-6.12729,4.0577,10.1434,-2.98579,-4.4912,-1.03624,3.98023,4.37528,-10.9739,-10.1997,-11.4112,-10.3264,-9.87953,966779616,1581,-4244,-4379,83,5
28371959,4750,6,0.277388,-0.0402295,-10.9001,-0.0069969,-0.00599639,-0.0536751,25.2509,78.4532,0.0023942,6.30457,-2.61835,-7.5997,-5.40303,2.24348,0.728639,-4.18498,-4.03771,-0.115232,4.39398,-10.5558,-12.6036,-12.3121,-10.9811,-7.7648,966779616,1589,-939,-3494,82,5
28376759,4800,6,0.414713,0.142272,-10.777,0.00862987,0.00181159,-0.0515135,25.2479,78.4532,0.0023942,5.79783,4.66483,-0.0535816,-3.47407,-5.00146,5.22616,0.525268,-4.48185,-4.46315,0.770715,-8.34307,-12.1496,-12.6705,-12.2834,-9.63341,966779616,39,2092,-4276,81,5
28382359,5600,6,0.302702,0.238861,-10.6213,0.00387337,-0.000888408,-0.0584824,25.2356,78.4532,0.0023942,-0.299781,2.92471,4.02902,2.64744,-0.63203,5.10695,4.53891,-1.45467,-5.99661,-3.63097,-7.73852,-9.46614,-12.0014,-12.6442,-11.4279,966779616,-1844,264,-5027,77,5
28387250,4891,6,0.14698,0.392513,-10.495,-0.000881313,0.00346978,-0.0491767,25.2264,78.4532,0.0023942,-2.81675,-2.59684,-0.194608,1.75586,3.92146,3.3818,7.02143,3.7979,-3.832,-7.12567,-8.91177,-9.1555,-9.91298,-10.6657,-11.1555,966779616,-3339,-1641,-4913,74,5
28391959,4709,6,0.121523,0.384122,-10.3028,-0.00652546,0.00985896,-0.0463166,25.2479,78.4532,0.0023942,2.29845,-0.349976,-4.87956,-4.43019,0.424475,-2.0905,4.89423,7.00975,2.05172,-4.90963,-10.6967,-9.46853,-9.12205,-9.8628,-10.2308,966779616,-2391,-178,-4526,81,5
28396759,4800,6,0.303331,0.231666,-10.1207,0.00695381,-0.00115715,-0.0486585,25.2601,78.4532,0.0023942,5.44645,5.66636,1.54552,-6.18226,-7.10491,-6.19297,-0.521973,4.71423,6.21964,0.293847,-10.5653,-10.0635,-9.89625,-9.68359,-10.3694,966779616,-165,2972,-4584,85,5
28402359,5600,6,0.371751,0.175859,-10.0428,0.00364104,0.00194475,-0.0565603,25.2234,78.4532,0.0023942,-1.09574,6.52208,8.14269,2.853,-5.64445,-4.64548,-4.35095,1.05824,5.29863,4.45008,-11.0026,-10.0779,-8.87593,-9.29171,-10.9357,966779616,1613,2361,-4821,73,5
28407209,4850,6,0.17006,0.099588,-10.0536,0.0084545,-0.00290289,-0.0461132,25.2417,78.4532,0.0023942,-9.04343,-2.18332,5.89583,9.15856,3.29281,-1.26766,-5.11768,-3.55383,1.67069,6.21964,-12.0181,-10.821,-8.24988,-7.73852,-9.61907,966779616,2370,-1378,-4270,79,5
28411959,4750,6,-0.101438,0.0284111,-10.0713,-0.011715,-0.00617231,-0.0482847,25.2693,78.4532,0.0023942,-4.68356,-9.42587,-3.98559,3.74936,9.60554,2.95636,-3.18215,-5.71844,-2.01803,3.86802,-12.9357,-12.0253,-9.06709,-7.60232,-8.13757,966779616,1364,-4019,-3650,88,5
28416759,4800,6,0.0773203,0.12193,-10.1129,-0.00326225,0.00314028,-0.0516846,25.2815,78.4532,0.0023942,6.33803,-2.83348,-8.99562,-6.10577,1.92796,5.76615,1.5842,-3.64499,-5.11534,-0.547686,-10.2427,-14.0134,-11.4232,-8.96195,-7.53541,966779616,-525,-807,-3398,92,5
28422359,5600,6,0.392749,0.197195,-10.0503,0.00215524,0.000565575,-0.0558663,25.2601,78.4532,0.0023942,8.20484,7.68615,-0.302171,-7.2794,-8.00605,4.03633,4.18594,0.826818,-3.89512,-3.96992,-7.15309,-10.269,-14.5463,-11.7505,-9.12683,966779616,-1989,3349,-4064,85,5
28427214,4855,6,0.367034,0.230532,-9.83117,0.0103157,0.00378794,-0.0480109,25.257,78.4532,0.0023942,-0.12529,7.01209,8.02318,0.926434,-6.44758,0.829155,4.35892,2.87221,-0.517297,-3.71045,-6.89741,-6.27852,-10.1949,-12.8401,-13.6239,966779616,-1878,2697,-5946,84,5
28431959,4745,6,0.220406,0.063623,-9.8674,0.00561775,0.00399247,-0.0426467,25.2662,78.4532,0.0023942,-6.82047,-0.12768,6.03924,6.80652,1.87298,-4.08914,0.0483997,4.24438,3.91945,0.616434,-10.2141,-7.20804,-7.06228,-9.88431,-11.6239,966779616,-27,-784,-5109,87,5
28435962,4003,6,0.0788672,-0.110233,-10.008,-0.0122928,-0.00923754,-0.0419146,25.2693,78.4532,0.0023942,-5.84523,-5.82372,-1.13638,4.67439,-5.82372,-3.32708,-5.15508,-0.952089,3.64128,-5.15508,-12.9811,-10.3957,-8.00614,-6.95953,-10.3957,966779616,1267,-1956,-3157,88,4
28440784,4822,6,0.219297,0.0173317,-10.032,0.0039754,0.00159919,-0.0514733,25.2785,78.4532,0.0023942,5.28631,1.65786,-3.70354,-3.82544,-0.342806,4.35892,1.71276,-2.91099,-4.88392,-2.02271,-9.08143,-11.1173,-13.7075,-12.6323,-7.86755,966779616,-1156,143,-3537,91,5
28446359,5575,6,0.300078,0.320365,-9.95683,0.00111779,0.0028872,-0.0554634,25.2876,78.4532,0.0023942,2.56617,4.06248,1.43078,-2.71157,-3.50037,3.22519,6.22198,3.43557,-1.95959,-5.90545,-6.77793,-7.8556,-10.6513,-14.2954,-11.5737,966779616,-2817,1464,-5088,94,5
28451190,4831,6,0.359636,0.225241,-9.93072,0.00455149,0.00751867,-0.0440375,25.2509,78.4532,0.0023942,0.422084,3.32389,3.37886,0.706528,-4.1553,-4.67821,2.02834,6.5656,3.95218,-0.991828,-9.06231,-7.61904,-8.06827,-8.88549,-13.1078,966779616,-715,1738,-5730,82,5
28455959,4769,6,0.22139,0.0890946,-9.95765,0.00391604,-0.00174661,-0.0451452,25.257,78.4532,0.0023942,-3.4191,0.400572,3.5916,4.23936,0.0348588,-5.13638,-4.47484,1.24291,6.31782,3.72076,-12.4698,-9.78156,-8.0396,-7.00971,-8.32395,966779616,1301,-15,-3728,84,5
28460759,4800,6,0.127641,-0.0603808,-10.0045,-0.00260971,-0.00692195,-0.0523978,25.2723,78.4532,0.0023942,-4.75048,-3.9091,2.56856,4.72698,4.78913,-2.26582,-5.55481,-3.32708,2.21301,4.57164,-12.4339,-12.5964,-11.2057,-9.43508,-6.34065,966779616,1665,-2004,-2898,89,5
28466359,5600,6,0.0392579,0.00937334,-9.87028,0.00235665,0.00193471,-0.0552321,25.2876,78.4532,0.0023942,-1.58336,-5.66357,-4.55448,2.32236,7.26068,3.27194,-1.55986,-4.36731,-1.7422,1.46498,-8.16146,-10.3933,-11.729,-12.1759,-10.0779,966779616,336,-3038,-4462,94,5
28471159,4800,6,0.185198,-0.0166244,-9.78081,-0.00721486,0.00101698,-0.0459692,25.2846,78.4532,0.0023942,5.38431,-1.50209,-7.34633,-4.72658,2.17416,2.80442,-0.115232,-1.72817,-0.211073,1.34576,-7.80065,-7.93446,-9.08621,-11.7744,-10.6107,966779616,285,-910,-4685,93,5
28475161,4002,6,0.520911,-0.000977774,-9.85224,0.0109156,-0.00325794,-0.0379279,25.2662,78.4532,0.0023942,6.90931,6.07271,-0.481442,-5.46279,2.17416,1.5842,-0.954427,-2.39672,-2.59308,1.34576,-11.1555,-8.75884,-9.04081,-8.45537,-10.6107,966779616,-1400,2285,-3783,87,4
