timestamp,x,y,z,yaw,vx,vy,vz,acc_x,acc_y,acc_z
312495228,0.0,0.0,-0.550749,-0.226013,0.0,0.0,-0.688885,0.0,0.0,-3.26529
312544841,0.0,0.0,-0.544143,-0.226013,0.0,0.0,-0.191155,0.0,0.0,-2.62115
312595458,0.0,0.0,-0.517291,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-2.68199
312644891,0.0,0.0,-0.555155,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-2.75006
312705091,0.0,0.0,-0.646262,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-2.57931
312755255,0.0,0.0,-0.696867,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-2.64357
312805410,0.0,0.0,-0.663868,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-3.17268
312855281,0.0,0.0,-0.501567,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-4.38383
312915429,0.0,0.0,-0.506565,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-4.38193
312965625,0.0,0.0,-0.512802,-0.226013,0.0,0.0,-0.0164671,0.0,0.0,-4.23346
313016063,0.0,0.0,-0.381908,-0.225887,0.0,0.0,-0.0396707,0.0,0.0,-4.87889
313065625,0.0,0.0,-0.359034,-0.225715,0.0,0.0,-0.0954341,0.0,0.0,-4.8283
313125644,0.0,0.0,-0.312772,-0.225546,0.0,0.0,-0.168413,0.0,0.0,-4.8114
313165974,0.0,0.0,-0.341061,-0.223853,0.0,0.0,-0.0681138,0.0,0.0,-4.15708
313225922,0.0,0.0,-0.354044,-0.219053,0.0,0.0,-0.0538922,0.0,0.0,-3.73194
313276105,0.0,0.0,-0.385854,-0.217775,0.0,0.0,-0.0531437,0.0,0.0,-3.37794
313326193,0.0,0.0,-0.388475,-0.217775,0.0,0.0,-0.0531437,0.0,0.0,-3.33945
313376435,0.0,0.0,-0.380012,-0.217775,0.0,0.0,-0.0523952,0.0,0.0,-3.44093
313436366,0.0,0.0,-0.503928,-0.217775,0.0,0.0,-0.0486527,0.0,0.0,-2.76937
313486144,0.0,0.0,-0.618118,-0.217775,0.0,0.0,-0.0486527,0.0,0.0,-2.31796
313536596,0.0,0.0,-0.554481,-0.217775,0.0,0.0,-0.0411677,0.0,0.0,-2.99233
313586228,0.0,0.0,-0.540983,-0.217775,0.0,0.0,-0.0411677,0.0,0.0,-3.35307
313646431,0.0,0.0,-0.518347,-0.217775,0.0,0.0,-0.0396707,0.0,0.0,-3.69917
313696818,0.0,0.0,-0.511422,-0.217775,0.0,0.0,-0.0396707,0.0,0.0,-3.84259
313746796,0.0,0.0,-0.539131,-0.217775,0.0,0.0,-0.0591318,0.0,0.0,-3.7541
313796895,0.0,0.0,-0.541789,-0.217775,0.0,0.0,-0.0954341,0.0,0.0,-3.81683
313856845,0.0,0.0,-0.541091,-0.217775,0.0,0.0,-0.234094,0.0,0.0,-4.03535
313907206,0.0,0.0,-0.4661,-0.217775,0.0,0.0,-0.372755,0.0,0.0,-4.67102
313957113,0.0,0.0,-0.466851,-0.217775,0.0,0.0,-0.38735,0.0,0.0,-4.5484
314006914,0.0,0.0,-0.529437,-0.217775,0.0,0.0,-0.38735,0.0,0.0,-4.01579
314067289,0.0,0.0,-0.583297,-0.217775,0.0,0.0,-0.372755,0.0,0.0,-3.54316
314117353,0.0,0.0,-0.620134,-0.217775,0.0,0.0,-0.343563,0.0,0.0,-3.30003
314167247,0.0,0.0,-0.565492,-0.217775,0.0,0.0,-0.299775,0.0,0.0,-3.60768
314217348,0.0,0.0,-0.527726,-0.217775,0.0,0.0,-0.292478,0.0,0.0,-3.88859
314277557,0.0,0.0,-0.460246,-0.217775,0.0,0.0,-0.263286,0.0,0.0,-4.2495
314327464,0.0,0.0,-0.358658,-0.21773,0.0,0.0,-0.255988,0.0,0.0,-4.76033
314377609,0.0,0.0,-0.239158,-0.217523,0.0,0.0,-0.255988,0.0,0.0,-5.23552
314427464,0.0,0.0,-0.217742,-0.217312,0.0,0.0,-0.328967,0.0,0.0,-5.13513
314487785,0.0,0.0,-0.283242,-0.217228,0.0,0.0,-0.533309,0.0,0.0,-4.67
314538021,0.0,0.0,-0.371258,-0.217228,0.0,0.0,-0.620883,0.0,0.0,-4.04244
314587691,0.0,0.0,-0.45024,-0.217228,0.0,0.0,-0.628181,0.0,0.0,-3.48249
314638081,0.0,0.0,-0.549607,-0.217228,0.0,0.0,-0.598989,0.0,0.0,-2.92646
314698112,0.0,0.0,-0.618333,-0.217228,0.0,0.0,-0.38735,0.0,0.0,-2.37803
314748040,0.0,0.0,-0.631681,-0.217228,0.0,0.0,-0.197605,0.0,0.0,-2.25271
314798235,0.0,0.0,-0.651563,-0.217228,0.0,0.0,-0.0666168,0.0,0.0,-2.24146
314848001,0.0,0.0,-0.651398,-0.217228,0.0,0.0,-0.0636228,0.0,0.0,-2.651
314898622,0.0,0.0,-0.635601,-0.217228,0.0,0.0,-0.0621257,0.0,0.0,-3.14481
314958787,0.0,0.0,-0.602313,-0.217228,0.0,0.0,-0.0621257,0.0,0.0,-3.71933
315008196,0.0,0.0,-0.515173,-0.217228,0.0,0.0,-0.0651197,0.0,0.0,-4.37272
315058359,0.0,0.0,-0.42806,-0.217228,0.0,0.0,-0.0696108,0.0,0.0,-4.8429
315108387,0.0,0.0,-0.351537,-0.217228,0.0,0.0,-0.117328,0.0,0.0,-5.1926
315168321,0.0,0.0,-0.385559,-0.217228,0.0,0.0,-0.168413,0.0,0.0,-4.66243
315218490,0.0,0.0,-0.465593,-0.217228,0.0,0.0,-0.183009,0.0,0.0,-3.88563
315268540,0.0,0.0,-0.459831,-0.217228,0.0,0.0,-0.183009,0.0,0.0,-3.72799
315318922,0.0,0.0,-0.49344,-0.217228,0.0,0.0,-0.183009,0.0,0.0,-3.43006
315378791,0.0,0.0,-0.495048,-0.217228,0.0,0.0,-0.168413,0.0,0.0,-3.44092
315428582,0.0,0.0,-0.52296,-0.217228,0.0,0.0,-0.0636228,0.0,0.0,-3.15891
315479259,0.0,0.0,-0.62628,-0.217228,0.0,0.0,-0.0606287,0.0,0.0,-2.65517
315528775,0.0,0.0,-0.694012,-0.217228,0.0,0.0,-0.0508982,0.0,0.0,-2.49613
315588822,0.0,0.0,-0.751169,-0.217228,0.0,0.0,-0.0456587,0.0,0.0,-2.61186
315639204,0.0,0.0,-0.789576,-0.217228,0.0,0.0,-0.0449102,0.0,0.0,-2.79262
315689315,0.0,0.0,-0.777505,-0.217228,0.0,0.0,-0.0441617,0.0,0.0,-3.21285
315739206,0.0,0.0,-0.83479,-0.217228,0.0,0.0,-0.0441617,0.0,0.0,-3.14096
315799225,0.0,0.0,-0.910866,-0.217228,0.0,0.0,-0.0471557,0.0,0.0,-3.06185
315849058,0.0,0.0,-0.894298,-0.217228,0.0,0.0,-0.0598802,0.0,0.0,-3.45286
315899475,0.0,0.0,-0.858772,-0.217898,0.0,0.0,-0.0643713,0.0,0.0,-3.82559
315949536,0.0,0.0,-0.884012,-0.218855,0.0,0.0,-0.0733533,0.0,0.0,-3.77353
316009271,0.0,0.0,-1.03519,-0.221315,0.0,0.0,-0.11003,0.0,0.0,-3.07637
316059244,0.0,0.0,-1.01618,-0.226079,0.0,0.0,-0.168413,0.0,0.0,-3.49407
316109801,0.0,0.0,-0.886476,-0.231726,0.0,0.0,-0.168413,0.0,0.0,-4.3902
316159665,0.0,0.0,-0.748118,-0.23745,0.0,0.0,-0.183009,0.0,0.0,-5.14294
316219775,0.0,0.0,-0.740227,-0.244386,0.0,0.0,-0.197605,0.0,0.0,-4.8478
316270023,0.0,0.0,-0.863213,-0.250283,0.0,0.0,-0.226796,0.0,0.0,-3.85129
316319934,0.0,0.0,-0.89076,-0.25617,0.0,0.0,-0.255988,0.0,0.0,-3.57079
316369819,0.0,0.0,-0.84429,-0.26198,0.0,0.0,-0.270584,0.0,0.0,-3.79866
316429801,0.0,0.0,-0.776645,-0.268271,0.0,0.0,-0.416542,0.0,0.0,-4.49292
316480083,0.0,0.0,-0.68481,-0.273677,0.0,0.0,-0.445734,0.0,0.0,-5.0075
316529926,0.0,0.0,-0.645089,-0.279126,0.0,0.0,-0.445734,0.0,0.0,-5.03052
316580444,0.0,0.0,-0.625611,-0.284539,0.0,0.0,-0.401946,0.0,0.0,-4.75112
316640079,0.0,0.0,-0.678071,-0.291096,0.0,0.0,-0.372755,0.0,0.0,-4.02596
316690728,0.0,0.0,-0.78732,-0.296722,0.0,0.0,-0.372755,0.0,0.0,-3.22143
316740218,0.0,0.0,-0.919591,-0.302462,0.0,0.0,-0.372755,0.0,0.0,-2.46895
316790335,0.0,0.0,-0.866622,-0.308731,0.0,0.0,-0.380052,0.0,0.0,-3.04654
316850243,0.0,0.0,-0.770094,-0.316704,0.0,0.0,-0.372755,0.0,0.0,-3.93493
316900821,0.0,0.0,-0.812816,-0.323336,0.0,0.0,-0.183009,0.0,0.0,-3.45346
316950353,0.0,0.0,-0.761473,-0.329827,0.0,0.0,-0.168413,0.0,0.0,-3.84578
317000480,0.0,0.0,-0.712339,-0.336307,0.0,0.0,-0.153817,0.0,0.0,-4.1918
317050933,0.0,0.0,-0.626493,-0.342719,0.0,0.0,-0.161115,0.0,0.0,-4.69382
317110856,0.0,0.0,-0.522028,-0.350883,0.0,0.0,-0.197605,0.0,0.0,-5.2255
317160581,0.0,0.0,-0.462852,-0.358056,0.0,0.0,-0.234094,0.0,0.0,-5.33009
317211185,0.0,0.0,-0.487077,-0.365185,0.0,0.0,-0.277882,0.0,0.0,-4.88402
317261280,0.0,0.0,-0.397194,-0.371507,0.0,0.0,-0.299775,0.0,0.0,-5.07728
317320869,0.0,0.0,-0.342141,-0.378359,0.0,0.0,-0.336265,0.0,0.0,-5.0049
317370974,0.0,0.0,-0.275883,-0.383963,0.0,0.0,-0.343563,0.0,0.0,-5.03746
317421586,0.0,0.0,-0.181708,-0.387489,0.0,0.0,-0.197605,0.0,0.0,-4.93188
317471435,0.0,0.0,-0.152861,-0.389701,0.0,0.0,-0.146519,0.0,0.0,-4.63431
317531528,0.0,0.0,-0.100213,-0.391779,0.0,0.0,-0.0666168,0.0,0.0,-4.41822
317581544,0.0,0.0,-0.140402,-0.391779,0.0,0.0,-0.0583832,0.0,0.0,-3.92032
317631848,0.0,0.0,-0.17925,-0.391779,0.0,0.0,-0.0441617,0.0,0.0,-3.54569
