timestamp,x,y,z,yaw,vx,vy,vz,acc_x,acc_y,acc_z
317681676,0.0,0.0,-0.293195,-0.391779,0.0,0.0,-0.0411677,0.0,0.0,-2.90171
317741946,0.0,0.0,-0.525918,-0.391779,0.0,0.0,-0.0314371,0.0,0.0,-1.77326
317791724,0.0,0.0,-0.649595,-0.391779,0.0,0.0,-0.0276946,0.0,0.0,-1.4822
317842336,0.0,0.0,-0.685684,-0.391779,0.0,0.0,-0.0247006,0.0,0.0,-1.87019
317891806,0.0,0.0,-0.691408,-0.391779,0.0,0.0,-0.0232036,0.0,0.0,-2.44979
317951839,0.0,0.0,-0.682168,-0.391779,0.0,0.0,-0.0224551,0.0,0.0,-3.15226
318002616,0.0,0.0,-0.729457,-0.391779,0.0,0.0,-0.0224551,0.0,0.0,-3.31801
318052455,0.0,0.0,-0.712868,-0.391779,0.0,0.0,-0.0172156,0.0,0.0,-3.75944
318102416,0.0,0.0,-0.721932,-0.391779,0.0,0.0,-0.0157185,0.0,0.0,-3.87599
318162126,0.0,0.0,-0.850806,-0.391779,0.0,0.0,-0.0164671,0.0,0.0,-3.27531
318212565,0.0,0.0,-0.982233,-0.391779,0.0,0.0,-0.0351796,0.0,0.0,-2.7276
318262379,0.0,0.0,-1.00973,-0.391779,0.0,0.0,-0.0501497,0.0,0.0,-2.92403
318312534,0.0,0.0,-0.949546,-0.391779,0.0,0.0,-0.0591318,0.0,0.0,-3.62542
318372578,0.0,0.0,-0.894193,-0.391779,0.0,0.0,-0.0613773,0.0,0.0,-4.1614
318423060,0.0,0.0,-0.817683,-0.391779,0.0,0.0,-0.0411677,0.0,0.0,-4.57378
318472745,0.0,0.0,-0.782362,-0.391569,0.0,0.0,-0.0321856,0.0,0.0,-4.6652
318523222,0.0,0.0,-0.744275,-0.389496,0.0,0.0,-0.0172156,0.0,0.0,-4.59848
318573109,0.0,0.0,-0.723903,-0.386599,0.0,0.0,-0.0164671,0.0,0.0,-4.42567
318633136,0.0,0.0,-0.71604,-0.38323,0.0,0.0,-0.0254491,0.0,0.0,-4.15822
318682852,0.0,0.0,-0.801458,-0.382462,0.0,0.0,-0.0396707,0.0,0.0,-3.47692
318732970,0.0,0.0,-0.869171,-0.38242,0.0,0.0,-0.0479042,0.0,0.0,-3.06787
318783227,0.0,0.0,-0.84052,-0.381954,0.0,0.0,-0.0411677,0.0,0.0,-3.32226
318843211,0.0,0.0,-0.780602,-0.379355,0.0,0.0,-0.0142216,0.0,0.0,-3.70564
318893245,0.0,0.0,-0.822782,-0.374659,0.0,0.0,0.00673652,0.0,0.0,-3.51491
318943251,0.0,0.0,-0.871575,-0.368515,0.0,0.0,0.00748504,0.0,0.0,-3.2994
318993639,0.0,0.0,-0.905075,-0.361671,0.0,0.0,0.00823353,0.0,0.0,-3.21911
319053840,0.0,0.0,-0.932601,-0.352796,0.0,0.0,0.00823353,0.0,0.0,-3.21109
319103549,0.0,0.0,-0.998503,-0.345231,0.0,0.0,0.00673652,0.0,0.0,-2.96053
319153998,0.0,0.0,-1.06533,-0.337656,0.0,0.0,0.00149701,0.0,0.0,-2.83818
319203724,0.0,0.0,-1.103,-0.329722,0.0,0.0,0.000748493,0.0,0.0,-2.89235
319263795,0.0,0.0,-1.13925,-0.31879,0.0,0.0,0.00523952,0.0,0.0,-3.00283
319314050,0.0,0.0,-1.14221,-0.309171,0.0,0.0,0.00748504,0.0,0.0,-3.20684
319364284,0.0,0.0,-1.0586,-0.299648,0.0,0.0,0.00748504,0.0,0.0,-3.85463
319414111,0.0,0.0,-0.965152,-0.290254,0.0,0.0,-0.00149699,0.0,0.0,-4.47159
319474136,0.0,0.0,-0.927477,-0.279564,0.0,0.0,-0.0217066,0.0,0.0,-4.58728
319524320,0.0,0.0,-0.92645,-0.271736,0.0,0.0,-0.0336826,0.0,0.0,-4.36516
319574871,0.0,0.0,-0.963313,-0.264261,0.0,0.0,-0.0381736,0.0,0.0,-3.93059
319624436,0.0,0.0,-0.959104,-0.256918,0.0,0.0,-0.0389222,0.0,0.0,-3.83052
319684531,0.0,0.0,-0.872838,-0.248282,0.0,0.0,-0.0366767,0.0,0.0,-4.24706
319734795,0.0,0.0,-0.785891,-0.24099,0.0,0.0,-0.0172156,0.0,0.0,-4.59134
319784627,0.0,0.0,-0.699899,-0.233413,0.0,0.0,-0.00898205,0.0,0.0,-4.84283
319834839,0.0,0.0,-0.608621,-0.225363,0.0,0.0,0.00898203,0.0,0.0,-4.968
319894849,0.0,0.0,-0.514117,-0.215311,0.0,0.0,0.00823353,0.0,0.0,-4.99962
319945606,0.0,0.0,-0.493885,-0.206988,0.0,0.0,0.00673652,0.0,0.0,-4.64554
319994879,0.0,0.0,-0.561423,-0.198927,0.0,0.0,0.00149701,0.0,0.0,-3.86356
320045159,0.0,0.0,-0.679032,-0.190841,0.0,0.0,-0.00299402,0.0,0.0,-2.96159
320105065,0.0,0.0,-0.709882,-0.181733,0.0,0.0,-0.00898205,0.0,0.0,-2.77125
320155495,0.0,0.0,-0.751012,-0.172769,0.0,0.0,0.0179641,0.0,0.0,-2.60232
320205174,0.0,0.0,-0.610812,-0.160548,0.0,0.0,0.0321856,0.0,0.0,-3.61481
320255320,0.0,0.0,-0.603057,-0.147866,0.0,0.0,0.0321856,0.0,0.0,-3.73695
320305571,0.0,0.0,-0.671447,-0.135887,0.0,0.0,0.0329341,0.0,0.0,-3.4389
320365593,0.0,0.0,-0.77069,-0.122701,0.0,0.0,0.0336826,0.0,0.0,-3.05307
320415695,0.0,0.0,-0.829894,-0.112063,0.0,0.0,0.0321856,0.0,0.0,-2.92411
320465446,0.0,0.0,-0.874981,-0.101645,0.0,0.0,0.0291916,0.0,0.0,-2.93999
320516247,0.0,0.0,-0.952215,-0.0915853,0.0,0.0,0.0239521,0.0,0.0,-2.8124
320576014,0.0,0.0,-0.947304,-0.0801042,0.0,0.0,0.0157186,0.0,0.0,-3.2681
320625665,0.0,0.0,-0.834078,-0.0714329,0.0,0.0,0.0127246,0.0,0.0,-4.20852
320675988,0.0,0.0,-0.790304,-0.0630116,0.0,0.0,0.0112275,0.0,0.0,-4.48006
320726592,0.0,0.0,-0.766405,-0.0546157,0.0,0.0,0.0112275,0.0,0.0,-4.51781
320785906,0.0,0.0,-0.661325,-0.0445801,0.0,0.0,-0.00973052,0.0,0.0,-4.89234
320836175,0.0,0.0,-0.660086,-0.0403204,0.0,0.0,-0.0449102,0.0,0.0,-4.62616
320886212,0.0,0.0,-0.6988,-0.0384629,0.0,0.0,-0.0396707,0.0,0.0,-4.0665
320936308,0.0,0.0,-0.804752,-0.0366289,0.0,0.0,-0.0344312,0.0,0.0,-3.23172
320996245,0.0,0.0,-0.83258,-0.0336534,0.0,0.0,-0.0187126,0.0,0.0,-2.99762
321046157,0.0,0.0,-0.768083,-0.0305395,0.0,0.0,-0.00523952,0.0,0.0,-3.40574
321097020,0.0,0.0,-0.793907,-0.0264068,0.0,0.0,0.00973054,0.0,0.0,-3.29088
321146445,0.0,0.0,-0.72543,-0.0214647,0.0,0.0,0.0127246,0.0,0.0,-3.75788
321206601,0.0,0.0,-0.689306,-0.0161732,0.0,0.0,0.00673652,0.0,0.0,-4.0676
321256999,0.0,0.0,-0.619997,-0.0124899,0.0,0.0,0.000748493,0.0,0.0,-4.45211
321306916,0.0,0.0,-0.577064,-0.0091115,0.0,0.0,-0.00149699,0.0,0.0,-4.56676
321357074,0.0,0.0,-0.50896,-0.00579224,0.0,0.0,-0.004491,0.0,0.0,-4.74236
321417122,0.0,0.0,-0.597456,-0.00214172,0.0,0.0,-0.00898205,0.0,0.0,-3.89622
321467276,0.0,0.0,-0.746256,0.000776496,0.0,0.0,-0.00973052,0.0,0.0,-2.88151
321517199,0.0,0.0,-0.816987,0.00368273,0.0,0.0,-0.0022455,0.0,0.0,-2.48915
321566879,0.0,0.0,-0.782112,0.00688026,0.0,0.0,0.00149701,0.0,0.0,-2.8562
321626949,0.0,0.0,-0.73154,0.0115613,0.0,0.0,0.00449102,0.0,0.0,-3.36773
321677575,0.0,0.0,-0.746663,0.0158501,0.0,0.0,0.00523952,0.0,0.0,-3.4486
321727163,0.0,0.0,-0.673358,0.0201417,0.0,0.0,0.00523952,0.0,0.0,-4.02857
321777372,0.0,0.0,-0.666832,0.0241367,0.0,0.0,0.00523952,0.0,0.0,-4.08851
321837531,0.0,0.0,-0.789421,0.0288375,0.0,0.0,0.00523952,0.0,0.0,-3.41617
321887575,0.0,0.0,-0.926854,0.032704,0.0,0.0,0.00523952,0.0,0.0,-2.73813
321937650,0.0,0.0,-0.830281,0.0362628,0.0,0.0,0.00299402,0.0,0.0,-3.53193
321987573,0.0,0.0,-0.641023,0.0396895,0.0,0.0,-0.0022455,0.0,0.0,-4.73581
322047638,0.0,0.0,-0.57819,0.0435564,0.0,0.0,-0.00523952,0.0,0.0,-4.92561
322088033,0.0,0.0,-0.610464,0.0459329,0.0,0.0,-0.00598803,0.0,0.0,-4.51661
322147722,0.0,0.0,-0.608906,0.0494563,0.0,0.0,-0.00598803,0.0,0.0,-4.20712
322197947,0.0,0.0,-0.592257,0.0525039,0.0,0.0,-0.00598803,0.0,0.0,-4.06025
322247984,0.0,0.0,-0.596189,0.0554612,0.0,0.0,-0.00748502,0.0,0.0,-3.89203
322298131,0.0,0.0,-0.562787,0.0580381,0.0,0.0,-0.010479,0.0,0.0,-3.98687
322358467,0.0,0.0,-0.582151,0.0610628,0.0,0.0,-0.0112275,0.0,0.0,-3.74296
322408039,0.0,0.0,-0.622233,0.0636094,0.0,0.0,-0.0112275,0.0,0.0,-3.47041
322458611,0.0,0.0,-0.681221,0.0658882,0.0,0.0,-0.010479,0.0,0.0,-3.13671
322508079,0.0,0.0,-0.875801,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-2.13814
322568160,0.0,0.0,-0.935315,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-2.27912
322618604,0.0,0.0,-0.847477,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-3.22791
322668560,0.0,0.0,-0.78003,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-3.9167
322718722,0.0,0.0,-0.673444,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.69288
322778828,0.0,0.0,-0.652058,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.71526
322828819,0.0,0.0,-0.670179,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.40415
322878932,0.0,0.0,-0.587969,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.64245
322928619,0.0,0.0,-0.481824,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.96444
322988781,0.0,0.0,-0.405525,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.96742
323039627,0.0,0.0,-0.407342,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.54782
323089002,0.0,0.0,-0.416197,0.0671572,0.0,0.0,-0.010479,0.0,0.0,-4.15358
323139516,0.0,0.0,-0.481067,0.0671572,0.0,0.0,-0.0112275,0.0,0.0,-3.53957
323199252,0.0,0.0,-0.530581,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-3.19949
323249605,0.0,0.0,-0.499436,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-3.46644
323299503,0.0,0.0,-0.567664,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-3.17089
323349277,0.0,0.0,-0.610361,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-3.08232
323409298,0.0,0.0,-0.478469,0.0671572,0.0,0.0,-0.013473,0.0,0.0,-4.04498
323459787,0.0,0.0,-0.373416,0.0671572,0.0,0.0,-0.0127245,0.0,0.0,-4.67774
323509390,0.0,0.0,-0.464768,0.0671572,0.0,0.0,-0.0127245,0.0,0.0,-4.03485
323560067,0.0,0.0,-0.543552,0.0671572,0.0,0.0,-0.0127245,0.0,0.0,-3.52697
323610214,0.0,0.0,-0.560594,0.0671572,0.0,0.0,-0.0142216,0.0,0.0,-3.4265
323669766,0.0,0.0,-0.437054,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-4.19248
323720047,0.0,0.0,-0.380378,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-4.46425
323769825,0.0,0.0,-0.290365,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-4.84345
323820363,0.0,0.0,-0.210264,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-5.0453
323880336,0.0,0.0,-0.224916,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-4.53531
323930090,0.0,0.0,-0.326719,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-3.63099
323980577,0.0,0.0,-0.388356,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-3.15131
324030208,0.0,0.0,-0.426381,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-2.96718
324090196,0.0,0.0,-0.459648,0.0671572,0.0,0.0,-0.0149701,0.0,0.0,-2.90682
324140564,0.0,0.0,-0.480007,0.0671572,0.0,0.0,-0.0119761,0.0,0.0,-2.94741
324190752,0.0,0.0,-0.522103,0.0678807,0.0,0.0,0.00374251,0.0,0.0,-2.8336
324240741,0.0,0.0,-0.548451,0.0692934,0.0,0.0,0.00449102,0.0,0.0,-2.94905
324300747,0.0,0.0,-0.484103,0.0713054,0.0,0.0,0.00449102,0.0,0.0,-3.65085
324350707,0.0,0.0,-0.481806,0.0730864,0.0,0.0,0.00374251,0.0,0.0,-3.82649
324401114,0.0,0.0,-0.4914,0.0749579,0.0,0.0,0.000748493,0.0,0.0,-3.88855
324450841,0.0,0.0,-0.438808,0.0768486,0.0,0.0,-0.000748515,0.0,0.0,-4.27254
324510961,0.0,0.0,-0.410813,0.0791176,0.0,0.0,-0.0022455,0.0,0.0,-4.33411
324561394,0.0,0.0,-0.48113,0.081006,0.0,0.0,-0.004491,0.0,0.0,-3.79579
324611203,0.0,0.0,-0.550293,0.0828887,0.0,0.0,-0.00898205,0.0,0.0,-3.31849
324661211,0.0,0.0,-0.627966,0.0847676,0.0,0.0,-0.0112275,0.0,0.0,-2.90877
324721258,0.0,0.0,-0.557074,0.0870301,0.0,0.0,-0.0112275,0.0,0.0,-3.45997
324771381,0.0,0.0,-0.439957,0.0889333,0.0,0.0,-0.0112275,0.0,0.0,-4.26963
324821426,0.0,0.0,-0.357921,0.0908446,0.0,0.0,-0.00898205,0.0,0.0,-4.74582
324871257,0.0,0.0,-0.319622,0.0930819,0.0,0.0,-0.00823353,0.0,0.0,-4.78537
324931599,0.0,0.0,-0.325,0.0958691,0.0,0.0,-0.00823353,0.0,0.0,-4.43317
324971705,0.0,0.0,-0.30798,0.0977013,0.0,0.0,-0.00823353,0.0,0.0,-4.32394
325031679,0.0,0.0,-0.316644,0.100474,0.0,0.0,-0.00898205,0.0,0.0,-3.98924
325081993,0.0,0.0,-0.335284,0.102787,0.0,0.0,-0.00973052,0.0,0.0,-3.72761
325131988,0.0,0.0,-0.402313,0.105092,0.0,0.0,-0.00973052,0.0,0.0,-3.27428
325182045,0.0,0.0,-0.444747,0.107541,0.0,0.0,-0.00898205,0.0,0.0,-3.1151
325242127,0.0,0.0,-0.465641,0.110729,0.0,0.0,-0.00748502,0.0,0.0,-3.18745
325291833,0.0,0.0,-0.52218,0.113527,0.0,0.0,-0.00748502,0.0,0.0,-3.02174
325342475,0.0,0.0,-0.521781,0.116242,0.0,0.0,-0.00748502,0.0,0.0,-3.23804
325392271,0.0,0.0,-0.511952,0.118957,0.0,0.0,-0.00748502,0.0,0.0,-3.50365
325452224,0.0,0.0,-0.435702,0.122231,0.0,0.0,-0.00748502,0.0,0.0,-4.15275
325502345,0.0,0.0,-0.340792,0.12496,0.0,0.0,-0.00823353,0.0,0.0,-4.70078
325552426,0.0,0.0,-0.282621,0.127515,0.0,0.0,-0.010479,0.0,0.0,-4.84794
325602467,0.0,0.0,-0.319644,0.130025,0.0,0.0,-0.0119761,0.0,0.0,-4.35252
325662481,0.0,0.0,-0.366422,0.132672,0.0,0.0,-0.013473,0.0,0.0,-3.79255
325712784,0.0,0.0,-0.354255,0.134709,0.0,0.0,-0.0149701,0.0,0.0,-3.73327
325762874,0.0,0.0,-0.273143,0.136779,0.0,0.0,-0.0149701,0.0,0.0,-4.12002
325812611,0.0,0.0,-0.228135,0.138883,0.0,0.0,-0.0149701,0.0,0.0,-4.29712
325872677,0.0,0.0,-0.256011,0.141276,0.0,0.0,-0.013473,0.0,0.0,-3.99607
325923228,0.0,0.0,-0.278581,0.142868,0.0,0.0,-0.0119761,0.0,0.0,-3.74558
325972864,0.0,0.0,-0.168346,0.144125,0.0,0.0,-0.0112275,0.0,0.0,-4.34137
326023056,0.0,0.0,-0.116518,0.145377,0.0,0.0,-0.0112275,0.0,0.0,-4.50344
326083229,0.0,0.0,-0.3217,0.146641,0.0,0.0,-0.0112275,0.0,0.0,-3.11792
326133273,0.0,0.0,-0.494211,0.147695,0.0,0.0,-0.0112275,0.0,0.0,-2.16641
326182953,0.0,0.0,-0.5383,0.148895,0.0,0.0,-0.0119761,0.0,0.0,-2.19406
326233134,0.0,0.0,-0.496922,0.15007,0.0,0.0,-0.0112275,0.0,0.0,-2.79679
326293165,0.0,0.0,-0.498421,0.151332,0.0,0.0,-0.0119761,0.0,0.0,-3.14328
326343439,0.0,0.0,-0.547097,0.152378,0.0,0.0,-0.0112275,0.0,0.0,-3.15132
