timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
35149249,35148693,-0.0121924,0.0159237,-0.00229914,0.0,0.0,0.0,0.0,-1.0
35173551,35172696,-0.00553478,0.0259659,-0.0023182,0.0,0.0,0.0,0.0,-1.0
35193530,35192693,-0.00757007,0.0227861,-0.00292859,0.0,0.0,0.0,0.0,-1.0
35213632,35212704,-0.00861954,0.0184953,-0.00270729,0.0,0.0,0.0,0.0,-1.0
35233603,35232693,-0.00615553,0.0234436,-0.00277405,0.0,0.0,0.0,0.0,-1.0
35257223,35256693,-0.0105119,0.0157859,-0.00280949,0.0,0.0,0.0,0.0,-1.0
35277264,35276693,-0.007317,0.0238489,-0.00282425,0.0,0.0,0.0,0.0,-1.0
35297268,35296693,-0.00699642,0.0183923,-0.00270237,0.0,0.0,0.0,0.0,-1.0
35317156,35316693,-0.00781668,0.0191047,-0.00290997,0.0,0.0,0.0,0.0,-1.0
35341244,35340693,-0.00312106,0.0236518,-0.00206654,0.0,0.0,0.0,0.0,-1.0
35365339,35364693,-0.0129185,0.0212159,-0.00374933,0.0,0.0,0.0,0.0,-1.0
35385632,35384696,-0.0070509,0.0220862,-0.0023333,0.0,0.0,0.0,0.0,-1.0
35405409,35404694,-0.00364276,0.0205274,-0.00275422,0.0,0.0,0.0,0.0,-1.0
35429253,35428693,-0.0102435,0.0219732,-0.00306327,0.0,0.0,0.0,0.0,-1.0
35449215,35448693,-0.00505852,0.0173085,-0.00217015,0.0,0.0,0.0,0.0,-1.0
35469226,35468693,-0.00482226,0.0255726,-0.00366162,0.0,0.0,0.0,0.0,-1.0
35489385,35488693,-0.0095825,0.0220765,-0.00303422,0.0,0.0,0.0,0.0,-1.0
35509229,35508699,-0.00430008,0.017672,-0.00255646,0.0,0.0,0.0,0.0,-1.0
35533821,35532693,-0.00909807,0.0203721,-0.00345502,0.0,0.0,0.0,0.0,-1.0
35553950,35552693,-0.00799326,0.0167942,-0.00291902,0.0,0.0,0.0,0.0,-1.0
35574003,35572693,-0.00406708,0.0228081,-0.00332013,0.0,0.0,0.0,0.0,-1.0
35597206,35596693,-0.0112096,0.0184744,-0.0030502,0.0,0.0,0.0,0.0,-1.0
35617238,35616693,-0.00614426,0.0213131,-0.00287161,0.0,0.0,0.0,0.0,-1.0
35637254,35636693,-0.00633063,0.0255485,-0.00353305,0.0,0.0,0.0,0.0,-1.0
35657410,35656693,-0.00932975,0.0194424,-0.00313291,0.0,0.0,0.0,0.0,-1.0
35681264,35680693,-0.00722547,0.020407,-0.00290922,0.0,0.0,0.0,0.0,-1.0
35701201,35700693,-0.00766884,0.0221197,-0.00365711,0.0,0.0,0.0,0.0,-1.0
35721255,35720693,-0.00646545,0.020221,-0.00325153,0.0,0.0,0.0,0.0,-1.0
35741370,35740693,-0.00458503,0.0193094,-0.00306588,0.0,0.0,0.0,0.0,-1.0
35765232,35764693,-0.00656489,0.022772,-0.00370649,0.0,0.0,0.0,0.0,-1.0
35785284,35784693,-0.00452851,0.0210912,-0.00285782,0.0,0.0,0.0,0.0,-1.0
35805230,35804693,-0.00864475,0.0222133,-0.00413918,0.0,0.0,0.0,0.0,-1.0
35825572,35824693,-0.00912823,0.0210428,-0.00288257,0.0,0.0,0.0,0.0,-1.0
35849210,35848693,-0.00197737,0.0271575,-0.00378272,0.0,0.0,0.0,0.0,-1.0
35869176,35868693,-0.00858157,0.0210224,-0.00348133,0.0,0.0,0.0,0.0,-1.0
35889214,35888693,-0.00639323,0.017138,-0.00310089,0.0,0.0,0.0,0.0,-1.0
35909349,35908693,-0.00318539,0.02593,-0.00358949,0.0,0.0,0.0,0.0,-1.0
35929192,35928693,-0.00875106,0.0192743,-0.00353564,0.0,0.0,0.0,0.0,-1.0
35949194,35948693,-0.00381576,0.0204315,-0.00322884,0.0,0.0,0.0,0.0,-1.0
35974194,35972695,-0.00562954,0.0232074,-0.00370666,0.0,0.0,0.0,0.0,-1.0
35994485,35992739,-0.00846244,0.0195232,-0.0032779,0.0,0.0,0.0,0.0,-1.0
36017239,36016693,-0.00719604,0.0262347,-0.00385259,0.0,0.0,0.0,0.0,-1.0
36037202,36036693,-0.00749317,0.0166192,-0.00338326,0.0,0.0,0.0,0.0,-1.0
36057207,36056693,-0.00540865,0.0235821,-0.00346228,0.0,0.0,0.0,0.0,-1.0
36077684,36076693,-0.00627252,0.0240311,-0.00390333,0.0,0.0,0.0,0.0,-1.0
36101204,36100693,-0.00659132,0.0219211,-0.0038683,0.0,0.0,0.0,0.0,-1.0
36121205,36120693,-0.00442011,0.024313,-0.00335628,0.0,0.0,0.0,0.0,-1.0
36141262,36140693,-0.00718099,0.0178826,-0.00402453,0.00489022,0.0,0.0,0.0,-1.0
36161411,36160693,-0.00853712,0.0233742,-0.00376735,0.00558882,0.0,0.0,0.0,-1.0
36185272,36184693,-0.00586827,0.015301,-0.00381589,0.00698603,0.0,0.0,0.0,-1.0
36205253,36204693,-0.00958188,0.0246565,-0.00399479,0.00978044,0.0,0.0,0.0,-1.0
36225447,36224693,-0.00394606,0.0215009,-0.0034964,0.0272455,0.0,0.0,0.0,-1.0
36245910,36244693,-0.00676177,0.0217321,-0.00410908,0.0286427,0.0,0.0,0.0,-1.0
36269278,36268693,-0.00601794,0.0188056,-0.00344473,0.0300399,0.0,0.0,0.0,-1.0
36289235,36288693,-0.00283652,0.0234923,-0.00415257,0.0307385,0.0,0.0,0.0,-1.0
36309322,36308693,-0.0119331,0.0234491,-0.00392865,0.0307385,0.0,0.0,0.0,-1.0
36329430,36328693,-0.00352821,0.0188858,-0.00355991,0.0307385,0.0,0.0,0.0,-1.0
36349228,36348693,-0.00460165,0.0240248,-0.00402752,0.0307385,0.0,0.0,0.0,-1.0
36377247,36376693,-0.00888578,0.0214272,-0.00446,0.0307385,0.0,0.0,0.0,-1.0
36397225,36396693,-0.00598056,0.0227231,-0.00395799,0.0307385,0.0,0.0,0.0,-1.0
36417272,36416693,-0.00410469,0.0249425,-0.00438932,0.0307385,0.0,0.0,0.0,-1.0
36437274,36436693,-0.00556616,0.0214603,-0.00362814,0.0307385,0.0,0.0,0.0,-1.0
36458040,36457493,-0.00312254,0.0252562,-0.00463727,0.0307385,0.0,0.0,0.0,-1.0
36482369,36481493,-0.00180615,0.0216568,-0.00376838,0.0307385,0.0,0.0,0.0,-1.0
36502062,36501493,-0.0107517,0.0215654,-0.00486637,0.0307385,0.0,0.0,0.0,-1.0
36522003,36521493,-0.00241171,0.0215025,-0.00333671,0.0307385,0.0,0.0,0.0,-1.0
36541992,36541496,-0.00292755,0.0229539,-0.00478886,0.0307385,0.0,0.0,0.0,-1.0
36565980,36565493,-0.00591873,0.0258252,-0.00432902,0.0314371,0.0,0.0,0.0,-1.0
36586001,36585493,-4.84395e-05,0.0243008,-0.00368215,0.0321357,0.0,0.0,0.0,-1.0
36606129,36605493,-0.0093031,0.0182396,-0.00498024,0.0335329,0.0,0.0,0.0,-1.0
36625999,36625493,-0.00410314,0.0230726,-0.00363165,0.0363273,0.0,0.0,0.0,-1.0
36650050,36649494,-0.003995,0.0243626,-0.00429448,0.0419162,0.0,0.0,0.0,-1.0
36670104,36669493,-0.00517186,0.0240684,-0.00466638,0.050998,0.0,0.0,0.0,-1.0
36690114,36689493,-0.00526167,0.0208941,-0.00380408,0.0558882,0.0,0.0,0.0,-1.0
36710118,36709493,-0.007249,0.0217533,-0.00501657,0.0565868,0.0,0.0,0.0,-1.0
36737996,36737493,-0.00766454,0.0250959,-0.00476116,0.057984,0.0,0.0,0.0,-1.0
36757932,36757493,-0.00505194,0.0194184,-0.00433224,0.057984,0.0,0.0,0.0,-1.0
36778016,36777493,-0.00542286,0.023829,-0.00466198,0.057984,0.0,0.0,0.0,-1.0
36798176,36797493,-0.00473049,0.0245788,-0.00438447,0.057984,0.0,0.0,0.0,-1.0
36821961,36821493,-0.00899983,0.0202081,-0.0051401,0.0565868,0.0,0.0,0.0,-1.0
36842015,36841493,-0.00167786,0.0262249,-0.00380664,0.0565868,0.0,0.0,0.0,-1.0
36862033,36861493,-0.00206752,0.0255916,-0.0053544,0.0565868,0.0,0.0,0.0,-1.0
36886045,36885511,-0.00928838,0.0192568,-0.00474069,0.0565868,0.0,0.0,0.0,-1.0
36905992,36905493,-0.00293633,0.0230848,-0.00435979,0.0565868,0.0,0.0,0.0,-1.0
36930079,36929493,-0.00659603,0.0231086,-0.00519813,0.0565868,0.0,0.0,0.0,-1.0
36950205,36949494,-0.00152359,0.0247068,-0.00430064,0.0565868,0.0,0.0,0.0,-1.0
36970139,36969493,-0.00594583,0.0221575,-0.00502242,0.0565868,0.0,0.0,0.0,-1.0
36990089,36989493,-0.00471267,0.0217201,-0.00439264,0.0565868,0.0,0.0,0.0,-1.0
37013961,37013493,-0.00579299,0.0253247,-0.00489732,0.057984,0.0,0.0,0.0,-1.0
37034017,37033493,-0.00440785,0.0230166,-0.00456017,0.0593812,0.0,0.0,0.0,-1.0
37054016,37053493,-0.00417777,0.0234997,-0.00503151,0.0621757,0.0,0.0,0.0,-1.0
37073986,37073493,-0.00209013,0.0215126,-0.00488271,0.0649701,0.0,0.0,0.0,-1.0
37097966,37097493,-0.00643689,0.0221168,-0.0048603,0.0775449,0.0,0.0,0.0,-1.0
37117989,37117493,-0.00614069,0.0221263,-0.00480058,0.0789421,0.0,0.0,0.0,-1.0
37138082,37137493,-0.00140283,0.023365,-0.00509835,0.0810379,0.0,0.0,0.0,-1.0
37158017,37157493,-0.00842042,0.0237447,-0.00477354,0.0824351,0.0,0.0,0.0,-1.0
37182002,37181493,-0.00858556,0.0225752,-0.00551685,0.0852295,0.0,0.0,0.0,-1.0
37202095,37201534,-0.00505851,0.0208199,-0.00459795,0.0859281,0.0,0.0,0.0,-1.0
37222006,37221509,-0.00352585,0.0236901,-0.00534614,0.0866267,0.0,0.0,0.0,-1.0
37242000,37241493,-0.00397729,0.0218595,-0.0050538,0.0866267,0.0,0.0,0.0,-1.0
37266227,37265493,-0.00532185,0.0223089,-0.00538867,0.0880239,0.0,0.0,0.0,-1.0
37286222,37285493,-0.000251048,0.0231655,-0.00506321,0.0880239,0.0,0.0,0.0,-1.0
37306462,37305493,-0.00647631,0.0245482,-0.00518934,0.0880239,0.0,0.0,0.0,-1.0
37326226,37325493,-0.00686862,0.0219845,-0.00483271,0.0880239,0.0,0.0,0.0,-1.0
37349992,37349493,-0.00346408,0.0223179,-0.00545811,0.091517,0.0,0.0,0.0,-1.0
37370056,37369496,-0.00252797,0.0244634,-0.00511907,0.102695,0.0,0.0,0.0,-1.0
37390051,37389493,-0.00786039,0.0196205,-0.0054522,0.103393,0.0,0.0,0.0,-1.0
37410097,37409498,-0.00919928,0.0210277,-0.00515585,0.103393,0.0,0.0,0.0,-1.0
37434371,37433493,-0.00555789,0.0247235,-0.00586664,0.106886,0.0,0.0,0.0,-1.0
37458036,37457493,-0.00747244,0.0193006,-0.00507395,0.110379,0.0,0.0,0.0,-1.0
37478161,37477493,-0.00887195,0.0225026,-0.00549784,0.115269,0.0,0.0,0.0,-1.0
37498216,37497493,-0.0056317,0.0216527,-0.00523791,0.116667,0.0,0.0,0.0,-1.0
37522012,37521493,-0.00863266,0.0205235,-0.00528649,0.124351,0.0,0.0,0.0,-1.0
37541996,37541493,-0.00876845,0.0144671,-0.00594311,0.126447,0.0,0.0,0.0,-1.0
37562365,37561495,-0.00546805,0.025125,-0.00496418,0.127844,0.0,0.0,0.0,-1.0
37582229,37581503,-0.00596168,0.0249473,-0.00558649,0.12994,0.0,0.0,0.0,-1.0
37601989,37601496,-0.00750309,0.0189914,-0.00567091,0.131337,0.0,0.0,0.0,-1.0
37626870,37626293,-0.00269431,0.0247775,-0.00534432,0.132036,0.0,0.0,0.0,-1.0
37646820,37646293,-0.00419409,0.0255467,-0.00574219,0.133433,0.0,0.0,0.0,-1.0
37666856,37666293,-0.0055968,0.0274286,-0.00528965,0.133433,0.0,0.0,0.0,-1.0
37686783,37686293,-0.00231277,0.0198038,-0.00619452,0.13483,0.0,0.0,0.0,-1.0
37710793,37710293,-0.00495348,0.0304558,-0.005856,0.13483,0.0,0.0,0.0,-1.0
37730803,37730293,-0.00305819,0.0238196,-0.00523365,0.135529,0.0,0.0,0.0,-1.0
37750807,37750293,-0.00513841,0.0203813,-0.00643558,0.137625,0.0,0.0,0.0,-1.0
37770783,37770293,-0.011536,0.0200928,-0.00572505,0.138323,0.0,0.0,0.0,-1.0
37794817,37794298,-0.00274412,0.0220925,-0.00555277,0.140419,0.0,0.0,0.0,-1.0
37814780,37814293,-0.0106043,0.01872,-0.00621421,0.140419,0.0,0.0,0.0,-1.0
37834830,37834293,-0.0110396,0.0208034,-0.00728996,0.152994,0.0,0.0,0.0,-1.0
37854991,37854294,-0.000576834,0.0207143,-0.00457301,0.154391,0.0,0.0,0.0,-1.0
37878882,37878342,-0.00855462,0.0217198,-0.00678826,0.155788,0.0,0.0,0.0,-1.0
37898766,37898293,-0.0110633,0.0277256,-0.00612726,0.157186,0.0,0.0,0.0,-1.0
37918812,37918302,-0.0074831,0.0148575,-0.00564614,0.158583,0.0,0.0,0.0,-1.0
37938810,37938297,-0.00517416,0.0242447,-0.00690105,0.159281,0.0,0.0,0.0,-1.0
37962760,37962293,-0.00382702,0.0314945,-0.00515,0.15998,0.0,0.0,0.0,-1.0
37982767,37982293,-0.00679827,0.0207819,-0.00670114,0.161377,0.0,0.0,0.0,-1.0
38002857,38002293,-0.00515063,0.0242332,-0.0057413,0.16487,0.0,0.0,0.0,-1.0
38023018,38022300,-0.0071266,0.0225242,-0.0057004,0.16487,0.0,0.0,0.0,-1.0
38047052,38046293,-0.00869542,0.0157101,-0.00659066,0.173253,0.0,0.0,0.0,-1.0
38067009,38066293,-0.00769458,0.0249166,-0.00648277,0.176747,0.0,0.0,0.0,-1.0
38087269,38086293,-0.00900267,0.0211999,-0.00597234,0.178842,0.0,0.0,0.0,-1.0
38107421,38106293,-0.00745408,0.0219359,-0.00783367,0.179541,0.0,0.0,0.0,-1.0
38130855,38130341,-0.00645497,0.00719228,-0.00487232,0.180938,0.0,0.0,0.0,-1.0
38150778,38150293,-0.0060737,0.0269161,-0.00780404,0.180938,0.0,0.0,0.0,-1.0
38170785,38170293,-0.0109833,0.0269231,-0.0061436,0.182335,0.0,0.0,0.0,-1.0
38191043,38190293,-0.00917251,0.0214154,-0.00676979,0.182335,0.0,0.0,0.0,-1.0
38214805,38214293,-0.00687521,0.0184843,-0.00824985,0.183034,0.0,0.0,0.0,-1.0
38234773,38234293,-0.0140863,0.0290061,-0.00515637,0.183733,0.0,0.0,0.0,-1.0
38255208,38254293,-0.00881515,0.0179831,-0.00859019,0.184431,0.0,0.0,0.0,-1.0
38275222,38274293,-0.00869567,0.0210552,-0.00660908,0.184431,0.0,0.0,0.0,-1.0
38298960,38298332,-0.00851736,0.0248657,-0.00643222,0.18513,0.0,0.0,0.0,-1.0
38319151,38318293,-0.0174022,0.02268,-0.00791841,0.185828,0.0,0.0,0.0,-1.0
38338862,38338294,-0.0120796,0.0167836,-0.00658358,0.186527,0.0,0.0,0.0,-1.0
38358815,38358293,-0.0049433,0.0174285,-0.0080541,0.189321,0.0,0.0,0.0,-1.0
38382828,38382292,-0.00424181,0.0399663,-0.00560382,0.190719,0.0,0.0,0.0,-1.0
38402773,38402293,-0.0164134,0.00917314,-0.00622586,0.192116,0.0,0.0,0.0,-1.0
38422791,38422293,-0.0169951,0.0207395,-0.00916676,0.19491,0.0,0.0,0.0,-1.0
38443060,38442293,-0.0213397,0.0135083,-0.00673264,0.1998,0.0,0.0,0.0,-1.0
38462822,38462293,-0.00388565,0.0311058,-0.00582251,0.201896,0.0,0.0,0.0,-1.0
38487522,38486293,-0.00954373,0.0204748,-0.00794863,0.203992,0.0,0.0,0.0,-1.0
38508220,38506296,-0.00845586,0.0303731,-0.00970994,0.204691,0.0,0.0,0.0,-1.0
38527699,38526293,-0.0198494,0.0127146,-0.00606782,0.204691,0.0,0.0,0.0,-1.0
38550863,38550337,-0.0139624,0.0345248,-0.00933962,0.204691,0.0,0.0,0.0,-1.0
38570802,38570293,-0.0152164,0.0202947,-0.00839589,0.204691,0.0,0.0,0.0,-1.0
38590825,38590293,-0.00241896,0.0339437,-0.00591666,0.205389,0.0,0.0,0.0,-1.0
38611066,38610336,-0.018918,0.016695,-0.00775816,0.206088,0.0,0.0,0.0,-1.0
38635283,38634342,-0.0149656,0.0300454,-0.00991266,0.206088,0.0,0.0,0.0,-1.0
38654818,38654293,-0.00400441,0.0279912,-0.00647962,0.206088,0.0,0.0,0.0,-1.0
38674805,38674293,-0.0177319,0.0122116,-0.00845556,0.206786,0.0,0.0,0.0,-1.0
38695061,38694330,-0.0240298,0.0177386,-0.0121447,0.208184,0.0,0.0,0.0,-1.0
38718851,38718332,-0.0176605,0.0253095,-0.00696413,0.208184,0.0,0.0,0.0,-1.0
38738800,38738293,-0.0160107,0.0192057,-0.00777841,0.208184,0.0,0.0,0.0,-1.0
38758826,38758293,-0.0141323,0.0205278,-0.0109706,0.208184,0.0,0.0,0.0,-1.0
38778799,38778293,-0.0061109,0.0356719,-0.00846577,0.209581,0.0,0.0,0.0,-1.0
38802892,38802342,-0.0282391,0.0137168,-0.00851003,0.210279,0.0,0.0,0.0,-1.0
38822818,38822302,-0.0277289,0.0229595,-0.01377,0.211677,0.0,0.0,0.0,-1.0
38842961,38842293,-0.0206792,0.0244472,-0.00918464,0.217265,0.0,0.0,0.0,-1.0
38862775,38862293,-0.0140784,0.0256264,-0.00706155,0.219361,0.0,0.0,0.0,-1.0
38882793,38882293,-0.0150059,0.012447,-0.0118969,0.221457,0.0,0.0,0.0,-1.0
38908010,38906294,-0.0164995,0.0315238,-0.00985589,0.229142,0.0,0.0,0.0,-1.0
38928108,38926293,-0.0163936,0.0313975,-0.00734586,0.22984,0.0,0.0,0.0,-1.0
38948380,38947104,-0.028507,0.0141594,-0.0113696,0.231238,0.0,0.0,0.0,-1.0
38968419,38967111,-0.0326473,0.027304,-0.0148207,0.233333,0.0,0.0,0.0,-1.0
38991609,38991124,-0.0258974,0.0138614,-0.00734103,0.240319,0.0,0.0,0.0,-1.0
39011833,39011108,-0.0440155,0.0222569,-0.0112733,0.242415,0.0,0.0,0.0,-1.0
39031625,39031116,-0.0249642,0.026626,-0.0129655,0.247305,0.0,0.0,0.0,-1.0
39051573,39051098,-0.0192915,0.0298232,-0.00995117,0.250798,0.0,0.0,0.0,-1.0
39075644,39075105,-0.032101,0.0307628,-0.0104071,0.251497,0.0,0.0,0.0,-1.0
39095657,39095117,-0.0187701,0.0384373,-0.011903,0.252196,0.0,0.0,0.0,-1.0
39115621,39115107,-0.0413362,0.0116663,-0.0125347,0.253593,0.0,0.0,0.0,-1.0
39135621,39135111,-0.0480604,0.0143113,-0.0146385,0.253593,0.0,0.0,0.0,-1.0
39159723,39159122,-0.0462253,0.0146571,-0.0125648,0.255689,0.0,0.0,0.0,-1.0
39179635,39179104,-0.0265369,0.0241919,-0.0135111,0.256387,0.0,0.0,0.0,-1.0
39199653,39199111,-0.0494448,0.0331523,-0.00966472,0.256387,0.0,0.0,0.0,-1.0
39219787,39219105,-0.0760387,0.0192679,-0.00899789,0.257086,0.0,0.0,0.0,-1.0
39243713,39243108,-0.0153896,0.00338769,-0.01656,0.258483,0.0,0.0,0.0,-1.0
39263648,39263111,-0.0467637,0.0287398,-0.0159966,0.25988,0.0,0.0,0.0,-1.0
39283644,39283109,-0.0359504,0.0387512,-0.0132157,0.261277,0.0,0.0,0.0,-1.0
39303641,39303118,-0.0208249,0.0415607,-0.00965656,0.268263,0.0,0.0,0.0,-1.0
39323628,39323104,-0.0428444,0.0186878,-0.0100258,0.269661,0.0,0.0,0.0,-1.0
39348670,39347116,-0.0585748,0.00169147,-0.0170217,0.276647,0.0,0.0,0.0,-1.0
39368791,39367116,-0.0300422,0.0558158,-0.0177709,0.276647,0.0,0.0,0.0,-1.0
39388842,39387104,-0.0396177,0.0384723,-0.0120968,0.277345,0.0,0.0,0.0,-1.0
39411613,39411119,-0.0707973,-0.014838,-0.00517082,0.278044,0.0,0.0,0.0,-1.0
39431618,39431111,-0.0725503,0.0224997,-0.010289,0.278742,0.0,0.0,0.0,-1.0
39451628,39451104,-0.0243643,0.0387162,-0.0184185,0.279441,0.0,0.0,0.0,-1.0
39471680,39471111,-0.0307332,0.0477343,-0.0194888,0.28014,0.0,0.0,0.0,-1.0
39495618,39495111,-0.0706377,-0.00135342,-0.0138208,0.280838,0.0,0.0,0.0,-1.0
39515680,39515127,-0.0963206,0.0226093,-0.0171574,0.281537,0.0,0.0,0.0,-1.0
39535627,39535116,-0.0427486,0.0171978,-0.0196871,0.282934,0.0,0.0,0.0,-1.0
39555638,39555110,0.000225425,0.0362416,-0.0208598,0.283633,0.0,0.0,0.0,-1.0
39579669,39579104,-0.0649552,0.0333373,-0.0193674,0.292016,0.0,0.0,0.0,-1.0
39599620,39599116,-0.114636,0.00751524,-0.020191,0.292715,0.0,0.0,0.0,-1.0
39619607,39619116,-0.0607493,0.0101642,-0.024784,0.294112,0.0,0.0,0.0,-1.0
39639596,39639111,-0.0562076,0.0111317,-0.0247402,0.295509,0.0,0.0,0.0,-1.0
39663601,39663117,-0.0691205,0.0403357,-0.0218627,0.296208,0.0,0.0,0.0,-1.0
39683650,39683104,-0.105886,0.00705222,-0.0214065,0.296208,0.0,0.0,0.0,-1.0
