timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
62632077,11.616,11.6945,11.0754,11.2033,77.7243,0.657939,1.0697,3,1,0
62932054,11.836,11.6995,11.3684,11.2066,78.6583,0.660092,1.06923,3,1,0
63232079,11.396,11.6927,11.0754,11.1197,79.575,0.657275,1.06984,3,1,0
63532083,11.55,11.691,8.7021,10.812,80.4433,0.656351,1.07004,3,1,0
63832835,11.858,11.707,10.4308,10.5995,81.3012,0.662736,1.06865,3,1,0
64132860,11.803,11.7056,10.1378,10.3988,82.1412,0.661985,1.06881,3,1,0
64432855,11.649,11.7058,11.1047,10.4039,83.0047,0.661971,1.06882,3,1,0
64733666,11.561,11.6754,12.892,11.5332,84.1099,0.650204,1.07138,3,1,0
65045671,11.55,11.6694,8.4677,11.2694,85.0672,0.647685,1.07193,3,1,0
65345654,11.814,11.692,9.8448,10.5787,85.8583,0.656537,1.07,3,1,0
65646560,11.979,11.7063,9.376,10.2226,86.6706,0.662011,1.06881,3,1,0
65946457,11.946,11.719,10.6945,10.0909,87.4891,0.667056,1.06771,3,1,0
66246445,11.671,11.7033,11.3684,10.5089,88.4189,0.660718,1.06909,3,1,0
66546505,11.858,11.7003,11.427,10.7323,89.342,0.659697,1.06931,3,1,0
66847429,11.627,11.6893,10.6652,10.8025,90.2534,0.655281,1.07027,3,1,0
67147283,11.847,11.6914,10.4601,10.8507,91.1649,0.656234,1.07007,3,1,0
67447502,11.671,11.6952,10.9875,10.7257,92.0415,0.657742,1.06974,3,1,0
67748062,11.748,11.6894,11.3098,10.843,92.9607,0.655414,1.07025,3,1,0
68048096,11.572,11.6738,11.0168,10.9924,93.8935,0.649116,1.07162,3,1,0
68348201,11.495,11.654,12.7162,11.5333,94.9178,0.641385,1.07332,3,1,0
68648855,11.297,11.638,12.7162,11.9479,95.9692,0.635303,1.07465,3,1,0
68948841,11.748,11.6391,11.1926,11.881,96.957,0.63588,1.07452,3,1,0
69248835,11.66,11.6495,10.6945,11.5133,97.8699,0.639998,1.07362,3,1,0
69560854,11.803,11.6473,11.0461,11.3625,98.8372,0.638918,1.07386,3,1,0
69861832,11.55,11.6481,10.6066,11.1761,99.7474,0.639104,1.07382,3,1,0
70161648,11.341,11.6437,10.9875,11.1004,100.662,0.637195,1.07424,3,1,0
70461648,11.572,11.6556,10.6652,11.0167,101.571,0.642051,1.07317,3,1,0
70762463,11.759,11.6518,11.8079,11.0305,102.494,0.64046,1.07352,3,1,0
71062471,11.814,11.6533,11.3684,11.1258,103.431,0.641119,1.07337,3,1,0
