timestamp,vx,vy,vz
0,0.0,0.0,-0.688885
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0276946
0,0.0,0.0,-0.168413
0,0.0,0.0,-0.0606287
0,0.0,0.0,-0.0531437
0,0.0,0.0,-0.0501497
0,0.0,0.0,-0.0411677
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.153817
0,0.0,0.0,-0.372755
0,0.0,0.0,-0.38735
0,0.0,0.0,-0.343563
0,0.0,0.0,-0.292478
0,0.0,0.0,-0.255988
0,0.0,0.0,-0.277882
0,0.0,0.0,-0.606287
0,0.0,0.0,-0.606287
0,0.0,0.0,-0.314371
0,0.0,0.0,-0.0643713
0,0.0,0.0,-0.0621257
0,0.0,0.0,-0.0658683
0,0.0,0.0,-0.139221
0,0.0,0.0,-0.183009
0,0.0,0.0,-0.183009
0,0.0,0.0,-0.0636228
0,0.0,0.0,-0.0508982
0,0.0,0.0,-0.0449102
0,0.0,0.0,-0.0441617
0,0.0,0.0,-0.0598802
0,0.0,0.0,-0.0726048
0,0.0,0.0,-0.146519
0,0.0,0.0,-0.183009
0,0.0,0.0,-0.197605
0,0.0,0.0,-0.270584
0,0.0,0.0,-0.42384
0,0.0,0.0,-0.431138
0,0.0,0.0,-0.372755
0,0.0,0.0,-0.372755
0,0.0,0.0,-0.307073
0,0.0,0.0,-0.168413
0,0.0,0.0,-0.168413
0,0.0,0.0,-0.234094
0,0.0,0.0,-0.299775
0,0.0,0.0,-0.343563
0,0.0,0.0,-0.161115
0,0.0,0.0,-0.0591318
0,0.0,0.0,-0.0411677
0,0.0,0.0,-0.0291916
0,0.0,0.0,-0.0239521
0,0.0,0.0,-0.0224551
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0232036
0,0.0,0.0,-0.0501497
0,0.0,0.0,-0.0613773
0,0.0,0.0,-0.0261976
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0411677
0,0.0,0.0,0.00523952
0,0.0,0.0,0.00823353
0,0.0,0.0,0.00673652
0,0.0,0.0,0.0129399
0,0.0,0.0,0.00673652
0,0.0,0.0,0.00673652
0,0.0,0.0,-0.0276946
0,0.0,0.0,-0.0381736
0,0.0,0.0,-0.0314371
0,0.0,0.0,-0.0022455
0,0.0,0.0,0.00823353
0,0.0,0.0,-0.000748515
0,0.0,0.0,-0.00898205
0,0.0,0.0,0.0321856
0,0.0,0.0,0.0329341
0,0.0,0.0,0.0329341
0,0.0,0.0,0.0247006
0,0.0,0.0,0.0127246
0,0.0,0.0,0.0112275
0,0.0,0.0,-0.0389222
0,0.0,0.0,-0.0366767
0,0.0,0.0,-0.0172156
0,0.0,0.0,0.0112275
0,0.0,0.0,0.00523952
0,0.0,0.0,-0.00149699
0,0.0,0.0,-0.00898205
0,0.0,0.0,-0.0022455
0,0.0,0.0,0.00449102
0,0.0,0.0,0.00523952
0,0.0,0.0,0.00523952
0,0.0,0.0,0.00299402
0,0.0,0.0,-0.00374253
0,0.0,0.0,-0.00598803
0,0.0,0.0,-0.00748502
0,0.0,0.0,-0.0112275
0,0.0,0.0,-0.010479
0,0.0,0.0,-0.010479
0,0.0,0.0,-0.010479
0,0.0,0.0,-0.010479
0,0.0,0.0,-0.010479
0,0.0,0.0,-0.010479
0,0.0,0.0,-0.010479
0,0.0,0.0,-0.0112275
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0127245
0,0.0,0.0,-0.0127245
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.00299402
0,0.0,0.0,0.00523952
0,0.0,0.0,0.0022455
0,0.0,0.0,-0.000748515
0,0.0,0.0,-0.00523952
0,0.0,0.0,-0.0112275
0,0.0,0.0,-0.0112275
0,0.0,0.0,-0.00823353
0,0.0,0.0,-0.00823353
0,0.0,0.0,-0.00973052
0,0.0,0.0,-0.00898205
0,0.0,0.0,-0.00748502
0,0.0,0.0,-0.00748502
0,0.0,0.0,-0.00748502
0,0.0,0.0,-0.0112275
0,0.0,0.0,-0.013473
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.013473
0,0.0,0.0,-0.0112275
0,0.0,0.0,-0.0112275
0,0.0,0.0,-0.0119761
0,0.0,0.0,-0.0119761
0,0.0,0.0,-0.00898205
0,0.0,0.0,-0.00374253
0,0.0,0.0,-0.00748502
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0157185
0,0.0,0.0,-0.0172156
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0187126
0,0.0,0.0,-0.0284431
0,0.0,0.0,-0.0276946
0,0.0,0.0,-0.0187126
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0149701
0,0.0,0.0,-0.0164671
0,0.0,0.0,-0.0202096
0,0.0,0.0,-0.0232036
0,0.0,0.0,-0.0261976
0,0.0,0.0,-0.0261976
0,0.0,0.0,-0.0261976
0,0.0,0.0,-0.0314371
0,0.0,0.0,-0.0336826
0,0.0,0.0,-0.0344312
0,0.0,0.0,-0.0381736
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0449102
0,0.0,0.0,-0.0486527
0,0.0,0.0,-0.0486527
0,0.0,0.0,-0.0456587
0,0.0,0.0,-0.0456587
0,0.0,0.0,-0.0456587
0,0.0,0.0,-0.0426647
0,0.0,0.0,-0.0374251
0,0.0,0.0,-0.0351796
0,0.0,0.0,-0.0351796
0,0.0,0.0,-0.0351796
0,0.0,0.0,-0.0351796
0,0.0,0.0,-0.0351796
