timestamp,vx,vy,vz
0,0.0,0.0,-0.0314371
0,0.0,0.0,-0.0276946
0,0.0,0.0,-0.0314371
0,0.0,0.0,-0.0329341
0,0.0,0.0,-0.0381736
0,0.0,0.0,-0.0411677
0,0.0,0.0,-0.0486527
0,0.0,0.0,-0.0494012
0,0.0,0.0,-0.0494012
0,0.0,0.0,-0.0494012
0,0.0,0.0,-0.0494012
0,0.0,0.0,-0.0494012
0,0.0,0.0,-0.0494012
0,0.0,0.0,-0.0494012
0,0.0,0.0,-0.0523952
0,0.0,0.0,-0.0523952
0,0.0,0.0,-0.0479042
0,0.0,0.0,-0.0471557
0,0.0,0.0,-0.0508982
0,0.0,0.0,-0.0613773
0,0.0,0.0,-0.0621257
0,0.0,0.0,-0.0561377
0,0.0,0.0,-0.0561377
0,0.0,0.0,-0.0561377
0,0.0,0.0,-0.0411677
0,0.0,0.0,-0.0336826
0,0.0,0.0,-0.0336826
0,0.0,0.0,-0.0344312
0,0.0,0.0,-0.0351796
0,0.0,0.0,-0.0381736
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0396707
0,0.0,0.0,-0.0441617
0,0.0,0.0,-0.0508982
0,0.0,0.0,-0.0576347
0,0.0,0.0,-0.0606287
0,0.0,0.0,-0.0606287
0,0.0,0.0,-0.0621257
0,0.0,0.0,-0.0621257
0,0.0,0.0,-0.0621257
0,0.0,0.0,-0.0576347
0,0.0,0.0,-0.0576347
0,0.0,0.0,-0.0486527
0,0.0,0.0,-0.0284431
0,0.0,0.0,-0.0247006
0,0.0,0.0,-0.0261976
0,0.0,0.0,-0.0381736
0,0.0,0.0,-0.0187126
0,0.0,0.0,0.0157186
0,0.0,0.0,0.00673652
0,0.0,0.0,-0.000748515
0,0.0,0.0,-0.0284431
0,0.0,0.0,-0.0389222
0,0.0,0.0,-0.0336826
0,0.0,0.0,-0.0411677
0,0.0,0.0,-0.0479042
0,0.0,0.0,-0.0321856
