timestamp,voltage5V_v,usb_connected,brick_valid,servo_valid,periph_5V_OC,hipower_5V_OC
130457245,5.0644,0,1,1,0,0
130757245,5.05957,0,1,1,0,0
131057245,5.03379,0,1,1,0,0
131357245,5.10469,0,1,1,0,0
131657245,5.21909,0,1,1,0,0
131967245,5.0064,0,1,1,0,0
132267246,5.04023,0,1,1,0,0
132567245,5.24648,0,1,1,0,0
132867245,4.98867,0,1,1,0,0
133167245,4.95967,0,1,1,0,0
133467245,4.99995,0,1,1,0,0
133767245,5.00962,0,1,1,0,0
134067245,5.07407,0,1,1,0,0
134367245,4.94033,0,1,1,0,0
134667245,4.98223,0,1,1,0,0
134977245,4.95,0,1,1,0,0
135277245,4.95483,0,1,1,0,0
135577245,5.17881,0,1,1,0,0
135877245,5.23521,0,1,1,0,0
136177245,4.89683,0,1,1,0,0
136477245,4.94678,0,1,1,0,0
136777246,5.0209,0,1,1,0,0
137077245,5.29966,0,1,1,0,0
137377245,4.94678,0,1,1,0,0
137677245,5.05635,0,1,1,0,0
137977247,5.05312,0,1,1,0,0
138287248,5.37056,0,1,1,0,0
138587245,5.16592,0,1,1,0,0
138887245,4.89844,0,1,1,0,0
139187245,5.13369,0,1,1,0,0
139487245,4.97095,0,1,1,0,0
139787246,5.0209,0,1,1,0,0
140087245,5.15303,0,1,1,0,0
140387245,5.08213,0,1,1,0,0
140687246,5.14014,0,1,1,0,0
140987248,5.04346,0,1,1,0,0
141297245,4.98384,0,1,1,0,0
141597246,5.00962,0,1,1,0,0
141897245,5.14336,0,1,1,0,0
142197245,5.13369,0,1,1,0,0
142497245,4.97417,0,1,1,0,0
142797245,4.96289,0,1,1,0,0
143097245,4.98545,0,1,1,0,0
143397245,5.06602,0,1,1,0,0
143697245,5.15464,0,1,1,0,0
143997245,5.03057,0,1,1,0,0
144307258,5.17559,0,1,1,0,0
144607257,5.08374,0,1,1,0,0
144907245,5.15464,0,1,1,0,0
145207287,5.07891,0,1,1,0,0
145507248,4.99189,0,1,1,0,0
145807245,5.2626,0,1,1,0,0
146117245,5.29482,0,1,1,0,0
146417245,5.08052,0,1,1,0,0
146717245,4.91455,0,1,1,0,0
147017245,5.02895,0,1,1,0,0
147317245,4.98706,0,1,1,0,0
147617245,4.94678,0,1,1,0,0
147917245,4.95,0,1,1,0,0
148217245,4.95645,0,1,1,0,0
148517245,5.17397,0,1,1,0,0
148817245,4.98545,0,1,1,0,0
149127283,5.1772,0,1,1,0,0
149427245,5.24648,0,1,1,0,0
149727248,5.00962,0,1,1,0,0
150027245,4.94194,0,1,1,0,0
150327245,5.09019,0,1,1,0,0
150627245,5.07246,0,1,1,0,0
150927249,5.25454,0,1,1,0,0
151227245,4.91777,0,1,1,0,0
151527245,4.94517,0,1,1,0,0
151827245,5.03057,0,1,1,0,0
152137245,5.00317,0,1,1,0,0
152437245,4.97417,0,1,1,0,0
152737245,5.03057,0,1,1,0,0
153037246,5.0354,0,1,1,0,0
153337245,5.08535,0,1,1,0,0
153637245,5.17881,0,1,1,0,0
153947245,4.95806,0,1,1,0,0
154247245,5.03218,0,1,1,0,0
154547245,5.02734,0,1,1,0,0
154847246,5.03218,0,1,1,0,0
155147245,5.17881,0,1,1,0,0
155447245,5.42534,0,1,1,0,0
155747245,5.01929,0,1,1,0,0
156047245,5.09985,0,1,1,0,0
156347245,5.56714,0,1,1,0,0
156657245,5.09019,0,1,1,0,0
156957245,5.01606,0,1,1,0,0
157257245,5.00317,0,1,1,0,0
157557245,4.97256,0,1,1,0,0
157857245,5.17559,0,1,1,0,0
158167245,5.02573,0,1,1,0,0
158467245,5.00801,0,1,1,0,0
158767245,5.0064,0,1,1,0,0
159067265,4.99834,0,1,1,0,0
159367245,5.02734,0,1,1,0,0
159667245,5.0499,0,1,1,0,0
159967245,5.02251,0,1,1,0,0
160267245,5.01606,0,1,1,0,0
160567245,5.06118,0,1,1,0,0
160867245,4.94678,0,1,1,0,0
161177277,5.25132,0,1,1,0,0
161477245,5.0209,0,1,1,0,0
161777249,5.09502,0,1,1,0,0
162077245,5.0644,0,1,1,0,0
162377245,4.90005,0,1,1,0,0
162677253,4.99673,0,1,1,0,0
162977245,5.09824,0,1,1,0,0
163277245,5.04507,0,1,1,0,0
163577245,4.921,0,1,1,0,0
163877246,5.3915,0,1,1,0,0
164187249,5.04185,0,1,1,0,0
164487245,5.07246,0,1,1,0,0
164787245,5.01768,0,1,1,0,0
165087271,5.20137,0,1,1,0,0
165387246,4.95161,0,1,1,0,0
165687261,5.01606,0,1,1,0,0
165997246,4.9645,0,1,1,0,0
166297245,4.94194,0,1,1,0,0
166597245,4.98545,0,1,1,0,0
166897245,4.98384,0,1,1,0,0
167197257,4.95322,0,1,1,0,0
167497245,5.08374,0,1,1,0,0
167797245,5.05312,0,1,1,0,0
168097245,5.20137,0,1,1,0,0
168397257,5.01768,0,1,1,0,0
168697246,5.18203,0,1,1,0,0
169007245,4.94678,0,1,1,0,0
169307256,5.01445,0,1,1,0,0
169607250,4.94839,0,1,1,0,0
169907245,4.99189,0,1,1,0,0
170207245,5.06763,0,1,1,0,0
170507288,5.15625,0,1,1,0,0
170807245,4.96772,0,1,1,0,0
171107245,4.86782,0,1,1,0,0
171407257,4.98545,0,1,1,0,0
171707245,5.10146,0,1,1,0,0
172017246,5.31577,0,1,1,0,0
172317246,5.21104,0,1,1,0,0
172617245,5.04023,0,1,1,0,0
172917245,4.90811,0,1,1,0,0
173217245,5.01929,0,1,1,0,0
173517245,5.04185,0,1,1,0,0
173817245,5.00801,0,1,1,0,0
174117245,5.23843,0,1,1,0,0
174417245,5.10952,0,1,1,0,0
174717245,4.98545,0,1,1,0,0
