timestamp,voltage5V_v,usb_connected,brick_valid,servo_valid,periph_5V_OC,hipower_5V_OC
175027290,5.08535,0,1,1,0,0
175327246,4.95483,0,1,1,0,0
175627245,4.99995,0,1,1,0,0
175927266,4.97578,0,1,1,0,0
176227245,5.24165,0,1,1,0,0
176527245,5.11758,0,1,1,0,0
176827270,5.00317,0,1,1,0,0
177137276,5.10469,0,1,1,0,0
177437245,5.32544,0,1,1,0,0
177737245,5.0354,0,1,1,0,0
178037245,4.93389,0,1,1,0,0
178337245,5.17236,0,1,1,0,0
178637246,5.20781,0,1,1,0,0
178937245,5.13369,0,1,1,0,0
179237253,5.26421,0,1,1,0,0
179537245,5.21104,0,1,1,0,0
179837250,5.03218,0,1,1,0,0
180147255,5.19814,0,1,1,0,0
180447246,4.96611,0,1,1,0,0
180747245,5.15142,0,1,1,0,0
181047245,5.15625,0,1,1,0,0
181347245,5.08213,0,1,1,0,0
181647245,5.05151,0,1,1,0,0
181947245,5.27549,0,1,1,0,0
182247245,5.04346,0,1,1,0,0
182547245,5.03057,0,1,1,0,0
182857245,5.23198,0,1,1,0,0
183157252,4.98867,0,1,1,0,0
183457245,4.99189,0,1,1,0,0
183757245,5.05312,0,1,1,0,0
184057246,4.95161,0,1,1,0,0
184357245,4.97256,0,1,1,0,0
184657246,4.98867,0,1,1,0,0
184967245,4.98223,0,1,1,0,0
185267245,5.28193,0,1,1,0,0
185567269,5.08052,0,1,1,0,0
185867245,5.07407,0,1,1,0,0
186167245,4.96128,0,1,1,0,0
186467245,5.12402,0,1,1,0,0
186767245,4.95483,0,1,1,0,0
187067271,5.20781,0,1,1,0,0
187367245,4.979,0,1,1,0,0
187667253,5.11436,0,1,1,0,0
187977247,4.9355,0,1,1,0,0
188277245,5.02573,0,1,1,0,0
188577245,5.18203,0,1,1,0,0
188877245,4.93711,0,1,1,0,0
189177246,5.10469,0,1,1,0,0
189477245,5.03218,0,1,1,0,0
189777245,5.03218,0,1,1,0,0
190077245,5.07246,0,1,1,0,0
190377246,5.00156,0,1,1,0,0
190677259,4.91938,0,1,1,0,0
190987245,5.02734,0,1,1,0,0
191287245,5.04346,0,1,1,0,0
191587245,5.1063,0,1,1,0,0
191887246,5.04185,0,1,1,0,0
192187245,4.97578,0,1,1,0,0
192487246,5.05474,0,1,1,0,0
192787245,5.01929,0,1,1,0,0
193087245,5.14014,0,1,1,0,0
193387247,4.94517,0,1,1,0,0
193687245,5.10952,0,1,1,0,0
193997293,5.08213,0,1,1,0,0
194297245,5.04829,0,1,1,0,0
194597245,5.1063,0,1,1,0,0
194897246,5.06118,0,1,1,0,0
195197245,4.92583,0,1,1,0,0
195497245,4.98062,0,1,1,0,0
195797245,5.18203,0,1,1,0,0
196097247,5.10469,0,1,1,0,0
196397247,4.99351,0,1,1,0,0
196697245,5.04507,0,1,1,0,0
197007245,5.13691,0,1,1,0,0
197307245,4.93066,0,1,1,0,0
197607245,4.97095,0,1,1,0,0
197907245,4.98867,0,1,1,0,0
198207245,4.96934,0,1,1,0,0
198507245,4.99834,0,1,1,0,0
198807245,4.97578,0,1,1,0,0
199107245,4.95645,0,1,1,0,0
199407245,5.25132,0,1,1,0,0
199707247,5.06279,0,1,1,0,0
200017245,4.95483,0,1,1,0,0
200317245,4.95967,0,1,1,0,0
200617245,5.14336,0,1,1,0,0
200917245,4.98545,0,1,1,0,0
201217245,5.16108,0,1,1,0,0
201517245,5.09824,0,1,1,0,0
201817245,5.17075,0,1,1,0,0
202117247,5.04185,0,1,1,0,0
202417245,5.10308,0,1,1,0,0
202717245,5.09019,0,1,1,0,0
203027245,5.03218,0,1,1,0,0
203327245,5.01768,0,1,1,0,0
203627245,4.96128,0,1,1,0,0
203927245,4.96611,0,1,1,0,0
204227246,5.29966,0,1,1,0,0
204527245,4.95322,0,1,1,0,0
204827245,4.95967,0,1,1,0,0
205127245,5.10469,0,1,1,0,0
205427245,5.12725,0,1,1,0,0
205727245,5.08535,0,1,1,0,0
206037245,5.33511,0,1,1,0,0
206337245,5.13369,0,1,1,0,0
206637245,5.12886,0,1,1,0,0
206937246,5.22554,0,1,1,0,0
207237246,5.13853,0,1,1,0,0
207537245,5.15786,0,1,1,0,0
207837245,4.89683,0,1,1,0,0
208137245,5.21909,0,1,1,0,0
208437245,5.06924,0,1,1,0,0
208737245,4.97578,0,1,1,0,0
209047245,5.09824,0,1,1,0,0
209347245,5.38828,0,1,1,0,0
209647245,4.95967,0,1,1,0,0
209947247,5.1208,0,1,1,0,0
210247255,4.97417,0,1,1,0,0
210547254,5.09824,0,1,1,0,0
210847245,5.01123,0,1,1,0,0
211157251,5.11758,0,1,1,0,0
211457245,5.09663,0,1,1,0,0
211757247,5.01284,0,1,1,0,0
212057245,4.93389,0,1,1,0,0
212357245,5.46885,0,1,1,0,0
212657245,4.91938,0,1,1,0,0
212957245,5.07085,0,1,1,0,0
213257245,5.19653,0,1,1,0,0
213557245,4.93066,0,1,1,0,0
213857245,4.96611,0,1,1,0,0
214167245,5.00479,0,1,1,0,0
214467245,5.1208,0,1,1,0,0
214767245,4.96934,0,1,1,0,0
215067245,4.93389,0,1,1,0,0
215367245,4.94839,0,1,1,0,0
215667245,5.13691,0,1,1,0,0
215967245,4.97578,0,1,1,0,0
216267245,5.10308,0,1,1,0,0
216567245,5.01768,0,1,1,0,0
216867245,4.90005,0,1,1,0,0
217177245,5.13853,0,1,1,0,0
217477245,5.17397,0,1,1,0,0
217777245,5.00962,0,1,1,0,0
218077245,5.01445,0,1,1,0,0
218377245,4.95967,0,1,1,0,0
218677281,4.97256,0,1,1,0,0
218987245,5.38345,0,1,1,0,0
219287245,4.9645,0,1,1,0,0
219587245,4.97739,0,1,1,0,0
219887256,5.20298,0,1,1,0,0
220187245,4.93711,0,1,1,0,0
220487245,5.04023,0,1,1,0,0
220787245,5.0918,0,1,1,0,0
221087245,5.15142,0,1,1,0,0
221387245,5.09985,0,1,1,0,0
221687246,5.24971,0,1,1,0,0
221997245,5.19492,0,1,1,0,0
222297246,5.01123,0,1,1,0,0
222597245,4.94033,0,1,1,0,0
222897245,5.38345,0,1,1,0,0
223197245,4.97739,0,1,1,0,0
223497245,5.07729,0,1,1,0,0
223807245,5.00156,0,1,1,0,0
224107245,5.21748,0,1,1,0,0
224407245,5.0064,0,1,1,0,0
224707245,5.05796,0,1,1,0,0
225007245,4.98545,0,1,1,0,0
225307245,5.05474,0,1,1,0,0
225617245,5.12241,0,1,1,0,0
225917248,4.96289,0,1,1,0,0
226217245,5.04507,0,1,1,0,0
226517245,5.02251,0,1,1,0,0
226827252,4.93872,0,1,1,0,0
227127245,4.92905,0,1,1,0,0
227427245,4.97095,0,1,1,0,0
227737245,5.10952,0,1,1,0,0
228037245,5.25776,0,1,1,0,0
228337245,4.94194,0,1,1,0,0
228637245,5.29321,0,1,1,0,0
228937245,5.00156,0,1,1,0,0
229237245,5.00317,0,1,1,0,0
229537245,5.3061,0,1,1,0,0
229837275,4.96289,0,1,1,0,0
230137245,5.30127,0,1,1,0,0
230437245,4.97739,0,1,1,0,0
230747245,5.00156,0,1,1,0,0
231047245,5.08857,0,1,1,0,0
231347245,5.01929,0,1,1,0,0
231647245,4.95483,0,1,1,0,0
231947245,5.03862,0,1,1,0,0
232247245,4.90005,0,1,1,0,0
232547245,5.23682,0,1,1,0,0
232847245,5.06279,0,1,1,0,0
233147245,4.97739,0,1,1,0,0
233457245,5.17075,0,1,1,0,0
233757245,4.97578,0,1,1,0,0
234057245,4.98062,0,1,1,0,0
234357245,5.04346,0,1,1,0,0
234657246,4.96772,0,1,1,0,0
234957245,4.921,0,1,1,0,0
235257245,4.98545,0,1,1,0,0
235567248,4.98384,0,1,1,0,0
235867291,4.99351,0,1,1,0,0
236167245,5.20942,0,1,1,0,0
236467245,4.95483,0,1,1,0,0
236767245,4.90811,0,1,1,0,0
237067245,4.97578,0,1,1,0,0
237367245,4.94033,0,1,1,0,0
237677245,4.979,0,1,1,0,0
237977248,4.99673,0,1,1,0,0
238277245,4.96611,0,1,1,0,0
238577246,4.99834,0,1,1,0,0
238877245,5.00156,0,1,1,0,0
239177245,5.41567,0,1,1,0,0
239477245,4.99351,0,1,1,0,0
239777245,4.97578,0,1,1,0,0
240077245,5.19009,0,1,1,0,0
