timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,delta_vxy[0],delta_vxy[1],delta_vz,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
133710915,0,0.0,0.0,133711002,0.0,0.0,2.11248,0.0,0.0,0.0,-0.100045,0.0231977,-0.115094,0.0,0.0,0.0,1.57126,0.0,0.00851941,0.115094,0.270408,0.267404,0,1,0,1,0,0,0,0,0,1,0
133815503,0,0.0,0.0,133815585,0.0,0.0,2.12539,0.0,0.0,0.0,-0.109974,0.0284154,-0.117541,0.0,0.0,0.0,1.57154,0.0,-0.00438809,0.117541,0.28836,0.267683,0,1,0,1,0,0,0,0,0,1,0
133914901,0,0.0,0.0,133914983,0.0,0.0,2.13866,0.0,0.0,0.0,-0.108774,0.0274604,-0.115928,0.0,0.0,0.0,1.57161,0.0,-0.0176556,0.115928,0.304199,0.266836,0,1,0,1,0,0,0,0,0,1,0
134015147,0,0.0,0.0,134015230,0.0,0.0,2.1564,0.0,0.0,0.0,-0.115143,0.0308246,-0.114069,0.0,0.0,0.0,1.57214,0.0,-0.035392,0.114069,0.322055,0.26656,0,1,0,1,0,0,0,0,0,1,0
134116549,0,0.0,0.0,134116711,0.0,0.0,2.17419,0.0,0.0,0.0,-0.126444,0.0302272,-0.118486,0.0,0.0,0.0,1.57238,0.0,-0.0531816,0.118486,0.342081,0.266837,0,1,0,1,0,0,0,0,0,1,0
134221222,0,0.0,0.0,134221304,0.0,0.0,2.19376,0.0,0.0,0.0,-0.144001,0.0327737,-0.11693,0.0,0.0,0.0,1.57225,0.0,-0.072751,0.11693,0.363651,0.267399,0,1,0,1,0,0,0,0,0,1,0
134320509,0,0.0,0.0,134320591,0.0,0.0,2.1975,0.0,0.0,0.0,-0.144441,0.0356941,-0.124642,0.0,0.0,0.0,1.57157,0.0,-0.0764952,0.124642,0.381231,0.266359,0,1,0,1,0,0,0,0,0,1,0
134420493,0,0.0,0.0,134420575,0.0,0.0,2.19623,0.0,0.0,0.0,-0.160916,0.0450973,-0.129087,0.0,0.0,0.0,1.57344,0.0,-0.0752218,0.129087,0.398433,0.265046,0,1,0,1,0,0,0,0,0,1,0
134524568,0,0.0,0.0,134524741,0.0,0.0,2.19666,0.0,0.0,0.0,-0.172389,0.036375,-0.150535,0.0,0.0,0.0,1.57374,0.0,-0.0756512,0.150535,0.41846,0.264516,0,1,0,1,0,0,0,0,0,1,0
134625893,0,0.0,0.0,134625979,0.0,0.0,2.20043,0.0,0.0,0.0,-0.179976,0.0489742,-0.155331,0.0,0.0,0.0,1.57375,0.0,-0.0794303,0.155331,0.443519,0.265291,0,1,0,1,0,0,0,0,0,1,0
134728576,0,0.0,0.0,134728709,0.0,0.0,2.19667,0.0,0.0,0.0,-0.201641,0.0651958,-0.178086,0.0,0.0,0.0,1.56823,0.0,-0.0756683,0.178086,0.465681,0.265011,0,1,0,1,0,0,0,0,0,1,0
134828534,0,0.0,0.0,134828699,0.0,0.0,2.18274,0.0,0.0,0.0,-0.220582,0.0561054,-0.22175,0.0,0.0,0.0,1.56295,0.0,-0.0617344,0.22175,0.48747,0.264491,0,1,0,1,0,0,0,0,0,1,0
134928584,0,0.0,0.0,134928750,0.0,0.0,2.1639,0.0,0.0,0.0,-0.246728,0.0819452,-0.309042,0.0,0.0,0.0,1.55947,0.0,-0.0428917,0.309042,0.510095,0.266294,0,1,0,1,0,0,0,0,0,1,0
135033882,0,0.0,0.0,135033963,0.0,0.0,2.13247,0.0,0.0,0.0,-0.272347,0.109089,-0.441744,0.0,0.0,0.0,1.55919,0.0,-0.0114672,0.441744,0.537605,0.264757,0,1,0,1,0,0,0,0,0,1,0
135132486,0,0.0,0.0,135132567,0.0,0.0,2.09356,0.0,0.0,0.0,-0.320906,0.136848,-0.586503,0.0,0.0,0.0,1.55627,0.0,0.0274458,0.586503,0.562069,0.264521,0,1,0,1,0,0,0,0,0,1,0
135232493,0,0.0,0.0,135232574,0.0,0.0,2.03461,0.0,0.0,0.0,-0.425529,0.153914,-0.750309,0.0,0.0,0.0,1.55493,0.0,0.0863984,0.750309,0.586021,0.264038,0,1,0,1,0,0,0,0,0,1,0
135336582,0,0.0,0.0,135336743,0.0,0.0,1.96163,0.0,0.0,0.0,-0.524186,0.203702,-0.968916,0.0,0.0,0.0,1.55439,0.0,0.159374,0.968916,0.614875,0.264609,0,1,0,1,0,0,0,0,0,1,0
135436504,0,0.0,0.0,135436590,0.0,0.0,1.86799,0.0,0.0,0.0,-0.585112,0.278812,-1.14856,0.0,0.0,0.0,1.55809,0.0,0.253017,1.14856,0.639459,0.266205,0,1,0,1,0,0,0,0,0,1,0
135540530,0,0.0,0.0,135540662,0.0,0.0,1.76256,0.0,0.0,0.0,-0.627422,0.354601,-1.25368,0.0,0.0,0.0,1.5569,0.0,0.358441,1.25368,0.668985,0.264498,0,1,0,1,0,0,0,0,0,1,0
135640524,0,0.0,0.0,135640661,0.0,0.0,1.65377,0.0,0.0,0.0,-0.656222,0.422969,-1.28605,0.0,0.0,0.0,1.55551,0.0,0.467234,1.28605,0.694698,0.266088,0,1,0,1,0,0,0,0,0,1,0
135740511,0,0.0,0.0,135740592,0.0,0.0,1.54737,0.0,0.0,0.0,-0.660788,0.486746,-1.21501,0.0,0.0,0.0,1.55274,0.0,0.573635,1.21501,0.72001,0.265333,0,1,0,1,0,0,0,0,0,1,0
135845076,0,0.0,0.0,135845157,0.0,0.0,1.45289,0.0,0.0,0.0,-0.663498,0.547416,-1.06815,0.0,0.0,0.0,1.55027,0.0,0.668112,1.06815,0.754447,0.266501,0,1,0,1,0,0,0,0,0,1,0
135944603,0,0.0,0.0,135944769,0.0,0.0,1.37524,0.0,0.0,0.0,-0.669921,0.587678,-0.917594,0.0,0.0,0.0,1.54741,0.0,0.745769,0.917594,0.781726,0.26602,0,1,0,1,0,0,0,0,0,1,0
136044555,0,0.0,0.0,136044715,0.0,0.0,1.30578,0.0,0.0,0.0,-0.680506,0.613,-0.808995,0.0,0.0,0.0,1.5481,0.0,0.815224,0.808995,0.809165,0.265546,0,1,0,1,0,0,0,0,0,1,1
136149215,0,0.0,0.0,136149296,0.0,0.0,1.24179,0.0,0.0,0.0,-0.664892,0.62387,-0.916156,0.0,0.0,0.0,1.55143,0.0,0.879211,0.916156,0.84331,0.266408,0,1,0,1,0,0,0,0,0,1,1
136248476,0,0.0,0.0,136248557,0.0,0.0,1.15774,0.0,0.0,0.0,-0.664645,0.65677,-1.21805,0.0,0.0,0.0,1.5566,0.0,0.963266,1.21805,0.869569,0.265645,0,1,0,1,0,0,0,0,0,1,1
136353736,0,0.0,0.0,136353817,0.0,0.0,1.0354,0.0,0.0,0.0,-0.656145,0.743465,-1.63111,0.0,0.0,0.0,1.56738,0.0,1.08561,1.63111,0.902686,0.266241,0,1,0,1,0,0,0,0,0,1,1
136454293,0,0.0,0.0,136454379,0.0,0.0,0.884136,0.0,0.0,0.0,-0.644762,0.84247,-1.86356,0.0,0.0,0.0,1.57043,0.0,1.23687,1.86356,0.929074,0.265484,0,1,0,1,0,0,0,0,0,1,1
136552527,0,0.0,0.0,136552659,0.0,0.0,0.719371,0.0,0.0,0.0,-0.65274,0.902665,-1.82122,0.0,0.0,0.0,1.56554,0.0,1.40163,1.82122,0.959177,0.267364,0,1,0,1,0,0,0,0,0,1,1
136656573,0,0.0,0.0,136656734,0.0,0.0,0.55781,0.0,0.0,0.0,-0.670959,0.945996,-1.58706,0.0,0.0,0.0,1.56084,0.0,1.56319,1.58706,0.987426,0.266862,0,1,0,1,0,0,0,0,0,1,1
136756461,0,0.0,0.0,136756555,0.0,0.0,0.43581,0.0,0.0,0.0,-0.686509,0.970155,-1.29243,0.0,0.0,0.0,1.55828,0.0,1.68519,1.29243,1.01571,0.266387,0,1,0,1,0,0,0,0,0,1,1
136857932,0,0.0,0.0,136858012,0.0,0.0,0.342863,0.0,0.0,0.0,-0.682985,0.993967,-0.964706,0.0,0.0,0.0,1.5573,0.0,1.77814,0.964706,1.0514,0.26729,0,1,0,1,0,0,0,0,0,1,1
