timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3]
131711399,0.0053666,0.0118987,0.00698646,-0.707295,-0.0162933,-0.017655,-0.70651
131718984,0.00752363,-0.011379,-0.00704015,-0.707294,-0.0163303,-0.0176356,-0.706511
131732005,-0.00398144,-0.0107962,0.013299,-0.70729,-0.0163188,-0.0176579,-0.706514
131742901,-0.0014997,0.00879341,0.0108788,-0.707301,-0.0163194,-0.0176989,-0.706502
131750914,-0.00150424,-0.00751225,-0.000327196,-0.707306,-0.016344,-0.0176743,-0.706498
131762931,-0.00104506,-0.0218548,0.0174277,-0.7073,-0.0163243,-0.0176639,-0.706504
131770926,0.00320234,0.00715648,-0.00117894,-0.707326,-0.0163257,-0.0176969,-0.706478
131782911,-0.000660926,-0.00122604,-0.00862672,-0.707329,-0.0163221,-0.0176618,-0.706475
131794913,-0.00136374,-0.00887063,-0.00279501,-0.707334,-0.0162953,-0.0176519,-0.706472
131802923,-0.0124222,0.0136546,0.00616335,-0.707347,-0.0162495,-0.0176565,-0.706459
131814941,0.00801424,0.00838291,-0.0227601,-0.707364,-0.0162772,-0.0176235,-0.706442
131826888,0.0100825,-0.00570492,-0.020313,-0.707369,-0.0162799,-0.0176195,-0.706437
131834895,0.00189776,0.0123502,0.000980389,-0.707378,-0.0162488,-0.017656,-0.706428
131846890,0.00228132,0.0158969,-0.0182467,-0.7074,-0.0162619,-0.0176154,-0.706407
131855465,0.00980789,-0.0161075,-0.00238522,-0.707375,-0.0162732,-0.0175935,-0.706432
131866931,-0.00592276,0.00867813,0.0047968,-0.707389,-0.0162112,-0.0176292,-0.706419
131880195,-0.00570211,0.00933033,0.00313214,-0.707402,-0.016221,-0.0175968,-0.706406
131890914,-0.00294247,0.00525307,-0.00661791,-0.707406,-0.0162282,-0.0175781,-0.706403
131904193,0.00527926,-0.011642,-0.00840844,-0.707398,-0.0162301,-0.0175767,-0.706411
131910908,-0.0122506,0.0102759,0.0179354,-0.707388,-0.0161761,-0.0175965,-0.706421
131923483,-0.000610429,0.0164069,-0.00450205,-0.707399,-0.0161782,-0.0175773,-0.706411
131934909,0.00273808,-0.000496011,-0.0203836,-0.707402,-0.0161758,-0.0175363,-0.706408
131943153,-0.000283338,0.00215902,0.00451314,-0.707386,-0.0161515,-0.0175487,-0.706425
131954884,0.00472524,0.0188788,-0.00781341,-0.707401,-0.0161362,-0.0175423,-0.70641
131967558,0.00572304,0.00805624,-0.0101263,-0.707397,-0.0161707,-0.0175079,-0.706415
131978907,-0.00453344,-0.0176824,0.00269277,-0.707385,-0.0161818,-0.0174842,-0.706427
131990872,-0.00297135,-0.0173463,0.0108666,-0.707381,-0.0161576,-0.0174831,-0.706431
131998967,0.00320212,0.00772266,0.00553164,-0.707385,-0.0161581,-0.017497,-0.706427
132012076,0.0077347,-0.00578416,-0.000627707,-0.707376,-0.0162011,-0.0174724,-0.706435
132022965,0.00329544,-0.0175006,-0.00213154,-0.707377,-0.0162122,-0.0174807,-0.706435
132030910,0.00135036,0.00843489,-0.000459186,-0.70738,-0.0162026,-0.0175093,-0.706431
132042883,0.0180005,0.0109207,-0.0160983,-0.70738,-0.016239,-0.0175165,-0.706429
132050927,-0.00474122,-0.00995084,0.011538,-0.707362,-0.0162337,-0.0175166,-0.706448
132064082,0.000246611,0.0102676,-0.00853279,-0.707383,-0.0162137,-0.0175376,-0.706427
132074945,0.0161221,0.0179921,-0.0194263,-0.707388,-0.0162234,-0.0175311,-0.706422
132084294,0.00281856,-0.00827951,0.000234345,-0.707363,-0.0162323,-0.0175045,-0.706447
132094984,-0.00764373,-0.00375322,0.00192868,-0.707374,-0.0162106,-0.0174895,-0.706437
132107567,-0.00580444,0.0119936,-0.0031604,-0.707379,-0.0162109,-0.0174789,-0.706433
132118906,0.0106801,0.0093098,-0.0085397,-0.707376,-0.016219,-0.01747,-0.706435
132131497,-0.000994225,-0.0109194,-0.00179137,-0.707359,-0.0161967,-0.017475,-0.706453
132139149,-0.00681721,1.56412e-05,0.0161222,-0.707359,-0.0161707,-0.0174878,-0.706453
132150887,-0.00131223,0.0199484,-0.0112232,-0.707371,-0.0161709,-0.0174768,-0.706441
