timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
130404926,0.000954034,0.00160903,-0.0179108,0.003998,0,-0.024863,-0.336958,-9.6916,0.003998,-6919,0.0088129,-0.336304,0.727931,-21818,1769.37,35.32
130408926,0.00851682,-0.00070107,0.00085721,0.004,0,0.0501873,-0.31058,-9.57756,0.004,-3076,-0.00164731,-0.340652,0.743466,-25818,1769.37,35.32
130412926,0.00448507,-0.0029104,0.0198365,0.004,0,0.0237036,-0.384593,-9.55277,0.004,-7076,-0.00164731,-0.340652,0.743466,-1640,1769.66,35.32
130416926,0.0031449,0.000431959,0.0225767,0.004,0,0.0173763,-0.571704,-9.68974,0.004,-2736,-0.0130588,-0.295291,0.726922,-5640,1769.66,35.32
130420926,0.0040821,0.00484399,0.00749931,0.004,0,-0.0516081,-0.636963,-9.84963,0.004,-6736,-0.0130588,-0.295291,0.726922,-9640,1769.66,35.32
130424926,0.00109525,0.0123953,-0.0121711,0.004,0,-0.0385516,-0.507259,-9.95239,0.004,-2315,-0.0468646,-0.304008,0.759284,-13640,1769.66,35.32
130428927,0.000942377,0.0156808,-0.0188559,0.004001,0,0.0384556,-0.198213,-9.88411,0.004001,-6316,-0.0468646,-0.304008,0.759284,-17641,1769.66,35.32
130432926,0.0026255,0.00504816,-0.0058107,0.003999,0,-0.0980491,-0.00556703,-9.66933,0.003999,-2195,0.00735706,-0.310592,0.744035,-21640,1769.66,35.32
130436926,0.0103155,-0.00758473,0.0120615,0.004,0,-0.171029,-0.202722,-9.46655,0.004,-6195,0.00735706,-0.310592,0.744035,-25640,1769.66,35.32
130440926,0.0151789,-0.0157132,0.0149625,0.004,0,-0.130398,-0.501517,-9.5758,0.004,-2497,0.0172439,-0.0952708,0.783252,-2594,1769.76,35.32
130444926,0.0133283,-0.0139348,0.000636831,0.004,0,0.0162748,-0.725997,-9.86197,0.004,-6497,0.0172439,-0.0952708,0.783252,-6594,1769.76,35.32
130448926,0.00376298,0.00301605,-0.0124277,0.004,0,0.21312,-0.63726,-9.97341,0.004,-1780,-0.00580298,-0.278228,0.771549,-10594,1769.76,35.32
130452926,-0.00319269,0.0111781,-0.00960024,0.004,0,0.0579189,-0.308073,-9.79882,0.004,-5780,-0.00580298,-0.278228,0.771549,-14594,1769.76,35.32
130456926,-0.00739046,0.0125344,0.00537873,0.004,0,-0.154975,-0.249277,-9.5835,0.004,-2497,-0.0070121,-0.297244,0.764094,-18594,1769.76,35.32
130460929,0.00275827,-0.000573923,0.0128338,0.004003,0,-0.314786,-0.38533,-9.56002,0.004003,-6500,-0.0070121,-0.297244,0.764094,-22597,1769.76,35.32
130464926,0.0224322,-0.0102439,0.00535438,0.003997,0,-0.18195,-0.500914,-9.77976,0.003997,-2543,-0.0199963,-0.152545,0.774814,-26594,1769.76,35.32
130468926,0.0182499,-0.00168707,-0.00404636,0.004,0,0.161024,-0.38574,-9.98094,0.004,-6543,-0.0199963,-0.152545,0.774814,-30594,1769.76,35.32
130472926,0.00481393,0.00636277,-0.00140208,0.004,0,0.104568,-0.210594,-9.83138,0.004,-2867,-0.00925197,-0.237972,0.732152,-34594,1769.76,35.32
130476926,-0.00289683,0.00561695,0.00424359,0.004,0,-0.0599707,-0.429133,-9.5373,0.004,-6867,-0.00925197,-0.237972,0.732152,-38594,1769.76,35.32
130480926,0.00511548,-0.0012208,0.000290742,0.004,0,-0.21713,-0.655389,-9.57176,0.004,-3047,-0.0387517,-0.314352,0.722066,-42594,1769.76,35.32
130484926,0.0133203,-0.000178151,-0.011421,0.004,0,-0.0218492,-0.547632,-9.80453,0.004,-411,-0.042776,-0.322799,0.737603,-46594,1769.76,35.32
130488926,0.00253487,0.00221129,-0.00725562,0.004,0,0.172509,-0.209392,-9.96128,0.004,-4411,-0.042776,-0.322799,0.737603,-50594,1769.76,35.32
130492926,-0.00424261,0.000530201,0.0101145,0.004,0,-0.00612837,-0.0847891,-9.77866,0.004,-397,-0.0366876,-0.305555,0.770794,-3058,1769.56,35.31
130496926,-0.00133119,-0.00253594,0.0234157,0.004,0,-0.25915,-0.457808,-9.52108,0.004,-4397,-0.0366876,-0.305555,0.770794,-7058,1769.56,35.31
130500926,0.0164633,-0.0015343,0.013314,0.004,0,-0.134736,-0.819877,-9.57887,0.004,-249,0.000649028,-0.289136,0.770016,-11058,1769.56,35.31
130504926,0.022916,0.00221895,-0.00191367,0.004,0,0.154511,-0.441992,-9.86944,0.004,-4249,0.000649028,-0.289136,0.770016,-15058,1769.56,35.31
130508926,0.00526717,0.00513437,-0.00418342,0.004,0,0.076653,0.0174798,-9.97073,0.004,-193,-0.0201377,-0.292162,0.78832,-19058,1769.56,35.31
130512926,-0.00890462,0.00859404,-0.00130059,0.004,0,-0.210479,-0.195583,-9.77933,0.004,-4193,-0.0201377,-0.292162,0.78832,-23058,1769.56,35.31
130516926,0.00190123,0.00199511,-0.00767814,0.004,0,-0.225664,-0.67278,-9.59767,0.004,-260,-0.0418574,-0.446358,0.772801,-2151,1769.47,35.31
130520926,0.0197099,-0.00613487,-0.0117723,0.004,0,0.0984727,-0.535594,-9.68367,0.004,-4260,-0.0418574,-0.446358,0.772801,-6151,1769.47,35.31
130524926,0.0224304,-0.0106262,0.00288519,0.004,0,0.104321,-0.0671115,-9.88116,0.004,-218,-0.0160414,-0.267207,0.765902,-10151,1769.47,35.31
130528926,0.00230965,-0.00592985,0.0153029,0.004,0,-0.0843939,-0.391498,-9.78462,0.004,-4218,-0.0160414,-0.267207,0.765902,-14151,1769.47,35.31
130532926,-0.00763725,0.00182617,0.00323739,0.004,0,-0.0757242,-0.730651,-9.6759,0.004,-219,-0.0416454,-0.100263,0.752559,-18151,1769.47,35.31
130536926,0.00767878,0.00661709,-0.0107349,0.004,0,0.175418,-0.500138,-9.6452,0.004,-4219,-0.0416454,-0.100263,0.752559,-22151,1769.47,35.31
130540927,0.00449686,0.00286818,-0.00230664,0.004001,0,-0.00860763,-0.160847,-9.73972,0.004001,-74,-0.0263079,-0.267161,0.762939,-171,1769.96,35.31
130544929,-0.00346468,0.000815013,0.00640393,0.004002,0,-0.269475,-0.17978,-9.77701,0.004002,-4076,-0.0263079,-0.267161,0.762939,-4173,1769.96,35.31
130548926,-0.00594616,-0.00569189,0.000209443,0.003997,0,-0.111883,-0.631673,-9.78572,0.003997,-146,-0.0466892,-0.188941,0.742534,-8170,1769.96,35.31
130552927,0.00915642,-0.00654787,0.000676357,0.004001,0,0.176527,-0.442752,-9.7512,0.004001,-4147,-0.0466892,-0.188941,0.742534,-12171,1769.96,35.31
130556926,0.0143172,-0.0050929,0.0162947,0.003999,0,-0.00779818,-0.297938,-9.75194,0.003999,-101,-0.0315055,-0.420307,0.767607,-16170,1769.96,35.31
130560927,0.0129418,-0.000177714,0.0151861,0.004001,0,-0.269137,-0.626984,-9.7309,0.004001,-4102,-0.0315055,-0.420307,0.767607,-20171,1769.96,35.31
130564927,0.00859605,0.00410997,-0.00753508,0.004,0,0.105512,-0.598603,-9.77463,0.004,-8102,-0.0315055,-0.420307,0.767607,-24171,1769.96,35.31
130568928,0.000806669,0.0109632,-0.0162778,0.004001,0,0.103374,-0.0663249,-9.86333,0.004001,-2980,0.006665,-0.0150616,0.81012,-28172,1769.96,35.31
130572933,0.00666972,0.0105299,-0.0163274,0.004005,0,-0.290299,-0.0833425,-9.78175,0.004005,-6985,0.006665,-0.0150616,0.81012,-32177,1769.96,35.31
130576926,0.00912389,-0.000694441,-0.0266992,0.003993,0,-0.227652,-0.502455,-9.69445,0.003993,-2309,-0.0119195,0.0557281,0.74105,-36170,1769.96,35.31
130580926,0.0104631,-0.0132684,-0.0224374,0.004,0,0.122941,-0.292162,-9.72809,0.004,-6309,-0.0119195,0.0557281,0.74105,-40170,1769.96,35.31
130584926,0.0107193,-0.0124538,0.00429722,0.004,0,0.030126,-0.261392,-9.79022,0.004,-2790,-0.0371013,-0.246044,0.810298,-44170,1769.96,35.31
130588926,0.0115588,-0.00411148,0.0151079,0.004,0,-0.108978,-0.846594,-9.69703,0.004,-6790,-0.0371013,-0.246044,0.810298,-48170,1769.96,35.31
130592926,0.00897183,0.00451171,0.00808528,0.004,0,0.32465,-0.787241,-9.67245,0.004,-2964,-0.0249967,0.0390159,0.760647,-943,1769.47,35.32
130596926,0.000123928,0.00419844,0.0123397,0.004,0,0.161655,-0.288013,-9.80308,0.004,-6964,-0.0249967,0.0390159,0.760647,-4943,1769.47,35.32
130600926,-0.00535516,0.00888035,0.0142848,0.004,0,-0.35241,-0.253032,-9.72851,0.004,-1651,-0.0752304,-0.26855,0.763833,-8943,1769.47,35.32
130604926,-0.00497664,0.0156997,-0.000503676,0.004,0,-0.169273,-0.472471,-9.71255,0.004,-5651,-0.0752304,-0.26855,0.763833,-12943,1769.47,35.32
130608926,0.00563182,2.02248e-05,0.00233254,0.004,0,0.0797544,-0.102113,-9.76861,0.004,-2368,-0.0649666,-0.161997,0.767052,-16943,1769.47,35.32
130612934,0.0134758,-0.0122279,0.0138607,0.004008,0,-0.280334,-0.19109,-9.82004,0.004008,-6376,-0.0649666,-0.161997,0.767052,-20951,1769.47,35.32
130616926,0.0168425,-0.00831816,-0.0017185,0.003992,0,-0.185439,-0.704331,-9.85369,0.003992,-2149,-0.0584799,-0.021149,0.762203,-24943,1769.47,35.32
130620926,0.00288385,-0.0103749,-0.0156552,0.004,0,0.302802,-0.454107,-9.77318,0.004,-6149,-0.0584799,-0.021149,0.762203,-2964,1769.66,35.32
130624926,-0.000658343,-0.00535803,-0.00749895,0.004,0,-0.0896295,-0.222463,-9.70792,0.004,-1699,-0.00562282,-0.191854,0.754346,-6964,1769.66,35.32
130628926,0.00616347,0.0054031,-0.00831742,0.004,0,-0.180659,-0.654832,-9.62272,0.004,-5699,-0.00562282,-0.191854,0.754346,-10964,1769.66,35.32
130632926,0.00591202,0.00332733,-0.00463182,0.004,0,0.225872,-0.427307,-9.63804,0.004,-2784,-0.0303988,-0.14803,0.661929,-14964,1769.66,35.32
130636928,-0.00263796,-0.00365716,0.0195464,0.004002,0,-0.114573,-0.129357,-9.75738,0.004002,-6786,-0.0303988,-0.14803,0.661929,-18966,1769.66,35.32
130640926,0.0042525,0.00195298,0.0217265,0.003998,0,-0.240856,-0.66275,-9.75499,0.003998,-1565,-0.0443679,-0.0171176,0.7667,-22964,1769.66,35.32
130644926,0.00312624,0.00547781,0.00708392,0.004,0,0.166249,-0.556397,-9.73317,0.004,-5565,-0.0443679,-0.0171176,0.7667,-2511,1769.76,35.32
130648926,-0.00935795,-0.00426202,0.0105207,0.004,0,-0.0472224,-0.2179,-9.90237,0.004,-1546,-0.0160436,-0.163341,0.766115,-6511,1769.76,35.32
130652926,0.00277904,0.00145073,-2.04316e-05,0.004,0,-0.295569,-0.473847,-9.83902,0.004,-5546,-0.0160436,-0.163341,0.766115,-10511,1769.76,35.32
130656928,0.0153076,0.00642458,-0.018947,0.004002,0,0.150353,-0.324729,-9.73251,0.004002,-2622,-0.0499235,-0.17627,0.805552,-14513,1769.76,35.32
130660926,0.00849464,-0.00620732,-0.00752022,0.003998,0,-0.0109646,-0.0267152,-9.71584,0.003998,-6620,-0.0499235,-0.17627,0.805552,-18511,1769.76,35.32
130664926,0.00972215,-0.00862513,-0.0026492,0.004,0,-0.29164,-0.398331,-9.63988,0.004,-2288,-0.0511519,-0.0791452,0.799931,-22511,1769.76,35.32
130668926,0.012446,-0.00524223,-0.00820681,0.004,0,0.268484,-0.529576,-9.68265,0.004,-6288,-0.0511519,-0.0791452,0.799931,-26511,1769.76,35.32
130672926,0.00835279,-0.00910323,0.00711397,0.004,0,0.0810626,-0.349697,-9.72457,0.004,-3004,-0.0148583,-0.271464,0.775847,-30511,1769.76,35.32
130676926,0.00255735,0.000429889,0.0107165,0.004,0,-0.274915,-0.83817,-9.70505,0.004,-7004,-0.0148583,-0.271464,0.775847,-34511,1769.76,35.32
130680926,0.000948279,0.00716193,0.0018697,0.004,0,0.175226,-0.650702,-9.67258,0.004,-2834,-0.188267,-0.262747,0.741314,-38511,1769.76,35.32
130684926,-0.00494177,-0.00295761,0.0160133,0.004,0,-0.0407847,-0.249092,-9.82668,0.004,-6834,-0.188267,-0.262747,0.741314,-42511,1769.76,35.32
130688926,-0.00377031,0.00247856,0.0150594,0.004,0,-0.435643,-0.388527,-9.80725,0.004,-2230,-0.0759818,-0.16114,0.712669,-46511,1769.76,35.32
130692945,0.00363738,0.00725534,-0.000858464,0.004019,0,0.106783,-0.27587,-9.70667,0.004019,-6249,-0.0759818,-0.16114,0.712669,-50530,1769.76,35.32
130696926,0.00188733,-0.00585898,0.00434097,0.003981,0,-0.07079,0.0124488,-9.76801,0.003981,-2841,-0.0366187,-0.269917,0.764216,-2951,1769.76,35.32
130700926,0.0161453,-0.00388099,-0.00571321,0.004,0,-0.300079,-0.512297,-9.6999,0.004,-477,-0.237158,-0.188918,0.739111,-6951,1769.76,35.32
130704928,0.0184283,0.00390724,-0.0210943,0.004002,0,0.327438,-0.398543,-9.72866,0.004002,-4479,-0.237158,-0.188918,0.739111,-10953,1769.76,35.32
130708926,0.0103014,-0.00907711,-0.00617659,0.003998,0,-0.0508835,-0.273579,-9.79217,0.003998,-1195,-0.0418546,-0.192147,0.772532,-14951,1769.76,35.32
130712926,0.0182272,-0.00384442,-0.00216512,0.004,0,-0.264546,-0.849838,-9.76841,0.004,-5195,-0.0418546,-0.192147,0.772532,-18951,1769.76,35.32
130716926,0.0111746,-0.000692971,0.000372062,0.004,0,0.297889,-0.497582,-9.74528,0.004,-1405,-0.0451219,-0.255486,0.715787,-22951,1769.76,35.32
130720926,-0.00712134,-0.00803282,0.0203852,0.004,0,-0.179055,-0.283625,-9.75455,0.004,-5405,-0.0451219,-0.255486,0.715787,-1377,1770.26,35.32
130724926,-0.00290396,1.67021e-05,0.0133497,0.004,0,-0.151953,-0.728832,-9.60521,0.004,-2357,-0.124628,-0.203687,0.81005,-5377,1770.26,35.32
130728926,-0.00055632,0.0096907,0.00337888,0.004,0,0.288518,-0.12522,-9.65064,0.004,-6357,-0.124628,-0.203687,0.81005,-9377,1770.26,35.32
130732926,-0.00537838,0.00272156,0.00694254,0.004,0,-0.247831,-0.0207407,-9.77234,0.004,-2484,-0.0778741,-0.30009,0.770449,-13377,1770.26,35.32
130736926,0.00762541,0.00680137,-0.00984311,0.004,0,-0.243447,-0.53945,-9.76228,0.004,-6484,-0.0778741,-0.30009,0.770449,-17377,1770.26,35.32
130740926,0.0131114,4.28114e-05,-0.01174,0.004,0,0.148763,-0.179505,-9.84885,0.004,-2752,-0.0225389,-0.342469,0.771788,-21377,1770.26,35.32
130744927,0.00598878,-0.0188563,-0.00178905,0.004001,0,-0.33083,-0.409477,-9.8767,0.004001,-122,-0.0158646,-0.25054,0.749026,-219,1769.66,35.32
