timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],states[25],states[26],states[27],states[28],states[29],states[30],states[31],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],covariances[24],covariances[25],covariances[26],covariances[27],pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,gps_check_fail_flags,control_mode_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags
130265790,-0.707079,-0.0158089,-0.0178681,-0.706732,-0.069547,0.0177058,-0.116228,-0.0609174,0.0196452,1.89271,3.96358e-05,9.73811e-06,2.91073e-05,-0.000863477,0.000261728,0.000627426,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34721e-10,1.19628e-05,0.000103843,2.38582e-05,5.25046e-06,5.19728e-06,2.05726e-05,0.00858294,0.0086047,0.00865506,0.0118098,0.0118204,0.0714901,4.94746e-11,4.95194e-11,8.18114e-11,1.64282e-08,1.36308e-08,1.08739e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168037,0.0,0.00120144,0.0198357,0.0,0.0,0,531,0,0,677,0,0,0
130318346,-0.707119,-0.0157798,-0.0178327,-0.706694,-0.0683664,0.0171449,-0.112079,-0.0596598,0.018975,1.90104,3.97149e-05,9.7122e-06,2.90874e-05,-0.000862941,0.000260613,0.000626846,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66014e-10,1.28709e-05,0.00011302,2.39835e-05,5.23235e-06,5.17964e-06,2.06985e-05,0.00852298,0.00854445,0.00862332,0.0117127,0.0117233,0.0712913,4.929e-11,4.93316e-11,8.18855e-11,1.64244e-08,1.36187e-08,1.08705e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168037,0.0,0.00121017,0.0292693,0.0,0.0,0,531,0,0,677,0,0,0
130369400,-0.707142,-0.0157496,-0.0178232,-0.706672,-0.0685954,0.0167439,-0.111012,-0.0599279,0.0188528,1.90119,3.97541e-05,9.69875e-06,2.90827e-05,-0.000862783,0.000260246,0.000626665,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02644e-10,1.37798e-05,0.000131282,2.40707e-05,5.24233e-06,5.18961e-06,2.07843e-05,0.00859008,0.0086117,0.00863623,0.011868,0.0118789,0.0716454,4.92245e-11,4.92647e-11,8.19435e-11,1.64228e-08,1.36131e-08,1.0869e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168037,0.0,0.00118185,0.0289854,0.0,0.0,0,531,0,0,677,0,0,0
130421905,-0.707143,-0.0157297,-0.0178167,-0.706671,-0.0670768,0.0158783,-0.104367,-0.0574927,0.0179389,1.92393,3.98218e-05,9.68098e-06,2.90377e-05,-0.00086176,0.000258337,0.000625619,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49173e-10,1.7513e-05,0.000173945,2.41575e-05,5.20743e-06,5.15559e-06,2.08726e-05,0.00841987,0.00844061,0.00858622,0.0114633,0.0114736,0.0707176,4.91799e-11,4.9217e-11,8.21522e-11,1.64203e-08,1.36024e-08,1.08668e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168037,0.0,0.00117528,0.106959,0.0,0.0,0,531,0,0,677,0,0,0
130474009,-0.707181,-0.0157362,-0.0178229,-0.706632,-0.067652,0.0164174,-0.103665,-0.0588303,0.0180683,1.92414,3.98601e-05,9.66869e-06,2.90298e-05,-0.000861544,0.000257877,0.000625384,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46731e-10,2.34402e-05,0.000300063,2.42938e-05,5.25154e-06,5.19936e-06,2.1006e-05,0.00861525,0.00863664,0.0086528,0.0118632,0.0118743,0.071652,4.9243e-11,4.92787e-11,8.2341e-11,1.64198e-08,1.35979e-08,1.08665e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168037,0.0,0.00117089,0.0367673,0.0,0.0,0,531,0,0,677,0,0,0
130527134,-0.70724,-0.015718,-0.0178009,-0.706575,-0.0656577,0.0160618,-0.101452,-0.057091,0.0173175,1.92775,3.99399e-05,9.64248e-06,2.9021e-05,-0.000861255,0.000257197,0.000625051,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69039e-10,2.81306e-05,0.000468933,2.44022e-05,5.22996e-06,5.17845e-06,2.1119e-05,0.00852282,0.00854361,0.00862547,0.0116381,0.0116488,0.0711551,4.91666e-11,4.91993e-11,8.25206e-11,1.6417e-08,1.35871e-08,1.08641e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168037,0.0,0.00116873,0.0366554,0.0,0.0,0,531,0,0,677,0,0,0
130577576,-0.707295,-0.0157473,-0.0178135,-0.706519,-0.0660667,0.0158107,-0.100795,-0.0578524,0.0173755,1.92886,3.99773e-05,9.63086e-06,2.90128e-05,-0.000861041,0.000256747,0.000624818,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05638e-09,3.17753e-05,0.000599877,2.45161e-05,5.26184e-06,5.2102e-06,2.12342e-05,0.00866525,0.00868643,0.0086767,0.0119145,0.0119258,0.0717974,4.92635e-11,4.92946e-11,8.27422e-11,1.64168e-08,1.3583e-08,1.08641e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168037,0.0,0.00114633,0.0362579,0.0,0.0,0,531,0,0,677,0,0,0
130633541,-0.707393,-0.0156946,-0.0177756,-0.706422,-0.0648966,0.0152069,-0.0960512,-0.0554084,0.0164915,1.94218,4.00556e-05,9.60477e-06,2.90428e-05,-0.000860346,0.000255549,0.000624152,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30179e-09,3.507e-05,0.000754223,2.44981e-05,5.217e-06,5.16616e-06,2.12366e-05,0.0084724,0.00849251,0.00860565,0.011504,0.0115144,0.0708593,4.90853e-11,4.91141e-11,8.26807e-11,1.6413e-08,1.35714e-08,1.08608e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000168404,0.0,0.00113399,0.0351989,0.0,0.0,0,531,0,0,677,0,0,0
130685968,-0.707323,-0.0157171,-0.0178205,-0.706491,-0.0657316,0.0160167,-0.0954501,-0.0569448,0.0167766,1.94076,4.00827e-05,9.60202e-06,2.8943e-05,-0.000860314,0.000255167,0.000624003,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37886e-09,3.81262e-05,0.000885931,2.44898e-05,5.25958e-06,5.2085e-06,2.12415e-05,0.0086885,0.00870904,0.00867066,0.0119677,0.011979,0.0719369,4.91085e-11,4.91367e-11,8.2625e-11,1.64119e-08,1.35666e-08,1.08602e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925842,0.0,0.00112812,0.0251066,0.0,0.0,0,531,0,0,677,0,0,0
130737860,-0.707243,-0.0156702,-0.0178153,-0.706572,-0.0645649,0.0153468,-0.0908417,-0.0543559,0.0159796,1.95475,4.01426e-05,9.59116e-06,2.88271e-05,-0.000859788,0.000253903,0.000623362,0.2801,-3.73969e-09,0.70437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49109e-09,4.09089e-05,0.00104313,2.45215e-05,5.20852e-06,5.15823e-06,2.12795e-05,0.00845944,0.008479,0.00858422,0.0114941,0.0115046,0.0708513,4.8888e-11,4.89136e-11,8.25879e-11,1.64078e-08,1.35548e-08,1.08565e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130004,0.0,0.00111209,0.0539082,0.0,0.0,0,531,0,0,677,0,0,0
