timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var
0,0.178585,-0.207333,3.51784,-0.0802014,-0.014852,0.0700179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56832,3.56832,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.178585,-0.207333,3.51784,-0.0802014,-0.014852,0.0700179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56832,3.56832,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.178585,-0.207333,3.51784,-0.0802014,-0.014852,0.0700179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56832,3.56832,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.178585,-0.207333,3.51784,-0.0802014,-0.014852,0.0700179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56832,3.56832,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.164323,-0.218331,3.49698,-0.0840239,-0.0874259,0.0645612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.251001,0.251001,0.251001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.157034,-0.224421,3.48812,-0.0471155,-0.0416312,0.0970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.283024,0.283024,0.283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.150235,-0.204212,3.51683,-0.109254,0.0260744,0.0976373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.209764,0.209764,0.209764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.118215,-0.205133,3.56777,-0.218573,0.00164006,0.117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.264196,0.264196,0.264196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.109179,-0.214219,3.60151,-0.0346791,-0.0611669,0.00696728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56454,3.56454,9.0,0.154449,0.154449,0.154449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.135619,-0.202699,3.62171,0.00786182,0.0330644,0.0557158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56832,3.56832,9.0,0.255025,0.255025,0.255025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.135619,-0.202699,3.62171,0.00786182,0.0330644,0.0557158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56832,3.56832,9.0,0.255025,0.255025,0.255025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.135619,-0.202699,3.62171,0.00786182,0.0330644,0.0557158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56832,3.56832,9.0,0.255025,0.255025,0.255025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
