timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,cell_count,connected,warning
214711719,11.682,11.1186,7.5008,7.89697,224.512,0.738002,3,1,0
215011635,11.495,11.112,5.8893,7.25767,225.035,0.735336,3,1,0
215311623,10.879,11.1054,6.2702,7.20722,225.63,0.733163,3,1,0
216523717,10.912,11.1096,6.7976,7.96869,228.228,0.754374,3,1,0
216823652,11.231,11.1219,7.4129,7.45566,228.788,0.7624,3,1,0
217123751,11.44,11.1549,5.2447,7.1767,229.361,0.778773,3,1,0
217423641,11.264,11.1785,7.5008,6.84259,229.88,0.787261,3,1,0
217723629,10.604,11.1902,4.2485,6.59338,230.4,0.789418,3,1,0
218023628,10.681,11.1673,5.3326,6.45494,230.921,0.769875,3,1,0
218323606,10.824,11.1985,5.1861,6.34184,231.435,0.788037,3,1,0
218623606,11.022,11.2212,5.8307,6.34284,231.963,0.801161,3,1,0
218923636,11.583,11.1794,8.204,6.22329,232.463,0.772491,3,1,0
219223608,11.0,11.1328,6.8562,6.42326,233.023,0.745758,3,1,0
219523737,11.055,11.1479,7.2371,6.54685,233.583,0.759313,3,1,0
