timestamp,load,ram_usage
108474752,0.525952,0.866404
109479292,0.651215,0.845463
110484368,0.621421,0.845808
111489462,0.612214,0.846154
112496874,0.614534,0.846154
113503189,0.616805,0.846154
114508582,0.617369,0.846154
115514388,0.622546,0.846154
116520212,0.611453,0.846154
117526398,0.618783,0.846154
119538595,0.603778,0.846154
120545106,0.61908,0.846154
121548950,0.619385,0.846154
122553660,0.615774,0.846154
123559520,0.619277,0.846154
124565339,0.615575,0.846154
125570487,0.617039,0.846154
126575628,0.616143,0.846154
127581631,0.620407,0.846154
128587001,0.615765,0.846154
129594498,0.616884,0.846154
130599639,0.609548,0.846154
131606494,0.622185,0.846154
132611193,0.618818,0.846154
133616981,0.621562,0.846154
134623995,0.626178,0.846154
135630898,0.621297,0.846154
136634953,0.621514,0.846154
137640770,0.618531,0.846154
138646529,0.617316,0.846154
139652340,0.61331,0.846154
140658499,0.616753,0.846154
141662847,0.622272,0.846154
142668966,0.619629,0.846154
143674504,0.617118,0.846154
144681152,0.614485,0.846154
145686477,0.618297,0.846154
146693030,0.615083,0.846154
147699353,0.616661,0.846154
148705951,0.618047,0.846154
149710047,0.612507,0.846154
150714758,0.619864,0.846154
151720437,0.618716,0.846154
152726268,0.620845,0.846154
153730855,0.616547,0.846154
154735681,0.616259,0.846154
155742265,0.613316,0.846154
156747088,0.614627,0.846154
157752005,0.616503,0.846154
158759635,0.616614,0.846154
159766686,0.619932,0.846154
160772046,0.617704,0.846154
161776865,0.61787,0.846154
162784633,0.61644,0.846154
163791702,0.616325,0.846154
164796293,0.614541,0.846154
165803598,0.612914,0.846154
166808787,0.622595,0.846154
167815511,0.599947,0.846154
168821612,0.629563,0.846154
169827549,0.630366,0.846154
170832473,0.626421,0.846154
171837108,0.618163,0.846154
172843556,0.610707,0.846154
173848879,0.617502,0.846154
174853677,0.614269,0.846154
175858378,0.616496,0.846154
176862716,0.621139,0.846154
177867891,0.619578,0.846154
178873075,0.623506,0.846154
179880014,0.618282,0.846154
180885324,0.618311,0.846154
181892343,0.615282,0.846154
182896808,0.616368,0.846154
183901567,0.615776,0.846154
184906964,0.617736,0.846154
185912763,0.617526,0.846154
186918501,0.620504,0.846154
187922971,0.623744,0.846154
188928928,0.614209,0.846154
189934421,0.615541,0.846154
190941475,0.617609,0.846154
191946539,0.61222,0.846154
192953686,0.6129,0.846154
193958546,0.616107,0.846154
194962611,0.621367,0.846154
195967591,0.617195,0.846154
196972063,0.621109,0.846154
197980102,0.61189,0.846154
198984535,0.617185,0.846154
199992043,0.616209,0.846154
200996070,0.616225,0.846154
202000814,0.616808,0.846154
203005473,0.613213,0.846154
204011198,0.617269,0.846154
205017146,0.616156,0.846154
206022691,0.620257,0.846154
207027367,0.620544,0.846154
208032498,0.61554,0.846154
209038361,0.617833,0.846154
210044047,0.614093,0.846154
211049335,0.61392,0.846154
212055863,0.612964,0.846154
213059990,0.613909,0.846154
214068060,0.618668,0.846154
215072505,0.61893,0.846154
217082801,0.607435,0.846154
218088093,0.611384,0.846154
219093359,0.613544,0.846154
220099184,0.612987,0.846154
221105102,0.613579,0.846154
222110715,0.616775,0.846154
223117959,0.616453,0.846154
224122241,0.620591,0.846154
225129595,0.617806,0.846154
226134570,0.614832,0.846154
227141690,0.620086,0.846154
