timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
152106259,1474132872923538,398135811,-1052140306,1800693,0,0.55,0.233742,2.034,2.976,0.71,1.17,85,39,1.587,-0.705,1.421,-0.145,2.07669,0,4,1,16
152302113,1474132872923538,398135807,-1052140282,1800543,0,0.575,0.277118,2.033,2.974,0.71,1.17,85,39,1.339,-0.545,1.223,-0.277,2.0407,0,4,1,16
152551383,1474132872923538,398135803,-1052140260,1800522,0,0.59,0.386186,2.035,2.976,0.72,1.17,85,39,1.15,-0.292,1.112,-0.32,1.96824,0,4,1,15
152709797,1474132872923538,398135807,-1052140243,1800368,0,0.515,0.552165,2.037,2.964,0.72,1.17,85,39,0.916,0.132,0.907,-0.326,1.79019,0,4,1,15
152914087,1474132873923604,398135811,-1052140230,1800296,0,0.561,0.619383,2.039,2.965,0.72,1.17,85,39,0.732,-0.058,0.729,-0.212,1.72835,0,4,1,15
153101933,1474132873923604,398135816,-1052140216,1800304,0,0.545,0.619415,2.042,2.971,0.71,1.17,84,33,0.613,0.148,0.595,-0.384,1.72835,0,4,1,16
153296103,1474132873923604,398135822,-1052140210,1800340,0,0.599,0.619442,2.046,2.982,0.71,1.17,84,33,0.27,0.208,0.172,-0.433,1.72835,0,4,1,16
153497814,1474132873923604,398135827,-1052140212,1800304,0,0.571,0.619467,2.05,2.989,0.71,1.17,84,33,0.099,0.087,0.047,-0.26,1.72835,0,4,1,16
153692794,1474132873923604,398135838,-1052140220,1800122,0,0.586,0.619493,2.053,2.995,0.71,1.17,84,33,0.313,0.27,-0.158,-0.137,1.72835,0,4,1,16
153906777,1474132874923669,398135846,-1052140231,1800025,0,0.621,0.61952,2.056,3.002,0.71,1.17,84,33,0.438,0.233,-0.371,-0.084,1.72835,0,4,1,16
154108012,1474132874923669,398135856,-1052140248,1799843,0,0.57,0.546618,2.058,3.002,0.71,1.17,84,42,0.724,0.402,-0.602,0.051,0.204001,0,4,1,16
154304133,1474132874923669,398135865,-1052140267,1799671,0,0.554,0.566899,2.061,3.004,0.71,1.17,84,42,0.741,0.173,-0.721,0.103,5.74586,0,4,1,16
154536847,1474132874923669,398135870,-1052140286,1799464,0,0.544,0.566931,2.06,3.001,0.72,1.17,84,42,0.468,0.0,-0.468,0.476,5.74586,0,4,1,15
154698511,1474132874923669,398135879,-1052140309,1799263,0,0.526,0.354393,2.059,3.0,0.72,1.17,84,42,0.993,0.464,-0.878,0.228,5.35247,0,4,1,15
154914480,1474132875923735,398135895,-1052140342,1798923,0,0.584,0.287699,2.058,2.997,0.71,1.17,84,42,1.33,0.498,-1.233,0.459,5.19782,0,4,1,16
155106451,1474132875923735,398135909,-1052140374,1798655,0,0.603,0.289628,2.061,3.002,0.71,1.17,84,31,1.396,0.706,-1.205,0.655,5.21995,0,4,1,16
155304854,1474132875923735,398135925,-1052140407,1798383,0,0.602,0.29144,2.064,3.004,0.71,1.17,84,31,1.368,0.658,-1.2,0.702,5.21721,0,4,1,16
155505402,1474132875923735,398135941,-1052140447,1797947,0,0.562,0.253836,2.066,3.007,0.71,1.17,84,31,1.655,0.373,-1.613,0.927,5.05918,0,4,1,16
155703318,1474132875923735,398135955,-1052140492,1797609,0,0.587,0.222525,2.068,3.009,0.72,1.17,84,31,1.872,0.671,-1.748,1.041,5.07046,0,4,1,15
155904945,1474132876923800,398135973,-1052140537,1797235,0,0.52,0.213306,2.066,3.007,0.71,1.17,84,31,1.673,0.607,-1.559,0.791,5.07733,0,4,1,16
156107390,1474132876923800,398135989,-1052140580,1796860,0,0.481,0.203118,2.064,3.0,0.72,1.17,79,34,1.762,0.539,-1.678,0.786,5.04892,0,4,1,15
156306092,1474132876923800,398136007,-1052140637,1796438,0,0.536,0.1684,2.062,2.992,0.72,1.17,79,34,2.372,0.676,-2.274,0.766,5.02067,0,4,1,15
156556759,1474132876923800,398136027,-1052140692,1796143,0,0.488,0.170822,2.061,2.987,0.71,1.17,79,34,2.104,0.74,-1.969,0.272,5.0459,0,4,1,16
156708081,1474132876923800,398136043,-1052140742,1795968,0,0.53,0.202565,2.059,2.984,0.71,1.17,79,34,1.979,0.777,-1.82,0.442,5.07503,0,4,1,16
156898882,1474132877923866,398136059,-1052140787,1795808,0,0.513,0.222672,2.057,2.983,0.71,1.17,79,34,1.726,0.583,-1.624,0.127,5.06688,0,4,1,16
157099825,1474132877923866,398136075,-1052140832,1795645,0,0.39,0.186985,2.048,2.968,0.71,1.17,79,35,1.605,0.572,-1.5,0.06,5.07264,0,4,1,16
157288791,1474132877923866,398136087,-1052140867,1795561,0,0.503,0.293188,2.044,2.966,0.71,1.17,79,35,1.221,0.454,-1.133,-0.03,5.07875,0,4,1,16
157497727,1474132877923866,398136098,-1052140898,1795552,0,0.487,0.277434,2.04,2.959,0.71,1.17,79,35,1.27,0.523,-1.157,-0.613,5.10955,0,4,1,16
157697621,1474132877923866,398136108,-1052140922,1795629,0,0.475,0.387514,2.038,2.957,0.71,1.17,79,35,0.916,0.406,-0.821,-0.518,5.13056,0,4,1,16
157907551,1474132878923931,398136124,-1052140946,1795576,0,0.524,0.385947,2.039,2.958,0.71,1.17,79,35,1.06,0.666,-0.824,-0.753,5.26177,0,4,1,16
158116842,1474132878923931,398136134,-1052140962,1795552,0,0.507,0.385988,2.039,2.956,0.71,1.17,79,33,0.299,0.138,-0.266,-0.495,5.26177,0,4,1,16
158307477,1474132878923931,398136141,-1052140972,1795549,0,0.516,0.38603,2.037,2.951,0.72,1.17,79,33,0.346,0.228,-0.26,-0.48,5.26177,0,4,1,15
158543541,1474132878923931,398136158,-1052140987,1795364,0,0.516,0.611097,2.035,2.949,0.72,1.17,79,33,0.625,0.575,-0.245,-0.477,5.43814,0,4,1,15
158687211,1474132878923931,398136169,-1052140995,1795314,0,0.573,0.611123,2.037,2.952,0.72,1.17,79,33,0.367,0.364,-0.051,-0.284,5.43814,0,4,1,15
158906843,1474132879923997,398136176,-1052140998,1795267,0,0.421,0.611142,2.04,2.954,0.72,1.17,79,33,0.258,0.187,0.178,-0.055,5.43814,0,4,1,15
159107230,1474132879923997,398136181,-1052140995,1795196,0,0.491,0.611164,2.042,2.955,0.71,1.17,84,36,0.353,0.052,0.349,-0.155,5.43814,0,4,1,16
159314169,1474132879923997,398136184,-1052140987,1795126,0,0.5,0.784808,2.044,2.956,0.71,1.17,84,36,0.558,-0.089,0.551,-0.013,0.127527,0,4,1,16
159504080,1474132879923997,398136187,-1052140976,1794952,0,0.496,0.565038,2.043,2.95,0.71,1.17,84,36,0.747,-0.082,0.742,-0.113,1.151,0,4,1,16
159704054,1474132879923997,398136191,-1052140961,1794812,0,0.471,0.525057,2.042,2.942,0.71,1.17,84,36,0.816,-0.003,0.816,-0.098,1.3785,0,4,1,16
159908958,1474132880924062,398136196,-1052140941,1794678,0,0.498,0.35495,2.038,2.935,0.71,1.17,84,36,1.095,-0.084,1.092,-0.185,1.56293,0,4,1,16
160088844,1474132880924062,398136196,-1052140916,1794586,0,0.5,0.285936,2.035,2.927,0.71,1.17,84,34,1.285,-0.232,1.264,-0.182,1.67806,0,4,1,16
160305125,1474132880924062,398136196,-1052140883,1794634,0,0.5,0.256111,2.033,2.928,0.72,1.17,84,34,1.614,0.0,1.614,-0.588,1.61863,0,4,1,15
160547387,1474132880924062,398136197,-1052140845,1794577,0,0.498,0.217548,2.032,2.921,0.72,1.17,84,34,1.986,-0.231,1.972,-0.431,1.65866,0,4,1,15
160698777,1474132880924062,398136200,-1052140802,1794507,0,0.499,0.205805,2.031,2.913,0.72,1.17,84,34,2.184,-0.146,2.179,-0.413,1.64752,0,4,1,15
160900665,1474132881924128,398136203,-1052140753,1794529,0,0.495,0.169885,2.029,2.907,0.71,1.17,84,34,2.337,0.027,2.337,-0.755,1.59505,0,4,1,16
161110731,1474132881924128,398136206,-1052140700,1794597,0,0.548,0.200242,2.03,2.904,0.71,1.17,84,34,2.421,0.056,2.42,-0.68,1.57513,0,4,1,16
161299615,1474132881924128,398136205,-1052140642,1794599,0,0.486,0.162611,2.03,2.899,0.71,1.17,84,34,2.668,-0.193,2.661,-0.397,1.61627,0,4,1,16
161484524,1474132881924128,398136209,-1052140587,1794478,0,0.461,0.17123,2.03,2.901,0.71,1.17,84,34,2.563,0.039,2.563,-0.14,1.58747,0,4,1,16
161702550,1474132881924128,398136210,-1052140528,1794399,0,0.483,0.162485,2.029,2.903,0.71,1.17,84,34,2.76,-0.118,2.757,0.129,1.60133,0,4,1,16
161906488,1474132882924194,398136213,-1052140466,1794253,0,0.471,0.140671,2.028,2.905,0.71,1.17,84,34,2.992,-0.1,2.99,-0.042,1.60291,0,4,1,16
162106513,1474132882924194,398136218,-1052140403,1794150,0,0.451,0.150681,2.028,2.9,0.76,1.17,84,37,2.911,0.175,2.906,-0.047,1.55983,0,4,1,15
162314453,1474132882924194,398136223,-1052140340,1794041,0,0.449,0.137079,2.025,2.887,0.76,1.17,84,37,3.014,0.038,3.014,-0.129,1.55884,0,4,1,15
162547531,1474132882924194,398136227,-1052140274,1794028,0,0.463,0.14344,2.024,2.884,0.76,1.17,84,37,3.065,0.16,3.061,-0.327,1.53958,0,4,1,15
162699843,1474132882924194,398136233,-1052140209,1794002,0,0.488,0.144019,2.023,2.882,0.76,1.17,84,37,3.028,0.197,3.022,-0.371,1.52262,0,4,1,15
162888169,1474132883924259,398136239,-1052140138,1794082,0,0.54,0.156812,2.026,2.885,0.76,1.17,84,37,3.227,0.296,3.213,-0.744,1.50255,0,4,1,15
163104277,1474132883924259,398136245,-1052140073,1794153,0,0.517,0.163088,2.028,2.883,0.76,1.17,84,35,2.921,0.2,2.915,-0.837,1.50237,0,4,1,15
163304205,1474132883924259,398136252,-1052140015,1794155,0,0.555,0.173986,2.03,2.887,0.76,1.17,84,35,2.635,0.008,2.635,-0.84,1.53313,0,4,1,15
163502132,1474132883924259,398136256,-1052139965,1794219,0,0.489,0.193398,2.028,2.879,0.76,1.17,84,35,2.516,0.146,2.512,-1.001,1.52396,0,4,1,15
163704140,1474132883924259,398136265,-1052139919,1794372,0,0.49,0.212374,2.027,2.878,0.76,1.17,84,35,2.02,0.456,1.968,-1.099,1.44187,0,4,1,15
163903056,1474132884924325,398136275,-1052139873,1794563,0,0.495,0.217175,2.028,2.879,0.76,1.17,84,35,2.233,0.396,2.198,-1.203,1.41763,0,4,1,15
164106065,1474132884924325,398136285,-1052139835,1794683,0,0.475,0.272782,2.025,2.869,0.76,1.17,84,35,1.83,0.298,1.805,-1.316,1.41355,0,4,1,15
164287851,1474132884924325,398136294,-1052139800,1794952,0,0.483,0.30345,2.023,2.863,0.71,1.17,84,35,1.632,0.538,1.541,-1.612,1.33374,0,4,1,16
164568267,1474132884924325,398136307,-1052139770,1795184,0,0.498,0.379439,2.023,2.862,0.71,1.17,84,35,1.348,0.634,1.19,-1.435,1.23507,0,4,1,16
164703775,1474132884924325,398136322,-1052139754,1795372,0,0.509,0.601858,2.023,2.862,0.76,1.17,84,35,0.901,0.569,0.698,-1.413,1.13599,0,4,1,15
164907750,1474132885924390,398136337,-1052139746,1795522,0,0.493,0.681073,2.024,2.861,0.76,1.17,84,35,0.84,0.683,0.489,-1.263,0.910263,0,4,1,15
165106729,1474132885924390,398136352,-1052139737,1795711,0,0.488,0.621271,2.025,2.86,0.76,1.17,84,33,0.943,0.721,0.607,-1.243,0.795581,0,4,1,15
165304578,1474132885924390,398136369,-1052139728,1795920,0,0.478,0.507876,2.025,2.858,0.71,1.17,84,33,1.098,1.013,0.424,-1.266,0.556513,0,4,1,16
165513657,1474132885924390,398136392,-1052139729,1795991,0,0.489,0.520189,2.025,2.857,0.71,1.17,84,33,0.99,0.99,0.006,-1.192,0.287959,0,4,1,16
165695520,1474132885924390,398136415,-1052139734,1796118,0,0.47,0.354658,2.025,2.856,0.71,1.17,84,33,1.325,1.325,0.004,-0.997,0.0931742,0,4,1,16
165906477,1474132886924456,398136439,-1052139740,1796173,0,0.484,0.430612,2.025,2.855,0.71,1.17,84,33,1.05,1.035,-0.177,-0.664,6.27006,0,4,1,16
166108458,1474132886924456,398136462,-1052139755,1796225,0,0.514,0.348948,2.026,2.857,0.71,1.17,84,36,1.333,1.169,-0.639,-0.883,5.97611,0,4,1,16
166307402,1474132886924456,398136486,-1052139772,1796330,0,0.502,0.264167,2.025,2.854,0.71,1.17,84,36,1.429,1.31,-0.572,-0.791,5.90938,0,4,1,16
166558588,1474132886924456,398136514,-1052139794,1796359,0,0.541,0.257124,2.025,2.853,0.71,1.17,84,36,1.61,1.311,-0.935,-0.781,5.78301,0,4,1,16
166708313,1474132886924456,398136540,-1052139819,1796406,0,0.543,0.256155,2.028,2.858,0.71,1.17,84,36,1.627,1.325,-0.945,-0.599,5.72299,0,4,1,16
166897949,1474132887924521,398136571,-1052139849,1796407,0,0.577,0.16752,2.03,2.863,0.71,1.17,84,36,1.986,1.513,-1.287,-1.062,5.62165,0,4,1,16
167707014,1474132887924521,398136641,-1052139975,1799745,0,0.546,0.187155,2.018,2.871,0.76,1.17,84,37,1.839,0.897,-1.605,-7.235,5.26018,0,4,1,15
167906873,1474132888924587,398136674,-1052140033,1801210,0,0.541,0.109992,2.015,2.87,0.77,1.23,84,37,2.904,1.641,-2.395,-8.62,5.31315,0,4,1,14
168107808,1474132888924587,398136710,-1052140100,1802916,0,0.557,0.100927,2.013,2.869,0.77,1.23,84,35,3.297,1.77,-2.782,-9.167,5.27896,0,4,1,14
168299649,1474132888924587,398136732,-1052140146,1804806,0,0.734,0.213363,2.011,2.866,0.76,1.17,84,35,2.235,1.165,-1.906,-8.81,5.2611,0,4,1,15
168547778,1474132888924587,398136728,-1052140146,1807134,0,1.094,1.14835,2.008,2.861,0.71,1.17,84,35,0.683,0.244,-0.638,-8.749,5.2611,0,4,1,16
168707530,1474132888924587,398136734,-1052140167,1808973,0,1.317,0.399434,2.007,2.861,0.72,1.23,84,35,2.072,0.902,-1.866,-8.285,5.16249,0,4,1,15
168910513,1474132889924652,398136730,-1052140192,1810173,0,1.622,0.399827,2.017,2.881,0.76,1.17,84,35,1.208,-0.812,-0.894,-5.601,5.16249,0,4,1,15
169100369,1474132889924652,398136709,-1052140188,1810732,0,1.794,0.400041,2.039,2.908,0.76,1.17,84,34,0.798,-0.567,0.563,-3.012,5.16249,0,4,1,15
169304368,1474132889924652,398136668,-1052140139,1810990,0,2.073,0.417058,2.065,2.937,0.71,1.17,84,34,3.383,-2.437,2.346,-1.777,3.82596,0,4,1,16
169507703,1474132889924652,398136646,-1052140091,1811840,0,1.831,0.417275,2.09,2.97,0.71,1.17,84,34,1.202,-0.078,1.199,-3.065,3.82596,0,4,1,16
169701802,1474132889924652,398136651,-1052140045,1813267,0,1.856,0.417642,2.112,3.001,0.71,1.17,84,34,1.796,1.34,1.196,-5.3,3.82596,0,4,1,16
169900141,1474132890924718,398136690,-1052140018,1814915,0,2.034,0.684143,2.131,3.028,0.76,1.17,84,34,3.27,3.109,1.013,-6.302,4.5798,0,4,1,15
170100409,1474132890924718,398136702,-1052139997,1816446,0,2.955,0.684326,2.148,3.063,0.77,1.33,84,33,0.882,0.878,-0.09,-4.476,4.5798,0,4,1,13
170298417,1474132890924718,398136707,-1052140050,1817638,0,2.906,0.688916,2.159,3.095,0.77,1.23,84,33,3.084,-0.125,-3.082,-4.981,4.62549,0,4,1,14
170550206,1474132890924718,398136707,-1052140121,1819420,0,3.427,0.7535,2.169,3.125,0.85,1.35,84,33,3.163,-0.207,-3.156,-7.058,4.6353,0,4,1,11
170702824,1474132890924718,398136718,-1052140237,1819735,0,2.927,0.500396,2.171,3.138,0.77,1.23,84,33,4.123,0.073,-4.123,-5.267,4.70104,0,4,1,14
170914860,1474132891924783,398136723,-1052140348,1819852,0,2.472,0.655882,2.178,3.152,1.07,1.32,84,33,3.643,-0.118,-3.641,-3.442,4.69332,0,4,1,13
171100685,1474132891924783,398136770,-1052140504,1818665,0,1.992,0.261832,2.178,3.151,0.8,1.25,84,34,5.471,2.193,-5.013,-0.136,5.06546,0,4,1,13
171301630,1474132891924783,398136828,-1052140663,1817641,0,1.849,0.188987,2.175,3.146,0.8,1.25,84,34,6.256,2.533,-5.72,1.523,5.10749,0,4,1,13
171504591,1474132891924783,398136881,-1052140818,1816827,0,2.118,0.162859,2.177,3.148,1.11,1.36,84,34,6.53,2.676,-5.957,2.418,5.12311,0,4,1,12
171701595,1474132891924783,398136934,-1052140981,1815868,0,1.894,0.138322,2.18,3.147,1.05,1.34,84,34,6.707,2.592,-6.186,3.108,5.11499,0,4,1,13
171904490,1474132892924849,398136987,-1052141144,1814938,0,1.706,0.131384,2.183,3.146,1.05,1.34,84,34,6.985,2.935,-6.338,3.322,5.13148,0,4,1,13
172107408,1474132892924849,398137043,-1052141305,1814110,0,1.267,0.118693,2.182,3.141,0.78,1.18,84,34,6.682,2.72,-6.103,3.002,5.13152,0,4,1,14
172305370,1474132892924849,398137097,-1052141465,1813251,0,1.063,0.112045,2.179,3.137,0.78,1.18,84,34,6.524,2.328,-6.094,3.049,5.10248,0,4,1,14
172536352,1474132892924849,398137143,-1052141625,1812373,0,0.907,0.100875,2.175,3.132,0.78,1.18,84,34,6.424,1.79,-6.169,2.992,5.04222,0,4,1,14
172714446,1474132892924849,398137183,-1052141776,1811529,0,0.782,0.0937303,2.169,3.124,0.78,1.18,84,34,5.862,1.584,-5.644,3.003,5.01159,0,4,1,14
172912184,1474132893924914,398137213,-1052141918,1810653,0,0.9,0.0912648,2.171,3.124,1.05,1.34,84,34,5.651,1.281,-5.504,3.049,4.9747,0,4,1,13
173113139,1474132893924914,398137232,-1052142045,1809898,0,0.839,0.116905,2.174,3.122,1.05,1.34,84,37,4.46,0.416,-4.44,2.792,4.90937,0,4,1,13
173306787,1474132893924914,398137248,-1052142152,1809265,0,0.715,0.137063,2.17,3.116,0.78,1.18,84,37,3.455,0.45,-3.425,1.941,4.88116,0,4,1,14
173506461,1474132893924914,398137260,-1052142239,1808758,0,0.589,0.180275,2.16,3.108,0.78,1.18,84,37,2.448,-0.187,-2.441,1.214,4.79082,0,4,1,14
173704906,1474132893924914,398137270,-1052142311,1808466,0,0.419,0.242213,2.148,3.098,0.78,1.18,84,37,1.751,-0.302,-1.725,0.066,4.70092,0,4,1,14
173887761,1474132894924980,398137276,-1052142363,1808220,0,0.361,0.353264,2.138,3.088,0.78,1.18,84,37,1.413,-0.691,-1.232,-0.097,4.541,0,4,1,14
174114451,1474132894924980,398137270,-1052142392,1808044,0,0.495,0.53939,2.137,3.084,0.78,1.18,84,36,1.127,-0.995,-0.529,-0.236,4.26741,0,4,1,14
174309821,1474132894924980,398137261,-1052142416,1807861,0,0.509,0.463701,2.134,3.082,0.76,1.17,84,36,1.117,-1.098,-0.205,-0.264,3.72633,0,4,1,15
174554539,1474132894924980,398137248,-1052142437,1807625,0,0.523,0.331708,2.129,3.076,0.76,1.17,84,36,1.307,-1.305,0.059,0.053,3.3095,0,4,1,15
174699643,1474132894924980,398137236,-1052142454,1807440,0,0.546,0.329777,2.123,3.071,0.76,1.17,84,36,1.219,-1.189,0.268,0.011,3.11331,0,4,1,15
174904608,1474132895925046,398137224,-1052142464,1807270,0,0.539,0.341036,2.119,3.066,0.76,1.17,84,36,1.096,-1.007,0.433,0.361,2.93087,0,4,1,15
175108917,1474132895925046,398137208,-1052142463,1806976,0,0.485,0.211553,2.112,3.061,0.71,1.17,84,32,1.726,-1.594,0.662,0.795,2.79896,0,4,1,16
175296443,1474132895925046,398137183,-1052142455,1806631,0,0.523,0.153311,2.107,3.055,0.71,1.17,84,32,2.223,-1.941,1.083,0.992,2.68966,0,4,1,16
175507418,1474132895925046,398137157,-1052142445,1806350,0,0.506,0.185501,2.101,3.052,0.71,1.17,84,32,1.865,-1.729,0.699,0.656,2.71725,0,4,1,16
175707415,1474132895925046,398137132,-1052142448,1805972,0,0.49,0.120994,2.091,3.045,0.77,1.17,84,32,2.203,-2.016,0.89,0.845,2.72325,0,4,1,14
175910887,1474132896925111,398137099,-1052142435,1805677,0,0.481,0.102532,2.081,3.035,0.77,1.17,84,32,2.941,-2.626,1.325,0.475,2.69471,0,4,1,14
176111198,1474132896925111,398137055,-1052142416,1805352,0,0.535,0.0800644,2.078,3.032,1.01,1.3,84,48,3.292,-2.869,1.615,0.529,2.65357,0,4,1,13
176308131,1474132896925111,398137009,-1052142386,1805032,0,0.552,0.0957044,2.077,3.032,0.86,1.28,84,48,3.205,-2.792,1.573,0.608,2.64311,0,4,1,15
176557290,1474132896925111,398136969,-1052142362,1804716,0,0.448,0.0851991,2.067,3.027,0.72,1.17,84,48,3.541,-3.132,1.653,0.513,2.65042,0,4,1,15
176688009,1474132896925111,398136921,-1052142329,1804376,0,0.493,0.0798223,2.063,3.021,1.0,1.3,84,48,3.673,-3.172,1.853,0.813,2.63017,0,4,1,14
176905713,1474132897925177,398136871,-1052142295,1804013,0,0.494,0.0787407,2.058,3.015,0.77,1.17,84,48,3.786,-3.234,1.969,0.582,2.61189,0,4,1,14
177103858,1474132897925177,398136819,-1052142263,1803612,0,0.409,0.0733358,2.049,3.011,0.77,1.17,90,35,4.328,-3.802,2.066,0.775,2.62931,0,4,1,14
177314463,1474132897925177,398136759,-1052142223,1803323,0,0.529,0.090517,2.045,3.009,0.77,1.17,90,35,4.149,-3.58,2.097,0.655,2.62218,0,4,1,14
177504646,1474132897925177,398136702,-1052142178,1803024,0,0.417,0.0731324,2.037,3.006,0.76,1.17,90,35,4.671,-4.085,2.265,0.542,2.63018,0,4,1,15
177701599,1474132897925177,398136636,-1052142131,1802789,0,0.492,0.0723985,2.032,3.002,0.76,1.17,90,35,4.524,-3.991,2.129,0.43,2.64126,0,4,1,15
177909614,1474132898925242,398136574,-1052142093,1802485,0,0.415,0.0749608,2.025,2.999,0.77,1.17,90,35,4.741,-4.222,2.158,0.599,2.655,0,4,1,14
178089362,1474132898925242,398136509,-1052142057,1802139,0,0.451,0.0833562,2.02,2.998,0.79,1.2,90,36,4.375,-3.967,1.844,0.778,2.67857,0,4,1,13
178300349,1474132898925242,398136442,-1052142019,1801910,0,0.517,0.0862599,2.017,2.997,0.78,1.2,90,36,4.29,-4.011,1.523,0.456,2.72776,0,4,1,14
178560631,1474132898925242,398136375,-1052141991,1801718,0,0.452,0.0935767,2.015,2.997,0.78,1.2,90,36,4.337,-4.137,1.301,0.15,2.77875,0,4,1,14
178700332,1474132898925242,398136306,-1052141968,1801534,0,0.496,0.10179,2.014,2.997,0.78,1.2,90,36,4.227,-4.078,1.114,0.218,2.82339,0,4,1,14
178911225,1474132899925308,398136237,-1052141951,1801317,0,0.432,0.0945684,2.012,2.998,0.78,1.2,90,36,4.429,-4.377,0.673,0.124,2.91327,0,4,1,14
179106419,1474132899925308,398136164,-1052141944,1801173,0,0.523,0.116601,2.012,3.0,0.78,1.2,96,38,4.147,-4.135,0.314,0.333,2.97477,0,4,1,14
179308877,1474132899925308,398136099,-1052141946,1800801,0,0.364,0.10665,2.01,3.001,0.78,1.2,96,38,4.201,-4.187,0.341,0.749,3.02165,0,4,1,14
179488935,1474132899925308,398136031,-1052141956,1800530,0,0.455,0.117544,2.008,3.0,0.78,1.2,96,38,4.003,-3.981,-0.427,0.415,3.12516,0,4,1,14
179699528,1474132899925308,398135963,-1052141973,1800314,0,0.41,0.121821,2.007,2.999,0.78,1.2,96,38,4.129,-4.081,-0.625,0.453,3.20708,0,4,1,14
179899632,1474132900925373,398135894,-1052141991,1800179,0,0.442,0.124933,2.008,2.999,0.79,1.2,96,38,3.998,-3.97,-0.474,0.116,3.23322,0,4,1,13
180110869,1474132900925373,398135819,-1052142009,1800123,0,0.465,0.124333,2.008,2.994,0.75,1.2,96,48,4.333,-4.211,-1.02,-0.036,3.30709,0,4,1,14
180297729,1474132900925373,398135754,-1052142043,1799869,0,0.354,0.119217,2.006,2.994,0.75,1.2,96,48,3.825,-3.62,-1.235,0.124,3.39274,0,4,1,14
180551848,1474132900925373,398135696,-1052142076,1799623,0,0.418,0.14786,2.006,2.991,0.73,1.2,96,48,3.49,-3.268,-1.225,0.331,3.43549,0,4,1,15
180711577,1474132900925373,398135650,-1052142111,1799313,0,0.402,0.188858,2.006,2.995,0.71,1.17,96,48,2.889,-2.578,-1.304,0.249,3.50212,0,4,1,16
180897427,1474132901925439,398135607,-1052142146,1799050,0,0.468,0.195192,2.009,3.001,0.71,1.17,96,48,3.026,-2.671,-1.422,0.478,3.56456,0,4,1,16
181104390,1474132901925439,398135566,-1052142187,1798884,0,0.382,0.188227,2.012,3.008,0.76,1.17,96,38,2.971,-2.44,-1.694,0.312,3.66006,0,3,1,15
181297285,1474132901925439,398135528,-1052142231,1798718,0,0.428,0.210442,2.016,3.012,0.76,1.17,96,38,2.872,-2.456,-1.489,0.182,3.67183,0,3,1,15
181497246,1474132901925439,398135491,-1052142273,1798619,0,0.372,0.205619,2.02,3.015,0.76,1.17,96,38,2.698,-2.184,-1.585,-0.154,3.7218,0,3,1,15
181698493,1474132901925439,398135456,-1052142315,1798525,0,0.433,0.214778,2.024,3.02,0.78,1.2,96,38,2.679,-2.31,-1.357,-0.367,3.69819,0,3,1,14
181916413,1474132902925504,398135419,-1052142352,1798523,0,0.454,0.240769,2.029,3.027,0.78,1.2,96,38,2.534,-2.134,-1.368,-0.446,3.70416,0,3,1,14
182096128,1474132902925504,398135382,-1052142388,1798433,0,0.47,0.249848,2.037,3.035,0.78,1.2,96,36,2.588,-2.252,-1.274,0.081,3.68122,0,3,1,14
182293079,1474132902925504,398135350,-1052142421,1798188,0,0.448,0.260945,2.042,3.037,0.76,1.17,96,36,2.209,-2.001,-0.934,0.38,3.63188,0,3,1,15
182553381,1474132902925504,398135317,-1052142450,1797952,0,0.443,0.255267,2.047,3.04,0.78,1.2,96,36,2.233,-1.998,-0.997,0.634,3.61793,0,3,1,14
182702778,1474132902925504,398135284,-1052142478,1797668,0,0.499,0.292013,2.052,3.041,0.78,1.2,96,36,2.111,-1.872,-0.975,1.021,3.61963,0,3,1,14
182910735,1474132903925570,398135254,-1052142505,1797279,0,0.512,0.294824,2.056,3.04,0.78,1.2,96,36,2.052,-1.861,-0.865,1.166,3.59821,0,3,1,14
183097795,1474132903925570,398135223,-1052142522,1796919,0,0.5,0.31513,2.057,3.04,0.73,1.2,96,37,1.747,-1.611,-0.677,1.0,3.57077,0,3,1,15
183296665,1474132903925570,398135198,-1052142537,1796718,0,0.426,0.369162,2.056,3.035,0.71,1.17,96,37,1.448,-1.307,-0.623,0.163,3.5775,0,3,1,16
183489629,1474132903925570,398135177,-1052142547,1796630,0,0.45,0.398183,2.054,3.031,0.71,1.17,96,37,1.295,-1.278,-0.21,-0.539,3.45115,0,3,1,16
183695553,1474132903925570,398135160,-1052142546,1796619,0,0.528,0.466307,2.053,3.028,0.71,1.17,96,37,1.045,-0.995,0.318,-1.053,3.19008,0,3,1,16
183911546,1474132904925635,398135147,-1052142537,1796699,0,0.564,0.424956,2.052,3.025,0.71,1.17,96,37,1.062,-0.817,0.679,-1.275,2.78454,0,3,1,16
184105475,1474132904925635,398135137,-1052142521,1796770,0,0.573,0.402763,2.051,3.018,0.71,1.17,89,34,1.075,-0.548,0.925,-1.078,2.42674,0,3,1,16
184297339,1474132904925635,398135132,-1052142497,1796824,0,0.575,0.33295,2.05,3.012,0.71,1.17,89,34,1.325,-0.278,1.295,-0.79,2.04386,0,3,1,16
