timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
184545445,1474132904925635,398135131,-1052142464,1796845,0,0.57,0.274746,2.049,3.007,0.71,1.17,89,34,1.7,-0.104,1.697,-0.535,1.79879,0,3,1,16
184699245,1474132904925635,398135136,-1052142421,1796766,0,0.5,0.205342,2.047,2.99,0.71,1.17,89,34,2.198,0.2,2.189,-0.335,1.59405,0,3,1,16
184892080,1474132905925701,398135146,-1052142369,1796589,0,0.47,0.176577,2.045,2.974,0.71,1.17,89,34,2.596,0.467,2.554,0.0,1.47652,0,3,1,16
185112094,1474132905925701,398135163,-1052142308,1796318,0,0.443,0.144663,2.042,2.957,0.71,1.17,83,37,3.202,0.735,3.116,0.022,1.39414,0,3,1,16
185298447,1474132905925701,398135181,-1052142235,1796151,0,0.428,0.13002,2.039,2.94,0.71,1.17,83,37,3.554,0.906,3.436,0.017,1.34905,0,3,1,16
185500889,1474132905925701,398135205,-1052142152,1795933,0,0.422,0.112184,2.037,2.924,0.71,1.17,83,37,4.167,1.175,3.998,0.034,1.31211,0,3,1,16
185698763,1474132905925701,398135231,-1052142056,1795832,0,0.434,0.0988169,2.035,2.913,0.71,1.17,83,37,4.701,1.356,4.501,-0.235,1.2928,0,3,1,16
185906800,1474132906925766,398135266,-1052141961,1795676,0,0.399,0.0879386,2.032,2.872,0.76,1.17,83,37,4.722,1.981,4.286,-0.637,1.20527,0,3,1,15
186106564,1474132906925766,398135307,-1052141867,1795463,0,0.402,0.112592,2.035,2.84,0.76,1.17,83,35,4.773,2.021,4.323,-0.497,1.17748,0,3,1,15
186288423,1474132906925766,398135351,-1052141771,1795468,0,0.416,0.0977585,2.036,2.834,0.76,1.17,83,35,4.975,2.408,4.353,-0.3,1.11311,0,3,1,15
186550700,1474132906925766,398135403,-1052141675,1795451,0,0.419,0.106935,2.039,2.837,0.76,1.17,83,35,5.172,2.829,4.33,-0.319,1.05716,0,3,1,15
186699289,1474132906925766,398135460,-1052141582,1795488,0,0.406,0.119939,2.044,2.834,0.76,1.17,83,35,5.074,3.232,3.911,-0.693,0.977747,0,3,1,15
186908316,1474132907925832,398135530,-1052141506,1795328,0,0.352,0.092725,2.046,2.808,0.76,1.17,83,35,5.197,3.586,3.761,-0.636,0.871508,0,3,1,15
187119235,1474132907925832,398135607,-1052141437,1795325,0,0.332,0.0861494,2.044,2.795,0.76,1.17,83,36,5.335,4.362,3.071,-0.988,0.730782,0,3,1,15
187311241,1474132907925832,398135694,-1052141383,1795076,0,0.296,0.0854227,2.041,2.761,0.76,1.17,83,36,5.278,4.467,2.811,-0.702,0.64388,0,3,1,15
187502785,1474132907925832,398135785,-1052141331,1795044,0,0.298,0.0806363,2.036,2.748,0.76,1.17,83,36,5.468,4.859,2.508,-0.903,0.55365,0,3,1,15
187682805,1474132907925832,398135880,-1052141283,1795084,0,0.293,0.0770172,2.031,2.734,0.76,1.17,83,36,5.533,5.127,2.081,-0.595,0.463872,0,3,1,15
187902452,1474132908925898,398135976,-1052141252,1795124,0,0.373,0.0791043,2.025,2.719,0.76,1.17,83,36,5.354,5.156,1.44,-0.957,0.368336,0,3,1,15
188119843,1474132908925898,398136077,-1052141234,1795272,0,0.383,0.0839315,2.02,2.702,0.76,1.17,83,38,5.26,5.24,0.456,-1.118,0.232699,0,3,1,15
188308786,1474132908925898,398136187,-1052141237,1795299,0,0.404,0.0799891,2.014,2.696,0.76,1.17,83,38,5.768,5.768,0.001,-1.053,0.108286,0,3,1,15
188553802,1474132908925898,398136295,-1052141251,1795337,0,0.406,0.0746168,2.008,2.691,0.76,1.17,83,38,5.42,5.404,-0.426,-0.643,0.00620482,0,3,1,15
188706786,1474132908925898,398136393,-1052141280,1795305,0,0.437,0.0764987,2.005,2.683,0.76,1.17,83,38,5.25,5.118,-1.17,-0.519,6.17385,0,3,1,15
188911524,1474132909925963,398136488,-1052141318,1795269,0,0.451,0.0809838,2.001,2.672,0.76,1.17,83,38,4.993,4.769,-1.481,-0.348,6.08123,0,3,1,15
189091359,1474132909925963,398136582,-1052141377,1795099,0,0.461,0.0660454,1.996,2.662,0.76,1.17,89,37,5.32,4.673,-2.543,-0.271,5.90014,0,3,1,15
189309727,1474132909925963,398136671,-1052141456,1795015,0,0.49,0.0727481,1.991,2.653,0.76,1.17,89,37,5.162,4.103,-3.132,-0.193,5.77444,0,3,1,15
189503214,1474132909925963,398136747,-1052141542,1794947,0,0.45,0.0683738,1.983,2.634,0.71,1.17,89,37,5.03,3.728,-3.376,0.049,5.65096,0,3,1,16
189702436,1474132909925963,398136814,-1052141640,1794747,0,0.512,0.0913486,1.977,2.625,0.71,1.17,89,37,4.833,2.812,-3.931,0.21,5.53285,0,3,1,16
189901113,1474132910926029,398136864,-1052141743,1794542,0,0.468,0.0955651,1.973,2.62,0.71,1.17,89,37,4.541,1.999,-4.077,0.731,5.35608,0,3,1,16
190111396,1474132910926029,398136894,-1052141847,1794192,0,0.425,0.115299,1.967,2.615,0.71,1.17,89,34,4.056,0.821,-3.972,0.754,5.17431,0,3,1,16
190317010,1474132910926029,398136913,-1052141950,1793860,0,0.411,0.126747,1.955,2.607,0.71,1.17,89,34,3.785,0.306,-3.772,0.833,5.00031,0,3,1,16
190538464,1474132910926029,398136926,-1052142052,1793527,0,0.411,0.130205,1.944,2.6,0.71,1.17,89,34,3.717,0.022,-3.717,1.016,4.86222,0,3,1,16
190702814,1474132910926029,398136930,-1052142143,1793221,0,0.402,0.138741,1.938,2.592,0.71,1.17,89,34,3.426,-0.213,-3.42,0.966,4.76235,0,3,1,16
190904819,1474132911926094,398136929,-1052142220,1793079,0,0.395,0.168344,1.932,2.586,0.71,1.17,89,34,2.954,-0.477,-2.915,0.648,4.67606,0,3,1,16
191104680,1474132911926094,398136921,-1052142287,1792859,0,0.359,0.202142,1.927,2.581,0.71,1.17,89,36,2.546,-0.908,-2.378,0.479,4.54122,0,3,1,16
191304605,1474132911926094,398136916,-1052142357,1792419,0,0.376,0.188946,1.916,2.566,0.71,1.17,89,36,2.43,-0.85,-2.276,0.415,4.44162,0,3,1,16
191515533,1474132911926094,398136902,-1052142416,1792186,0,0.388,0.220066,1.908,2.557,0.71,1.17,89,36,2.438,-1.438,-1.969,0.198,4.28848,0,3,1,16
191704421,1474132911926094,398136881,-1052142464,1792014,0,0.348,0.242662,1.905,2.553,0.71,1.17,89,36,2.211,-1.419,-1.696,0.0,4.16531,0,3,1,16
191885283,1474132912926160,398136858,-1052142510,1791880,0,0.336,0.209554,1.894,2.542,0.71,1.17,89,36,2.214,-1.623,-1.506,-0.238,4.00721,0,3,1,16
192107311,1474132912926160,398136829,-1052142551,1791825,0,0.35,0.198057,1.883,2.531,0.71,1.17,89,36,2.39,-1.912,-1.434,-0.385,3.88961,0,3,1,16
192307260,1474132912926160,398136794,-1052142587,1791700,0,0.364,0.19476,1.88,2.511,0.71,1.17,89,36,2.645,-2.289,-1.325,-0.311,3.77583,0,3,1,16
192571526,1474132912926160,398136755,-1052142624,1791685,0,0.351,0.172567,1.875,2.502,0.71,1.17,89,36,2.867,-2.621,-1.163,-0.551,3.65429,0,3,1,16
192708118,1474132912926160,398136714,-1052142660,1791476,0,0.308,0.14404,1.866,2.47,0.71,1.17,89,36,3.106,-2.927,-1.039,-0.347,3.55292,0,3,1,16
192907384,1474132913926225,398136669,-1052142687,1791366,0,0.348,0.140515,1.858,2.46,0.71,1.17,89,36,3.156,-3.08,-0.686,-0.388,3.45401,0,3,1,16
193106461,1474132913926225,398136623,-1052142709,1791230,0,0.363,0.135545,1.85,2.439,0.71,1.17,89,35,3.228,-3.206,-0.38,-0.255,3.35283,0,3,1,16
193288108,1474132913926225,398136574,-1052142723,1791065,0,0.361,0.126554,1.844,2.416,0.71,1.17,89,35,3.482,-3.482,-0.069,-0.127,3.25009,0,3,1,16
193506766,1474132913926225,398136521,-1052142731,1790886,0,0.364,0.122161,1.837,2.393,0.71,1.17,89,35,3.443,-3.44,0.144,-0.184,3.17186,0,3,1,16
193698695,1474132913926225,398136467,-1052142731,1790800,0,0.373,0.120429,1.83,2.373,0.71,1.17,89,35,3.465,-3.429,0.502,-0.247,3.08217,0,3,1,16
193900606,1474132914926291,398136410,-1052142721,1790715,0,0.434,0.1162,1.827,2.355,0.71,1.17,89,35,3.544,-3.429,0.893,-0.11,2.98031,0,3,1,16
194100585,1474132914926291,398136352,-1052142704,1790596,0,0.385,0.113517,1.824,2.351,0.71,1.17,90,35,3.783,-3.656,0.972,0.147,2.92945,0,3,1,16
194299538,1474132914926291,398136294,-1052142685,1790427,0,0.333,0.0952189,1.813,2.327,0.71,1.17,90,35,3.88,-3.635,1.358,-0.244,2.84358,0,3,1,16
194537663,1474132914926291,398136234,-1052142661,1790292,0,0.39,0.0885344,1.804,2.312,0.71,1.17,90,35,4.176,-3.886,1.529,-0.026,2.80188,0,3,1,16
194688425,1474132914926291,398136169,-1052142624,1790234,0,0.454,0.0951618,1.802,2.311,0.71,1.17,90,35,4.316,-3.886,1.879,-0.25,2.74973,0,3,1,16
194899356,1474132915926356,398136098,-1052142582,1790198,0,0.409,0.0838395,1.8,2.309,0.71,1.17,90,35,4.565,-4.128,1.95,-0.138,2.72152,0,3,1,16
195099235,1474132915926356,398136027,-1052142534,1790124,0,0.437,0.0786468,1.798,2.309,0.71,1.17,90,36,4.752,-4.085,2.428,-0.16,2.65872,0,3,1,16
195296354,1474132915926356,398135956,-1052142476,1790013,0,0.421,0.0779061,1.797,2.299,0.71,1.17,90,36,4.97,-4.189,2.675,0.048,2.61469,0,3,1,16
195501175,1474132915926356,398135888,-1052142418,1789819,0,0.368,0.0777061,1.791,2.293,0.71,1.17,90,36,5.125,-4.168,2.981,0.304,2.56656,0,3,1,16
195700086,1474132915926356,398135822,-1052142351,1789634,0,0.387,0.0772666,1.786,2.28,0.71,1.17,90,36,5.209,-3.981,3.359,0.158,2.50187,0,3,1,16
195905144,1474132916926422,398135750,-1052142268,1789590,0,0.437,0.0711581,1.786,2.27,0.71,1.17,90,36,5.615,-4.066,3.871,-0.205,2.43483,0,3,1,16
196100017,1474132916926422,398135681,-1052142182,1789539,0,0.408,0.0723184,1.784,2.268,0.71,1.17,90,38,5.524,-3.863,3.949,-0.09,2.38941,0,3,1,16
196304020,1474132916926422,398135615,-1052142087,1789546,0,0.414,0.0658315,1.782,2.269,0.71,1.17,90,38,5.86,-3.837,4.429,-0.293,2.33061,0,3,1,16
196555246,1474132916926422,398135553,-1052141982,1789594,0,0.416,0.062444,1.779,2.27,0.71,1.17,90,38,5.944,-3.397,4.878,-0.419,2.24816,0,3,1,16
196708878,1474132916926422,398135494,-1052141867,1789580,0,0.466,0.0636811,1.778,2.26,0.71,1.17,90,38,6.072,-3.299,5.098,-0.077,2.19555,0,3,1,16
196898527,1474132917926487,398135442,-1052141741,1789550,0,0.478,0.0615846,1.777,2.257,0.71,1.17,90,38,6.357,-2.733,5.74,-0.276,2.09863,0,3,1,16
197110737,1474132917926487,398135396,-1052141604,1789581,0,0.439,0.0531358,1.776,2.259,0.71,1.17,90,35,6.689,-2.462,6.22,-0.072,2.00871,0,3,1,16
197295685,1474132917926487,398135360,-1052141460,1789566,0,0.458,0.0524765,1.773,2.262,0.71,1.17,90,35,6.654,-1.98,6.353,-0.266,1.93583,0,3,1,16
197500518,1474132917926487,398135336,-1052141310,1789561,0,0.514,0.0491942,1.773,2.26,0.76,1.17,90,35,6.892,-1.216,6.784,-0.503,1.82994,0,3,1,15
197701671,1474132917926487,398135326,-1052141155,1789518,0,0.455,0.0518591,1.773,2.257,0.76,1.17,90,35,6.919,-0.4,6.908,-0.364,1.72725,0,3,1,15
197905424,1474132918926553,398135327,-1052140996,1789480,0,0.452,0.0574091,1.771,2.253,0.76,1.17,90,35,7.061,-0.062,7.06,-0.312,1.65597,0,3,1,15
198117449,1474132918926553,398135340,-1052140843,1789415,0,0.436,0.0524463,1.767,2.252,0.76,1.17,89,34,6.919,0.643,6.889,-0.091,1.55402,0,3,1,15
198311384,1474132918926553,398135361,-1052140689,1789478,0,0.453,0.0614981,1.765,2.252,0.71,1.17,89,34,6.638,1.505,6.465,-0.487,1.45828,0,3,1,16
198550431,1474132918926553,398135396,-1052140546,1789632,0,0.454,0.0660345,1.764,2.253,0.71,1.17,89,34,6.343,2.093,5.987,-0.79,1.34942,0,3,1,16
198695500,1474132918926553,398135444,-1052140415,1789771,0,0.388,0.0663998,1.763,2.247,0.71,1.17,89,34,6.121,2.879,5.402,-0.629,1.21105,0,3,1,16
198907232,1474132919926618,398135502,-1052140290,1789986,0,0.342,0.0717021,1.762,2.249,0.71,1.17,89,34,6.346,3.707,5.15,-0.805,1.08405,0,3,1,16
199112205,1474132919926618,398135574,-1052140187,1790070,0,0.389,0.0959741,1.765,2.251,0.77,1.17,90,35,5.644,3.974,4.008,-0.8,0.97459,0,3,1,14
199301160,1474132919926618,398135654,-1052140104,1790270,0,0.375,0.084128,1.766,2.252,0.77,1.17,90,35,5.734,4.601,3.422,-1.076,0.78226,0,3,1,14
199508086,1474132919926618,398135742,-1052140036,1790540,0,0.353,0.0919809,1.766,2.252,0.76,1.17,90,35,5.535,4.928,2.521,-1.17,0.638065,0,3,1,15
199701286,1474132919926618,398135839,-1052139989,1790633,0,0.357,0.0970492,1.768,2.252,0.76,1.17,90,35,5.653,5.37,1.767,-1.152,0.483606,0,3,1,15
199898424,1474132920922752,398135940,-1052139960,1790730,0,0.385,0.0964055,1.767,2.25,0.76,1.17,90,35,5.219,5.17,0.715,-0.85,0.306743,0,3,1,15
200088840,1474132920922752,398136038,-1052139947,1790845,0,0.389,0.0902803,1.767,2.248,0.77,1.17,90,36,5.351,5.347,0.19,-0.762,0.160133,0,3,1,14
200306861,1474132920922752,398136137,-1052139954,1790973,0,0.402,0.084036,1.766,2.251,0.77,1.17,90,36,5.247,5.197,-0.724,-0.907,6.28071,0,3,1,14
200556017,1474132920922752,398136233,-1052139979,1791176,0,0.446,0.0793914,1.767,2.257,0.77,1.17,90,36,5.354,5.164,-1.415,-0.757,6.13798,0,3,1,14
200703728,1474132920922752,398136330,-1052140026,1791252,0,0.43,0.0658998,1.767,2.261,0.77,1.17,90,36,5.643,5.159,-2.286,-0.61,5.97385,0,3,1,14
200907668,1474132921922818,398136422,-1052140094,1791228,0,0.417,0.0587759,1.764,2.254,0.71,1.17,90,36,5.304,4.451,-2.884,-0.172,5.82164,0,3,1,16
201106986,1474132921922818,398136503,-1052140176,1791109,0,0.447,0.0603107,1.762,2.255,0.77,1.17,90,35,5.455,4.167,-3.521,0.286,5.69975,0,3,1,14
201313596,1474132921922818,398136580,-1052140270,1790899,0,0.471,0.0658923,1.762,2.258,0.77,1.17,90,35,5.676,3.985,-4.042,0.691,5.60014,0,3,1,14
201504484,1474132921922818,398136649,-1052140376,1790633,0,0.506,0.0745556,1.764,2.26,0.77,1.17,90,35,5.564,3.269,-4.502,0.887,5.48186,0,3,1,14
201705411,1474132921922818,398136706,-1052140498,1790292,0,0.476,0.07587,1.764,2.264,0.77,1.17,90,35,5.623,2.614,-4.978,1.145,5.3374,0,3,1,14
201908384,1474132922922883,398136749,-1052140630,1789823,0,0.451,0.0856548,1.764,2.266,0.72,1.17,90,35,5.539,1.751,-5.254,1.398,5.20007,0,3,1,15
202107321,1474132922922883,398136778,-1052140768,1789313,0,0.455,0.087614,1.764,2.269,0.72,1.17,90,35,5.673,1.028,-5.579,1.627,5.04748,0,3,1,15
202306431,1474132922922883,398136800,-1052140909,1788860,0,0.438,0.0785655,1.763,2.267,0.72,1.17,90,35,6.021,1.019,-5.934,1.764,4.95422,0,3,1,15
202568492,1474132922922883,398136816,-1052141054,1788443,0,0.455,0.0807545,1.762,2.267,0.72,1.17,90,35,5.931,0.392,-5.918,1.574,4.86642,0,3,1,15
202708137,1474132922922883,398136830,-1052141197,1788130,0,0.439,0.0776373,1.761,2.264,0.72,1.17,90,35,6.094,0.718,-6.051,1.527,4.84731,0,3,1,15
202887996,1474132923922949,398136842,-1052141342,1787872,0,0.404,0.0775108,1.756,2.259,0.71,1.17,90,35,6.005,0.123,-6.003,0.995,4.78842,0,3,1,16
203102965,1474132923922949,398136847,-1052141484,1787783,0,0.395,0.0818851,1.752,2.251,0.71,1.17,90,38,5.911,0.198,-5.908,0.283,4.76778,0,3,1,16
203308925,1474132923922949,398136852,-1052141622,1787751,0,0.388,0.0843128,1.747,2.246,0.72,1.17,90,38,5.67,0.155,-5.668,0.121,4.75383,0,3,1,15
203506868,1474132923922949,398136854,-1052141753,1787796,0,0.421,0.10292,1.745,2.248,0.72,1.17,90,38,5.39,-0.066,-5.389,-0.23,4.73176,0,3,1,15
203707859,1474132923922949,398136856,-1052141877,1787918,0,0.492,0.132964,1.745,2.248,0.72,1.17,90,38,5.002,-0.101,-5.001,-0.615,4.71671,0,3,1,15
203918450,1474132924923014,398136853,-1052141996,1787940,0,0.506,0.144132,1.743,2.236,0.72,1.17,90,38,4.93,-0.528,-4.901,-0.501,4.66498,0,3,1,15
204106729,1474132924923014,398136843,-1052142107,1787997,0,0.62,0.18904,1.744,2.236,0.72,1.17,90,32,4.531,-0.586,-4.493,-0.266,4.63448,0,3,1,15
204288509,1474132924923014,398136831,-1052142215,1788000,0,0.695,0.21068,1.738,2.217,0.71,1.17,90,32,4.386,-1.239,-4.207,-0.301,4.54116,0,3,1,16
204548803,1474132924923014,398136802,-1052142313,1787975,0,0.833,0.245218,1.736,2.211,0.72,1.17,90,32,4.376,-1.996,-3.894,-0.216,4.41236,0,3,1,15
204709458,1474132924923014,398136773,-1052142409,1787886,0,0.783,0.277329,1.733,2.208,0.71,1.17,90,32,4.398,-1.665,-4.07,0.092,4.37351,0,3,1,16
204900437,1474132925923080,398136752,-1052142505,1787940,0,1.123,0.358347,1.734,2.199,0.71,1.17,90,32,4.197,-0.991,-4.078,-0.16,4.41121,0,3,1,16
205100413,1474132925923080,398136714,-1052142590,1787876,0,0.827,0.317883,1.738,2.191,0.74,1.18,90,36,4.349,-3.002,-3.147,-0.444,4.15317,0,3,1,15
205308393,1474132925923080,398136660,-1052142655,1787857,0,0.67,0.282955,1.742,2.194,0.74,1.18,90,36,4.019,-3.247,-2.368,-0.459,3.94015,0,3,1,15
205503291,1474132925923080,398136603,-1052142707,1787765,0,0.513,0.229001,1.742,2.198,0.74,1.18,90,36,3.868,-3.404,-1.837,-0.276,3.75651,0,3,1,15
205690399,1474132925923080,398136549,-1052142749,1787661,0,0.597,0.220523,1.744,2.199,0.74,1.18,90,36,3.427,-3.072,-1.518,0.12,3.67547,0,3,1,15
205901210,1474132926923145,398136497,-1052142779,1787521,0,0.444,0.179155,1.742,2.195,0.74,1.18,90,36,3.403,-3.28,-0.907,-0.041,3.51616,0,3,1,15
206104094,1474132926923145,398136456,-1052142809,1787188,0,0.398,0.162209,1.725,2.177,0.74,1.18,90,35,2.66,-2.494,-0.925,0.49,3.50547,0,3,1,15
206300002,1474132926923145,398136417,-1052142826,1786994,0,0.402,0.229345,1.724,2.178,0.74,1.18,90,35,2.27,-2.214,-0.497,0.601,3.45759,0,3,1,15
206553173,1474132926923145,398136385,-1052142840,1786858,0,0.344,0.220914,1.718,2.168,0.74,1.18,90,35,2.064,-2.059,-0.144,0.324,3.32987,0,3,1,15
206706463,1474132926923145,398136352,-1052142848,1786768,0,0.401,0.241215,1.717,2.165,0.74,1.18,90,35,2.006,-1.991,-0.25,0.267,3.30097,0,3,1,15
206910866,1474132927923211,398136315,-1052142856,1786696,0,0.338,0.209166,1.713,2.161,0.74,1.18,90,35,2.141,-2.116,-0.326,0.169,3.29725,0,3,1,15
207100819,1474132927923211,398136281,-1052142862,1786507,0,0.374,0.221376,1.71,2.161,0.74,1.18,90,36,1.877,-1.873,0.125,0.292,3.19229,0,3,1,15
207302425,1474132927923211,398136250,-1052142863,1786386,0,0.367,0.263499,1.707,2.153,0.74,1.18,90,36,1.727,-1.727,0.043,0.235,3.16097,0,3,1,15
207506719,1474132927923211,398136218,-1052142853,1786356,0,0.431,0.242274,1.707,2.143,0.74,1.18,90,36,1.802,-1.638,0.75,-0.02,2.91762,0,3,1,15
207702674,1474132927923211,398136191,-1052142833,1786306,0,0.437,0.260728,1.707,2.136,0.74,1.18,90,36,1.573,-1.28,0.915,0.221,2.73352,0,3,1,15
207903767,1474132928923276,398136173,-1052142809,1786228,0,0.527,0.234179,1.709,2.129,0.74,1.18,90,36,1.477,-0.876,1.189,0.066,2.44112,0,3,1,15
208112576,1474132928923276,398136160,-1052142780,1786266,0,0.544,0.314367,1.713,2.134,0.74,1.18,90,36,1.311,-0.432,1.238,-0.07,2.25011,0,3,1,15
208313693,1474132928923276,398136159,-1052142756,1786230,0,0.473,0.486926,1.717,2.145,0.74,1.18,90,36,0.866,-0.001,0.866,-0.05,2.05049,0,3,1,15
208537632,1474132928923276,398136162,-1052142736,1786160,0,0.454,0.474256,1.721,2.155,0.74,1.18,90,36,0.901,-0.015,0.901,0.098,1.81302,0,3,1,15
208707417,1474132928923276,398136163,-1052142717,1786006,0,0.433,0.560666,1.725,2.164,0.74,1.18,90,36,0.772,-0.051,0.77,0.478,1.73948,0,3,1,15
208905325,1474132929923342,398136168,-1052142701,1785814,0,0.38,0.761083,1.729,2.176,0.74,1.18,90,36,0.685,0.255,0.636,0.317,1.54594,0,3,1,15
209107260,1474132929923342,398136176,-1052142691,1785741,0,0.456,0.761105,1.735,2.189,0.74,1.18,90,35,0.508,0.415,0.294,0.291,1.54594,0,3,1,15
209319280,1474132929923342,398136181,-1052142681,1785726,0,0.431,0.761124,1.742,2.203,0.74,1.18,90,35,0.476,0.319,0.354,0.227,1.54594,0,3,1,15
209500143,1474132929923342,398136190,-1052142678,1785625,0,0.483,0.761141,1.747,2.215,0.74,1.18,90,35,0.393,0.389,0.056,0.293,1.54594,0,3,1,15
209694599,1474132929923342,398136196,-1052142673,1785532,0,0.509,0.761167,1.751,2.225,0.75,1.19,90,35,0.454,0.399,0.217,0.558,1.54594,0,3,1,14
209898866,1474132930923407,398136207,-1052142670,1785298,0,0.53,0.761201,1.754,2.236,0.74,1.18,90,35,0.577,0.564,0.124,0.729,1.54594,0,3,1,15
210103671,1474132930923407,398136220,-1052142665,1785067,0,0.472,0.76123,1.757,2.247,0.74,1.18,90,35,0.566,0.533,0.19,0.578,1.54594,0,3,1,15
210306963,1474132930923407,398136226,-1052142657,1785015,0,0.538,0.761256,1.76,2.262,0.74,1.18,90,35,0.444,0.443,0.018,0.587,1.54594,0,3,1,15
210553566,1474132930923407,398136233,-1052142655,1784793,0,0.591,0.761287,1.766,2.28,0.74,1.18,90,35,0.234,0.233,-0.02,0.812,1.54594,0,3,1,15
210705802,1474132930923407,398136238,-1052142650,1784525,0,0.545,0.761313,1.769,2.294,0.74,1.18,90,35,0.394,0.072,0.387,0.625,1.54594,0,3,1,15
210901698,1474132931923473,398136238,-1052142638,1784484,0,0.537,0.761333,1.773,2.308,0.74,1.18,90,35,0.217,-0.079,0.202,0.304,1.54594,0,3,1,15
211096593,1474132931923473,398136243,-1052142633,1784402,0,0.535,0.761352,1.777,2.322,0.74,1.18,96,28,0.331,0.197,0.266,-0.401,1.54594,0,3,1,15
211308583,1474132931923473,398136248,-1052142628,1784369,0,0.494,0.76137,1.784,2.337,0.8,1.19,96,28,0.217,0.091,0.197,-0.206,1.54594,0,3,1,13
211491516,1474132931923473,398136252,-1052142624,1784412,0,0.658,0.761393,1.794,2.358,0.79,1.22,96,28,0.25,0.246,0.046,-0.254,1.54594,0,3,1,14
211692394,1474132931923473,398136255,-1052142621,1784403,0,0.498,0.761411,1.802,2.371,0.79,1.22,96,28,0.089,0.044,0.077,-0.051,1.54594,0,3,1,14
211892378,1474132932923538,398136255,-1052142618,1784365,0,0.555,0.761431,1.808,2.381,0.79,1.22,96,28,0.109,-0.085,0.068,0.05,1.54594,0,3,1,14
212097336,1474132932923538,398136254,-1052142617,1784323,0,0.571,0.761452,1.811,2.391,0.79,1.22,96,29,0.122,-0.073,-0.098,0.173,1.54594,0,3,1,14
212290259,1474132932923538,398136258,-1052142623,1784119,0,0.602,0.761473,1.814,2.401,0.79,1.22,96,29,0.383,0.251,-0.289,0.399,1.54594,0,3,1,14
212523380,1474132932923538,398136260,-1052142623,1784057,0,0.594,0.761495,1.819,2.419,0.79,1.22,96,29,0.14,-0.119,0.073,-0.085,1.54594,0,3,1,14
212699217,1474132932923538,398136258,-1052142624,1784029,0,0.456,0.761511,1.825,2.435,0.84,1.22,96,29,0.149,-0.087,-0.12,0.055,1.54594,0,3,1,13
212894076,1474132933923604,398136258,-1052142626,1783915,0,0.452,0.761528,1.83,2.451,0.74,1.18,96,29,0.178,-0.138,-0.112,0.085,1.54594,0,3,1,15
213089953,1474132933923604,398136256,-1052142627,1783906,0,0.538,0.761547,1.834,2.467,0.74,1.18,96,33,0.249,0.053,-0.243,0.064,1.54594,0,3,1,15
213290945,1474132933923604,398136255,-1052142629,1783855,0,0.497,0.761565,1.839,2.484,0.74,1.18,96,33,0.234,-0.213,-0.098,0.126,1.54594,0,3,1,15
213488068,1474132933923604,398136251,-1052142628,1783815,0,0.481,0.761582,1.844,2.501,0.74,1.18,96,33,0.302,-0.302,-0.013,-0.042,1.54594,0,3,1,15
213689917,1474132933923604,398136244,-1052142627,1783848,0,0.495,0.7616,1.851,2.519,0.78,1.18,96,33,0.431,-0.422,-0.084,-0.202,1.54594,0,3,1,14
213887269,1474132934923670,398136238,-1052142628,1783920,0,0.588,0.761631,1.862,2.543,0.78,1.18,96,33,0.548,-0.518,-0.179,-0.65,1.54594,0,3,1,14
214101858,1474132934923670,398136232,-1052142636,1783915,0,0.529,0.761658,1.87,2.561,0.78,1.18,96,33,0.54,-0.444,-0.307,-0.536,1.54594,0,3,1,14
214292307,1474132934923670,398136226,-1052142639,1783972,0,0.571,0.761686,1.882,2.588,0.78,1.18,96,33,0.505,-0.495,-0.101,-0.579,1.54594,0,3,1,14
214538001,1474132934923670,398136216,-1052142636,1784188,0,0.612,0.761721,1.893,2.614,0.78,1.18,96,33,0.462,-0.461,0.032,-0.866,1.54594,0,3,1,14
214692020,1474132934923670,398136210,-1052142636,1784318,0,0.65,0.761763,1.905,2.639,0.8,1.19,96,33,0.309,-0.3,0.074,-1.116,1.54594,0,3,1,13
214901636,1474132935923735,398136202,-1052142632,1784586,0,0.66,0.761815,1.918,2.663,0.8,1.19,96,33,0.59,-0.558,0.193,-1.323,1.54594,0,3,1,13
215092098,1474132935923735,398136194,-1052142626,1784849,0,0.648,0.761863,1.929,2.684,0.78,1.18,96,34,0.542,-0.49,0.23,-1.203,1.54594,0,3,1,14
215279393,1474132935923735,398136188,-1052142620,1785102,0,0.655,0.761907,1.936,2.701,0.8,1.19,96,34,0.19,-0.12,0.147,-1.234,1.54594,0,3,1,13
215492311,1474132935923735,398136185,-1052142616,1785194,0,0.636,0.761943,1.943,2.721,0.8,1.19,96,34,0.543,-0.43,0.332,-0.818,1.54594,0,3,1,13
216091226,1474132936923801,398136185,-1052142602,1785342,0,0.643,0.762022,1.97,2.788,0.8,1.19,90,32,0.432,0.028,0.431,-0.6,1.54594,0,3,1,13
216540501,1474132936923801,398136178,-1052142585,1785417,0,0.679,0.728963,1.993,2.832,0.78,1.18,90,32,0.61,-0.467,0.393,-0.411,2.01429,0,3,1,14
216676057,1474132936923801,398136176,-1052142576,1785449,0,0.676,0.729,2.005,2.85,0.8,1.19,90,32,0.589,-0.244,0.536,-0.778,2.01429,0,3,1,13
