timestamp,main_state
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
4807347,0
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
132077422,6
