timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,R_body[0],R_body[1],R_body[2],R_body[3],R_body[4],R_body[5],R_body[6],R_body[7],R_body[8],q_d[0],q_d[1],q_d[2],q_d[3],q_e[0],q_e[1],q_e[2],q_e[3],thrust,R_valid,q_d_valid,q_e_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
136631773,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136652176,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136682079,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136702909,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136722524,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136742165,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136762139,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136783672,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136802611,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136822377,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136842370,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136862714,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136892117,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136913139,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136932448,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136952398,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136972117,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
136992157,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137012506,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137032333,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137052316,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137072424,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137092507,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137122908,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137142749,-0.000503763,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000503763,0.0,-0.000503763,1.0,1.0,-0.000251881,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137162726,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137182464,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137202448,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137222745,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137242521,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137262505,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137282738,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137312518,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137332511,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137352531,-0.000629993,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000629993,0.0,-0.000629993,1.0,1.0,-0.000314997,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137372857,-0.00126058,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999999,0.00126058,0.0,-0.00126058,0.999999,1.0,-0.000630289,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,0,0,0
137392473,-0.00367254,-0.00121203,0.0,0.0,1.0,3.64088e-06,-0.000972701,0.0,0.999993,0.00374304,0.000972708,-0.00374304,0.999992,0.999998,-0.00187152,-0.000486353,-9.10222e-07,0.0,0.0,0.0,0.0,0.343984,1,0,0,0,0,0,0,0,0
137412520,-0.00367254,-0.00121203,0.0,0.0,1.0,3.61671e-06,-0.000965782,0.0,0.999993,0.00374483,0.000965789,-0.00374483,0.999992,0.999998,-0.00187242,-0.000482894,-9.0418e-07,0.0,0.0,0.0,0.0,0.343984,1,0,0,0,0,0,0,0,0
137432830,-0.00612089,-0.00121203,0.0,0.0,1.0,4.92016e-06,-0.000794989,0.0,0.999981,0.00618885,0.000795004,-0.00618885,0.999981,0.999995,-0.00309444,-0.0003975,-1.23005e-06,0.0,0.0,0.0,0.0,0.343195,1,0,0,0,0,0,0,0,0
137452865,-0.00612089,-0.00121203,0.0,0.0,1.0,4.88468e-06,-0.000789161,0.0,0.999981,0.00618959,0.000789176,-0.00618959,0.999981,0.999995,-0.00309481,-0.000394586,-1.22118e-06,0.0,0.0,0.0,0.0,0.343195,1,0,0,0,0,0,0,0,0
137472570,-0.00612089,-0.00121203,0.0,0.0,1.0,4.85323e-06,-0.000783996,0.0,0.999981,0.00619025,0.000784011,-0.00619025,0.999981,0.999995,-0.00309514,-0.000392004,-1.21331e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137492561,-0.00612089,-0.00121203,0.0,0.0,1.0,4.82968e-06,-0.00078013,0.0,0.999981,0.00619074,0.000780145,-0.00619074,0.999981,0.999995,-0.00309538,-0.000390071,-1.20742e-06,0.0,0.0,0.0,0.0,0.343195,1,0,0,0,0,0,0,0,0
137513927,-0.00367254,-0.00121203,0.0,0.0,1.0,3.56145e-06,-0.000950001,0.0,0.999993,0.00374886,0.000950008,-0.00374886,0.999992,0.999998,-0.00187443,-0.000475003,-8.90364e-07,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137542775,-0.00367254,-0.00121203,0.0,0.0,1.0,3.55948e-06,-0.000949441,0.0,0.999993,0.003749,0.000949448,-0.003749,0.999992,0.999998,-0.00187451,-0.000474723,-8.89872e-07,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137562593,-0.00612089,-0.00121203,0.0,0.0,1.0,4.81633e-06,-0.00077794,0.0,0.999981,0.00619101,0.000777955,-0.00619101,0.999981,0.999995,-0.00309552,-0.000388976,-1.20409e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137582901,-0.00612089,-0.0,0.0,0.0,1.0,-2.62232e-06,0.000429474,0.0,0.999981,0.00610577,-0.000429482,-0.00610577,0.999981,0.999995,-0.0030529,0.00021474,6.55582e-07,0.0,0.0,0.0,0.0,0.343195,1,0,0,0,0,0,0,0,0
137602739,-0.00367254,-0.00121203,0.0,0.0,1.0,3.57112e-06,-0.000952759,0.0,0.999993,0.00374816,0.000952766,-0.00374816,0.999992,0.999998,-0.00187408,-0.000476382,-8.92782e-07,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137622772,-0.00612089,-0.00121203,0.0,0.0,1.0,4.86076e-06,-0.000785233,0.0,0.999981,0.00619009,0.000785248,-0.00619009,0.999981,0.999995,-0.00309506,-0.000392622,-1.2152e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137642924,-0.00612089,-0.00121203,0.0,0.0,1.0,4.88525e-06,-0.000789255,0.0,0.999981,0.00618958,0.000789271,-0.00618958,0.999981,0.999995,-0.00309481,-0.000394633,-1.22132e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137663019,-0.00612089,-0.00121203,0.0,0.0,1.0,4.91675e-06,-0.000794429,0.0,0.999981,0.00618892,0.000794444,-0.00618892,0.999981,0.999995,-0.00309447,-0.00039722,-1.22919e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137682773,-0.00612089,-0.00121203,0.0,0.0,1.0,4.95288e-06,-0.000800365,0.0,0.999981,0.00618816,0.00080038,-0.00618815,0.999981,0.999995,-0.00309409,-0.000400188,-1.23823e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137702845,-0.00612089,-0.00121203,0.0,0.0,1.0,4.98632e-06,-0.000805862,0.0,0.999981,0.00618744,0.000805878,-0.00618744,0.999981,0.999995,-0.00309374,-0.000402937,-1.24659e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137724387,-0.00612089,-0.00121203,0.0,0.0,1.0,5.02005e-06,-0.000811408,0.0,0.999981,0.00618672,0.000811423,-0.00618671,0.999981,0.999995,-0.00309337,-0.00040571,-1.25502e-06,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137752991,-0.00612089,-0.0,0.0,0.0,1.0,-2.38719e-06,0.000390799,0.0,0.999981,0.00610837,-0.000390807,-0.00610837,0.999981,0.999995,-0.0030542,0.000195403,5.96801e-07,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137772985,-0.00612089,-0.0,0.0,0.0,1.0,-2.35729e-06,0.000385885,0.0,0.999981,0.00610868,-0.000385892,-0.00610868,0.999981,0.999995,-0.00305435,0.000192945,5.89326e-07,0.0,0.0,0.0,0.0,0.343195,1,0,0,0,0,0,0,0,0
137793361,-0.00612089,-0.0,0.0,0.0,1.0,-2.32792e-06,0.000381058,0.0,0.999981,0.00610898,-0.000381065,-0.00610898,0.999981,0.999995,-0.00305451,0.000190532,5.81983e-07,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137813145,0.0,-0.00242407,0.0,0.0,0.999997,3.59128e-07,-0.00241952,0.0,1.0,0.00014843,0.00241952,-0.000148429,0.999997,0.999999,-7.42148e-05,-0.00120976,-8.97821e-08,0.0,0.0,0.0,0.0,0.343195,1,0,0,0,0,0,0,0,0
137833175,0.0697782,-0.0266648,0.0,0.0,0.999527,-0.00209111,-0.0306671,0.0,0.997683,-0.0680295,0.0307383,0.0679974,0.997212,0.999303,0.0340304,-0.0153621,0.000523143,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137853159,0.230146,-0.0581776,0.0,0.0,0.997549,-0.0157395,-0.0681811,0.0,0.974374,-0.224933,0.0699742,0.224381,0.971986,0.992964,0.113124,-0.0347836,0.00396275,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137873350,0.293803,-0.0509054,0.0,0.0,0.997859,-0.0187618,-0.0626455,0.0,0.95796,-0.286901,0.0653946,0.286287,0.95591,0.988905,0.144905,-0.0323692,0.00474308,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137893134,0.331753,-0.0278768,0.0,0.0,0.998995,-0.014525,-0.0424119,0.0,0.946057,-0.324001,0.0448302,0.323675,0.945106,0.986174,0.164189,-0.0221163,0.00368216,0.0,0.0,0.0,0.0,0.343195,1,0,0,0,0,0,0,0,0
137913102,0.343994,-0.00121203,0.0,0.0,0.999801,-0.00671683,-0.0187824,0.0,0.941602,-0.336729,0.0199473,0.336662,0.941414,0.985243,0.170869,-0.00982745,0.00170436,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137933420,0.343994,-0.0,0.0,0.0,0.999828,-0.00624302,-0.0174534,0.0,0.941577,-0.336798,0.0185364,0.33674,0.941415,0.985244,0.170907,-0.00913221,0.00158413,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137962949,0.324407,-0.0,0.0,0.0,0.999845,-0.00560738,-0.0166999,0.0,0.947987,-0.318309,0.0176161,0.31826,0.94784,0.986873,0.161259,-0.00869312,0.00142049,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
137982955,0.321959,-0.0,0.0,0.0,0.999848,-0.00550152,-0.0165181,0.0,0.948761,-0.315994,0.0174102,0.315946,0.948617,0.98707,0.160055,-0.0085932,0.0013934,0.0,0.0,0.0,0.0,0.343984,1,0,0,0,0,0,0,0,0
138003243,0.319511,-0.0,0.0,0.0,0.999859,-0.00525935,-0.0159194,0.0,0.949523,-0.313698,0.0167656,0.313654,0.949389,0.987265,0.158861,-0.00827665,0.0013318,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138023554,0.295027,-0.0,0.0,0.0,0.99989,-0.00431018,-0.0142016,0.0,0.9569,-0.290419,0.0148413,0.290387,0.956794,0.989139,0.146796,-0.00734044,0.00108938,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138043269,0.272992,-0.0,0.0,0.0,0.999911,-0.00358886,-0.0128339,0.0,0.963054,-0.269308,0.0133262,0.269284,0.962969,0.990698,0.135912,-0.00660142,0.000905638,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138062983,0.268095,-0.0,0.0,0.0,0.999916,-0.00342861,-0.0124958,0.0,0.964358,-0.2646,0.0129577,0.264578,0.964277,0.991029,0.133492,-0.00642099,0.000864911,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138083289,0.269319,-0.0,0.0,0.0,0.999913,-0.0035055,-0.0127155,0.0,0.964036,-0.265771,0.0131899,0.265748,0.963952,0.990947,0.134094,-0.00653552,0.00088438,0.0,0.0,0.0,0.0,0.341617,1,0,0,0,0,0,0,0,0
138103086,0.279113,-0.0,0.0,0.0,0.999902,-0.00386006,-0.0134862,0.0,0.961395,-0.275173,0.0140278,0.275146,0.9613,0.990277,0.13893,-0.00694604,0.000974489,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138123080,0.287682,-0.0,0.0,0.0,0.999892,-0.00415788,-0.0140709,0.0,0.959007,-0.283381,0.0146724,0.283351,0.958904,0.989672,0.143162,-0.00726082,0.00105032,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138144318,0.287682,-0.0,0.0,0.0,0.999893,-0.00413809,-0.0140038,0.0,0.959006,-0.283384,0.0146024,0.283354,0.958904,0.989672,0.143163,-0.00722618,0.00104532,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138173410,0.280337,-0.0,0.0,0.0,0.999903,-0.00385421,-0.0134035,0.0,0.961056,-0.276355,0.0139466,0.276328,0.960962,0.990192,0.139539,-0.00690524,0.000973096,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138193367,0.272992,-0.0,0.0,0.0,0.99991,-0.0036202,-0.0129462,0.0,0.963056,-0.269303,0.0134429,0.269278,0.962969,0.990698,0.135909,-0.00665921,0.000913547,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138213619,0.269319,-0.0,0.0,0.0,0.999913,-0.00351074,-0.0127346,0.0,0.964036,-0.26577,0.0132097,0.265747,0.963952,0.990947,0.134093,-0.00654533,0.000885704,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138234217,0.272992,-0.0,0.0,0.0,0.999911,-0.00358296,-0.0128127,0.0,0.963054,-0.269309,0.0133043,0.269285,0.962969,0.990698,0.135913,-0.00659056,0.000904151,0.0,0.0,0.0,0.0,0.343984,1,0,0,0,0,0,0,0,0
138253471,0.281561,-0.0,0.0,0.0,0.999908,-0.00376184,-0.0130212,0.0,0.960711,-0.27755,0.0135537,0.277525,0.960623,0.990106,0.140155,-0.00671012,0.000949858,0.0,0.0,0.0,0.0,0.343984,1,0,0,0,0,0,0,0,0
138273459,0.28401,-0.0,0.0,0.0,0.999909,-0.00377251,-0.0129389,0.0,0.960027,-0.279908,0.0134777,0.279882,0.95994,0.989934,0.141371,-0.00667131,0.000952717,0.0,0.0,0.0,0.0,0.342406,1,0,0,0,0,0,0,0,0
138293798,0.285234,-0.0,0.0,0.0,0.99991,-0.00377916,-0.0129028,0.0,0.959683,-0.281086,0.0134449,0.28106,0.959596,0.989847,0.141978,-0.00665449,0.000954482,0.0,0.0,0.0,0.0,0.339251,1,0,0,0,0,0,0,0,0
138314695,0.291355,-0.0,0.0,0.0,0.999906,-0.00393829,-0.0131475,0.0,0.957946,-0.286949,0.0137247,0.286922,0.957856,0.989407,0.145004,-0.00678999,0.000995114,0.0,0.0,0.0,0.0,0.327416,1,0,0,0,0,0,0,0,0
138334008,0.291355,-0.0,0.0,0.0,0.999906,-0.00394097,-0.0131565,0.0,0.957946,-0.286949,0.0137341,0.286921,0.957856,0.989407,0.145003,-0.00679461,0.000995791,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138353613,0.291355,-0.0,0.0,0.0,0.999908,-0.00390021,-0.0130201,0.0,0.957944,-0.286955,0.0135917,0.286928,0.957856,0.989407,0.145007,-0.00672419,0.000985491,0.0,0.0,0.0,0.0,0.31716,1,0,0,0,0,0,0,0,0
138383342,0.291355,-0.0,0.0,0.0,0.999914,-0.00376052,-0.0125528,0.0,0.957938,-0.286976,0.013104,0.286951,0.957856,0.989407,0.145018,-0.00648286,0.000950195,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138403523,0.291355,-0.0,0.0,0.0,0.999918,-0.00367309,-0.0122604,0.0,0.957934,-0.286988,0.0127987,0.286965,0.957856,0.989407,0.145024,-0.00633185,0.000928104,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138423479,0.293803,-0.0,0.0,0.0,0.99992,-0.0036622,-0.0121157,0.0,0.957226,-0.289341,0.012657,0.289318,0.957149,0.989229,0.14624,-0.00626061,0.000925519,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138443741,0.292579,-0.0,0.0,0.0,0.999924,-0.00356026,-0.0118302,0.0,0.957576,-0.28818,0.0123543,0.288158,0.957503,0.989318,0.14564,-0.0061114,0.000899675,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138463534,0.292579,-0.0,0.0,0.0,0.999927,-0.00348109,-0.0115667,0.0,0.957573,-0.28819,0.0120791,0.288169,0.957503,0.989318,0.145646,-0.00597528,0.00087967,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138483527,0.299924,-0.0,0.0,0.0,0.999927,-0.00357143,-0.0115583,0.0,0.955429,-0.295221,0.0120975,0.2952,0.955359,0.988776,0.149281,-0.00598106,0.000902992,0.0,0.0,0.0,0.0,0.314793,1,0,0,0,0,0,0,0,0
138503962,0.303596,-0.00121203,0.0,0.0,0.999914,-0.00391426,-0.0125063,0.0,0.954349,-0.298695,0.0131046,0.298669,0.954267,0.9885,0.151078,-0.00647721,0.00098995,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138523812,0.302372,-0.00121203,0.0,0.0,0.999919,-0.00379593,-0.01218,0.0,0.95471,-0.297539,0.0127578,0.297514,0.954632,0.988593,0.15048,-0.00630638,0.000959933,0.0,0.0,0.0,0.0,0.315582,1,0,0,0,0,0,0,0,0
138544131,0.297475,-0.00121203,0.0,0.0,0.999925,-0.00358718,-0.0117111,0.0,0.956151,-0.292876,0.0122481,0.292854,0.956079,0.988958,0.148067,-0.00605668,0.000906809,0.0,0.0,0.0,0.0,0.325838,1,0,0,0,0,0,0,0,0
138563720,0.301148,-0.00121203,0.0,0.0,0.999927,-0.00358264,-0.0115443,0.0,0.955066,-0.296394,0.0120874,0.296373,0.954996,0.988685,0.149888,-0.00597553,0.00090591,0.0,0.0,0.0,0.0,0.345562,1,0,0,0,0,0,0,0,0
138583959,0.306045,-0.00121203,0.0,0.0,0.999927,-0.00363656,-0.0115183,0.0,0.953602,-0.301071,0.0120787,0.30105,0.953532,0.988314,0.15231,-0.005969,0.000919888,0.0,0.0,0.0,0.0,0.349507,1,0,0,0,0,0,0,0,0
138613996,0.303596,-0.00121203,0.0,0.0,0.999931,-0.00352279,-0.0112535,0.0,0.954333,-0.298744,0.011792,0.298724,0.954267,0.9885,0.151105,-0.00582839,0.000890942,0.0,0.0,0.0,0.0,0.354241,1,0,0,0,0,0,0,0,0
138633946,0.297475,-0.00121203,0.0,0.0,0.999935,-0.0033412,-0.0109067,0.0,0.956141,-0.292907,0.011407,0.292888,0.956079,0.988958,0.148084,-0.00564073,0.000844626,0.0,0.0,0.0,0.0,0.366864,1,0,0,0,0,0,0,0,0
138654427,0.29013,-0.00121203,0.0,0.0,0.99994,-0.00313771,-0.0105173,0.0,0.958264,-0.285886,0.0109754,0.285869,0.958206,0.989496,0.144456,-0.00543022,0.000792755,0.0,0.0,0.0,0.0,0.370809,1,0,0,0,0,0,0,0,0
138674045,0.285234,-0.0,0.0,0.0,0.999956,-0.00265116,-0.00904632,0.0,0.959639,-0.281236,0.0094268,0.281224,0.959596,0.989847,0.142057,-0.00466565,0.000669588,0.0,0.0,0.0,0.0,0.371598,1,0,0,0,0,0,0,0,0
138694086,0.285234,-0.00121203,0.0,0.0,0.999946,-0.00292333,-0.00997615,0.0,0.959647,-0.281207,0.0103956,0.281192,0.959595,0.989847,0.142042,-0.00514519,0.000738329,0.0,0.0,0.0,0.0,0.373965,1,0,0,0,0,0,0,0,0
138714964,0.291355,-0.00121203,0.0,0.0,0.999946,-0.00298303,-0.00995357,0.0,0.957907,-0.28708,0.010391,0.287064,0.957855,0.989407,0.145073,-0.00514058,0.000753743,0.0,0.0,0.0,0.0,0.375542,1,0,0,0,0,0,0,0,0
138734237,0.303596,-0.00121203,0.0,0.0,0.999944,-0.00315559,-0.0100789,0.0,0.95432,-0.298786,0.0105613,0.29877,0.954267,0.9885,0.151127,-0.00522009,0.000798074,0.0,0.0,0.0,0.0,0.375542,1,0,0,0,0,0,0,0,0
138754200,0.315838,-0.00121203,0.0,0.0,0.999943,-0.00331126,-0.010139,0.0,0.95059,-0.31045,0.010666,0.310432,0.950536,0.987556,0.157176,-0.0052668,0.000838247,0.0,0.0,0.0,0.0,0.370809,1,0,0,0,0,0,0,0,0
138774017,0.318287,-0.00121203,0.0,0.0,0.999945,-0.00328667,-0.00998062,0.0,0.949825,-0.312783,0.0105079,0.312765,0.949772,0.987363,0.158389,-0.00518768,0.000832185,0.0,0.0,0.0,0.0,0.370809,1,0,0,0,0,0,0,0,0
138794408,0.321959,-0.00242407,0.0,0.0,0.999933,-0.00366919,-0.011007,0.0,0.948678,-0.316242,0.0116024,0.316221,0.948615,0.98707,0.160187,-0.0057264,0.000929313,0.0,0.0,0.0,0.0,0.370809,1,0,0,0,0,0,0,0,0
