timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],states[25],states[26],states[27],states[28],states[29],states[30],states[31],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],covariances[24],covariances[25],covariances[26],covariances[27],pos_horiz_accuracy,pos_vert_accuracy,gps_check_fail_flags,control_mode_flags,filter_fault_flags,nan_flags,health_flags,timeout_flags
109320184,-9.69827,10.7335,0.801001,0.0168587,-0.00847759,-0.104675,0.00600893,0.000743052,-0.0217748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.187232,0.187232,0.0571805,0.0202308,0.020231,0.0175978,7.95017e-05,7.94862e-05,7.8654e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610839,0.238972,0,0,0,0,0,3
109380233,-9.69721,10.7331,0.791923,0.0186791,-0.00183307,-0.0949673,0.00600859,0.000741959,-0.0217675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.191337,0.191337,0.0576277,0.0208503,0.0208505,0.0180156,7.95617e-05,7.9546e-05,7.87031e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617485,0.239903,0,0,0,0,0,3
109430381,-9.69636,10.733,0.780411,0.0157972,-0.00478531,-0.10288,0.0060079,0.000739732,-0.0217528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.19488,0.194881,0.058016,0.0213681,0.0213683,0.0183578,7.96118e-05,7.95959e-05,7.87438e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623155,0.2407,0,0,0,0,0,3
109480632,-9.69556,10.7327,0.782287,0.0171992,-0.00412567,-0.104933,0.00600866,0.000742172,-0.0217689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.19854,0.19854,0.0584184,0.0218874,0.0218876,0.0186944,7.9662e-05,7.96459e-05,7.87841e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62895,0.241518,0,0,0,0,0,3
109530471,-9.71257,10.7219,0.808771,-0.000287641,-0.00594738,-0.0925005,0.00597986,0.000644167,-0.0218977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.188134,0.188134,0.0572573,0.0204758,0.020476,0.0177646,7.95998e-05,7.95843e-05,7.87496e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612301,0.239129,0,0,0,0,0,3
109590498,-9.71253,10.7216,0.799674,-0.00186182,-0.00606439,-0.0977158,0.0059795,0.000642988,-0.0218899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.192287,0.192287,0.057714,0.0210953,0.0210955,0.0181792,7.96597e-05,7.9644e-05,7.87985e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619007,0.240077,0,0,0,0,0,3
109640520,-9.71257,10.7213,0.788527,-0.00149266,-0.00574556,-0.101565,0.00597884,0.000640874,-0.0218759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.195865,0.195865,0.0581051,0.021612,0.0216122,0.0185174,7.97097e-05,7.96938e-05,7.88388e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624725,0.240886,0,0,0,0,0,3
109690541,-9.71264,10.7209,0.790055,-0.00166924,-0.00571193,-0.104805,0.00597956,0.000643202,-0.0218913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.199551,0.199551,0.0585051,0.0221291,0.0221293,0.0188489,7.97597e-05,7.97436e-05,7.88788e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.630565,0.241713,0,0,0,0,0,3
109740560,-9.71332,10.6984,0.803151,-0.00598645,-0.0175499,-0.102377,0.00603708,0.000598864,-0.0219388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.186794,0.186795,0.0565777,0.0196292,0.0196293,0.017112,7.96331e-05,7.96179e-05,7.87966e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610147,0.237713,0,0,0,0,0,3
109800699,-9.7137,10.6973,0.794981,-0.00557697,-0.0173466,-0.105481,0.0060369,0.000598257,-0.0219347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.190814,0.190814,0.0570142,0.0202491,0.0202492,0.017542,7.96932e-05,7.96778e-05,7.88464e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616664,0.238626,0,0,0,0,0,3
109850907,-9.71404,10.6965,0.791063,-0.0080461,-0.0154828,-0.108515,0.00603705,0.000598739,-0.0219379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.194283,0.194283,0.0573937,0.020767,0.0207672,0.0178944,7.97434e-05,7.97278e-05,7.88876e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622223,0.239409,0,0,0,0,0,3
109900892,-9.70665,10.6888,0.813263,-0.00819123,-0.0169893,-0.0996031,0.00603776,0.000624823,-0.0220153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.184314,0.184314,0.0562916,0.0194405,0.0194407,0.0170046,7.96857e-05,7.96707e-05,7.88552e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606103,0.237123,0,0,0,0,0,3
109950992,-9.70713,10.6879,0.809096,-0.00914765,-0.0175791,-0.101558,0.00603784,0.000625069,-0.0220169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.187595,0.187596,0.0566552,0.0199568,0.0199569,0.0173663,7.97357e-05,7.97206e-05,7.88969e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611436,0.237863,0,0,0,0,0,3
110011015,-9.7077,10.6868,0.808699,-0.0092343,-0.0195401,-0.103104,0.00603844,0.000627002,-0.0220297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.19166,0.19166,0.0571021,0.0205758,0.020576,0.0177913,7.97957e-05,7.97804e-05,7.89463e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618012,0.238798,0,0,0,0,0,3
110060973,-9.70815,10.6857,0.808911,-0.00766937,-0.0258144,-0.103726,0.006039,0.000628812,-0.0220417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.195156,0.195157,0.0574834,0.0210915,0.0210916,0.0181378,7.98456e-05,7.98301e-05,7.89871e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623644,0.239619,0,0,0,0,0,3
110111224,-9.69099,10.6823,0.811499,-0.00289152,-0.0165597,-0.101355,0.0060371,0.000699684,-0.0220714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.185162,0.185163,0.0564043,0.0197606,0.0197608,0.0172514,7.97876e-05,7.97726e-05,7.89548e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607446,0.237321,0,0,0,0,0,3
110161016,-9.69119,10.6816,0.798892,-0.00513484,-0.0108724,-0.103021,0.00603634,0.000697239,-0.0220552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.188469,0.188469,0.0567673,0.020274,0.0202741,0.0176066,7.98373e-05,7.98222e-05,7.89959e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612862,0.238105,0,0,0,0,0,3
110221105,-9.69137,10.6807,0.792404,-0.000929191,-0.0165284,-0.112444,0.00603632,0.000697195,-0.0220549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.192594,0.192594,0.0572314,0.020894,0.0208942,0.0180279,7.98974e-05,7.9882e-05,7.90452e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619526,0.23908,0,0,0,0,0,3
110271544,-9.69134,10.6799,0.785656,0.000654855,-0.0197326,-0.120344,0.00603623,0.000696901,-0.0220529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.196173,0.196174,0.0576455,0.0214149,0.0214151,0.0183755,7.99478e-05,7.99322e-05,7.90862e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625182,0.239891,0,0,0,0,0,3
110321291,-9.66793,10.6814,0.805488,0.00830664,-0.0134863,-0.113605,0.00602456,0.000802634,-0.0221195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.186246,0.186246,0.0566069,0.0201498,0.02015,0.017544,7.98932e-05,7.98782e-05,7.90567e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609231,0.237761,0,0,0,0,0,3
110371309,-9.66753,10.6808,0.80234,0.00884368,-0.00895914,-0.11102,0.00602481,0.000803455,-0.0221249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.189627,0.189627,0.0569927,0.0206658,0.020666,0.0178966,7.99432e-05,7.9928e-05,7.90978e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614724,0.238568,0,0,0,0,0,3
110431364,-9.66696,10.6803,0.785286,0.01011,-0.0108243,-0.12487,0.00602374,0.000800017,-0.0221022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.193824,0.193824,0.0574705,0.0212859,0.0212861,0.0183115,8.00032e-05,7.99878e-05,7.91466e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621473,0.239562,0,0,0,0,0,3
110481385,-9.65341,10.6792,0.804911,0.0161668,-0.00982354,-0.122257,0.00600834,0.000846455,-0.0221761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.184067,0.184067,0.0564402,0.0199853,0.0199855,0.017445,7.99464e-05,7.99316e-05,7.91151e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627226,0.240408,0,0,0,0,0,3
110531410,-9.65261,10.6788,0.790091,0.0149673,-0.00992399,-0.128863,0.00600745,0.000843596,-0.0221572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.187403,0.187404,0.056827,0.0205013,0.0205014,0.0177995,7.99964e-05,7.99814e-05,7.91563e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611112,0.238222,0,0,0,0,0,3
110581430,-9.65196,10.6783,0.776703,0.00960245,-0.00979448,-0.127478,0.0060067,0.000841212,-0.0221414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.190843,0.190843,0.0572238,0.0210176,0.0210177,0.0181475,8.00464e-05,8.00312e-05,7.91971e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616679,0.239047,0,0,0,0,0,3
110641456,-9.65129,10.6776,0.761419,0.009052,-0.0130617,-0.14056,0.00600594,0.000838753,-0.0221251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.19511,0.19511,0.0577126,0.0216377,0.0216379,0.0185564,8.01063e-05,8.00909e-05,7.92455e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623529,0.240071,0,0,0,0,0,3
110691850,-9.65105,10.6769,0.752305,0.00668639,-0.0114733,-0.150034,0.00600573,0.000838091,-0.0221207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.198813,0.198813,0.0581466,0.0221587,0.0221589,0.0188932,8.01567e-05,8.01411e-05,7.92858e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629371,0.240943,0,0,0,0,0,3
110741702,-9.6417,10.6667,0.757948,0.0056724,-0.000538694,-0.142713,0.00603054,0.000845798,-0.0222041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.188423,0.188424,0.057025,0.0207327,0.0207328,0.0179588,8.00922e-05,8.00772e-05,7.92499e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612777,0.238644,0,0,0,0,0,3
110791843,-9.64124,10.6663,0.719804,0.0214767,-0.0147965,-0.143002,0.00602724,0.000835226,-0.022134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.191916,0.191916,0.0574329,0.0212504,0.0212506,0.0183044,8.01423e-05,8.01271e-05,7.92906e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618386,0.239469,0,0,0,0,0,3
110851869,-9.63968,10.6658,0.662574,0.0195485,-0.0105652,-0.164639,0.00602201,0.000818496,-0.0220229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.196238,0.196238,0.0579283,0.0218707,0.0218709,0.0187089,8.02023e-05,8.01869e-05,7.93387e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625317,0.240515,0,0,0,0,0,3
110901787,-9.63112,10.6503,0.66193,0.00100887,-0.0118417,-0.130974,0.00607092,0.000810141,-0.0220879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.183368,0.183368,0.0558774,0.019085,0.0190851,0.0167278,8.00563e-05,8.00419e-05,7.92403e-05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631227,0.241403,0,0,0,0,0,3
