timestamp,x_acc,y_acc,z_acc,x_vel,y_vel,z_vel,x_pos,y_pos,z_pos,airspeed,vel_variance[0],vel_variance[1],vel_variance[2],pos_variance[0],pos_variance[1],pos_variance[2],q[0],q[1],q[2],q[3],roll_rate,pitch_rate,yaw_rate,horz_acc_mag,airspeed_valid
109278657,0.427238,1.53164,-9.68881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.558798,0.0603942,0.0478041,-0.825719,-0.0156532,-0.00482549,0.0178484,0.0,0
109298656,0.469041,1.4929,-9.63231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.558753,0.0604626,0.047876,-0.82574,0.00118384,0.00609764,-0.004285,0.0,0
109318688,0.625182,1.36251,-9.66572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.558858,0.0604597,0.0477455,-0.825677,0.00733019,0.00175332,-0.020039,0.0,0
109342682,0.428973,1.47473,-10.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559096,0.0603723,0.0476155,-0.82553,0.0122754,0.00915305,-0.0223997,0.0,0
109362655,0.502912,1.44323,-9.72592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559201,0.0603766,0.0475234,-0.825464,0.00151042,0.0065319,-0.0130928,0.0,0
109382655,0.495293,1.44123,-9.75563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559217,0.0604122,0.0475443,-0.825449,-0.00366214,-0.00537897,0.00102618,0.0,0
109402655,0.436782,1.36543,-9.72132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559177,0.0603984,0.0475551,-0.825477,-0.00114584,-0.00061523,0.00587698,0.0,0
109426654,0.366024,1.45779,-9.76643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559132,0.0604079,0.0475908,-0.825504,-0.00653385,0.00368737,0.00538262,0.0,0
109446655,0.520019,1.44137,-9.64111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559082,0.0604757,0.0475726,-0.825535,0.000431701,0.00220578,-0.00171947,0.0,0
109466655,0.431751,1.41156,-9.90302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559117,0.0604438,0.0475904,-0.825512,-0.000218116,-0.00577533,-0.00849293,0.0,0
109486655,0.465041,1.38921,-9.78404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559146,0.0604533,0.0475209,-0.825496,0.00545209,0.0138953,-0.000773593,0.0,0
109514654,0.437331,1.53262,-9.82616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55908,0.0604641,0.0475325,-0.825539,-0.00273535,-0.00111288,0.00038497,0.0,0
109534661,0.526657,1.51449,-9.8226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.559117,0.0604241,0.0474485,-0.825522,0.0115917,0.00481403,-0.00690537,0.0,0
109554655,0.440305,1.31388,-9.67353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55913,0.0603917,0.0473697,-0.82552,-0.00314014,-0.00293817,0.00152109,0.0,0
