timestamp,voltage5V_v,usb_connected,brick_valid,servo_valid,periph_5V_OC,hipower_5V_OC
108746899,5.0499,0,1,1,0,0
109046899,5.03057,0,1,1,0,0
109356898,4.97095,0,1,1,0,0
109656898,5.03701,0,1,1,0,0
109956933,5.02895,0,1,1,0,0
110256898,4.99512,0,1,1,0,0
110556898,5.02734,0,1,1,0,0
110856898,4.98867,0,1,1,0,0
111156909,4.98223,0,1,1,0,0
111456898,5.03701,0,1,1,0,0
111756899,4.99028,0,1,1,0,0
112056899,4.98384,0,1,1,0,0
112366898,5.01768,0,1,1,0,0
112666898,5.02251,0,1,1,0,0
112966898,4.93711,0,1,1,0,0
113266898,5.08213,0,1,1,0,0
113566898,4.99834,0,1,1,0,0
113866899,4.93872,0,1,1,0,0
114166899,5.04668,0,1,1,0,0
114466899,4.94839,0,1,1,0,0
114766898,4.98706,0,1,1,0,0
115076898,4.99995,0,1,1,0,0
115376899,4.98867,0,1,1,0,0
115676898,4.94517,0,1,1,0,0
115976898,5.00801,0,1,1,0,0
116276898,5.01123,0,1,1,0,0
116576899,4.99834,0,1,1,0,0
116876898,4.96934,0,1,1,0,0
117176898,5.00962,0,1,1,0,0
117476901,4.94678,0,1,1,0,0
117776898,5.01445,0,1,1,0,0
118076898,5.04829,0,1,1,0,0
119286899,5.00962,0,1,1,0,0
119586899,5.03218,0,1,1,0,0
119886899,4.95161,0,1,1,0,0
120186899,5.00801,0,1,1,0,0
120486898,5.00801,0,1,1,0,0
120786898,5.02734,0,1,1,0,0
121086908,5.05474,0,1,1,0,0
121396898,5.02734,0,1,1,0,0
121696898,4.98223,0,1,1,0,0
121996898,5.03218,0,1,1,0,0
122296898,5.02895,0,1,1,0,0
122596899,5.05312,0,1,1,0,0
122896901,5.01445,0,1,1,0,0
123196899,4.98706,0,1,1,0,0
123496899,4.92261,0,1,1,0,0
123796899,5.01606,0,1,1,0,0
124106898,4.94517,0,1,1,0,0
124406899,4.98545,0,1,1,0,0
124706943,4.99995,0,1,1,0,0
125006898,5.03379,0,1,1,0,0
125306898,5.01768,0,1,1,0,0
125606898,5.06763,0,1,1,0,0
125906898,4.99673,0,1,1,0,0
126206898,5.03701,0,1,1,0,0
126506898,5.01445,0,1,1,0,0
126806898,5.04346,0,1,1,0,0
127106898,4.99834,0,1,1,0,0
127416898,4.98867,0,1,1,0,0
127716898,4.93872,0,1,1,0,0
128016898,5.04185,0,1,1,0,0
128316899,4.94839,0,1,1,0,0
128616921,4.99834,0,1,1,0,0
128916898,5.00479,0,1,1,0,0
129216899,5.00156,0,1,1,0,0
129516898,4.99189,0,1,1,0,0
129816898,4.99351,0,1,1,0,0
130116900,4.98223,0,1,1,0,0
130426899,5.02412,0,1,1,0,0
130726909,5.01123,0,1,1,0,0
131026899,4.99028,0,1,1,0,0
131326900,5.00156,0,1,1,0,0
131626899,4.98223,0,1,1,0,0
131926899,5.05474,0,1,1,0,0
132226907,4.94355,0,1,1,0,0
132526899,5.01929,0,1,1,0,0
132826898,4.90811,0,1,1,0,0
133136898,4.90166,0,1,1,0,0
133436899,4.93872,0,1,1,0,0
133736899,4.91455,0,1,1,0,0
134036899,4.89199,0,1,1,0,0
134336898,5.05312,0,1,1,0,0
134636928,5.00317,0,1,1,0,0
134936898,4.97256,0,1,1,0,0
135236899,5.0209,0,1,1,0,0
135536898,4.99028,0,1,1,0,0
135836898,4.97739,0,1,1,0,0
136136899,4.94678,0,1,1,0,0
136446898,5.00479,0,1,1,0,0
136746898,4.91294,0,1,1,0,0
137046898,4.94033,0,1,1,0,0
137346898,4.90488,0,1,1,0,0
137646898,5.04829,0,1,1,0,0
137946898,4.87588,0,1,1,0,0
138246898,4.9645,0,1,1,0,0
138546898,5.01445,0,1,1,0,0
138846898,4.96128,0,1,1,0,0
139146899,5.03701,0,1,1,0,0
139456916,5.0064,0,1,1,0,0
139756898,5.06763,0,1,1,0,0
140056898,4.96772,0,1,1,0,0
140356898,4.99189,0,1,1,0,0
140656899,5.02412,0,1,1,0,0
140956899,5.01284,0,1,1,0,0
141256898,5.03379,0,1,1,0,0
141556899,4.98706,0,1,1,0,0
