timestamp,main_state
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
3712761,6
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
31371076,9
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
39191685,6
