timestamp,timestamp_last_valid,channels[0],channels[1],channels[2],channels[3],channels[4],channels[5],channels[6],channels[7],channels[8],channels[9],channels[10],channels[11],channels[12],channels[13],channels[14],channels[15],channels[16],channels[17],frame_drop_count,channel_count,function[0],function[1],function[2],function[3],function[4],function[5],function[6],function[7],function[8],function[9],function[10],function[11],function[12],function[13],function[14],function[15],function[16],function[17],function[18],function[19],function[20],function[21],function[22],rssi,signal_lost
10365611,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10374622,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10385689,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10395554,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10402763,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10411592,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10420874,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10429951,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10439579,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10449109,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10455516,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10466152,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10475939,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10482440,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10491751,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10501378,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10511592,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10519691,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10529171,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10539705,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10546597,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10555980,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10563565,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10572798,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10581810,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10591687,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10600004,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10609592,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10619771,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10627586,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10637144,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10647585,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10655573,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10664492,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10672333,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10683582,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10689363,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10699904,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10709774,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10720276,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10727937,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10735679,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10743581,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10752757,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10764014,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10772002,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10781043,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10790059,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10799939,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10807508,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10816179,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10826168,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10835567,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10843586,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10851697,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10863573,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10869661,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10879933,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10887553,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10900166,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10905578,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10915686,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10924043,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10934733,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10943561,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
10952011,0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.179688,-0.092,0.0507812,-1.0,-0.012,-0.012,-1.0,-1.0,0,18,0,1,2,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,12,10,11,-1,7,-1,-1,255,0
