timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
10091977,10091115,-0.000230936,0.00025013,2.76665,0.0,0.0,0.0,0.0,0.0
10131585,10131122,-0.00110757,0.00187055,2.76727,0.0,0.0,0.0,0.0,0.0
10219790,10219069,-0.000745138,0.000173143,0.709913,0.0,0.0,0.0,0.0,0.0
10239507,10239119,-0.00120119,0.0014599,0.443862,0.0,0.0,0.0,0.0,0.0
10259503,10259117,-0.000749513,0.0014551,0.210798,0.0,0.0,0.0,0.0,0.0
10279809,10279119,0.000904505,-0.000566876,0.0499719,0.0,0.0,0.0,0.0,0.0
10299549,10299118,0.000397742,-0.00142256,0.000590667,0.0,0.0,0.0,0.0,0.0
10323980,10323115,0.00034465,0.000361066,5.58962e-05,0.0,0.0,0.0,0.0,0.0
10343531,10343114,0.000316201,-0.000992283,0.000926254,0.0,0.0,0.0,0.0,0.0
10363800,10363069,0.000285874,4.28444e-05,-0.000133122,0.0,0.0,0.0,0.0,0.0
10383483,10383119,-0.000676079,0.000466071,0.000365282,0.0,0.0,0.0,0.0,0.0
10411509,10411114,0.000220411,-0.000483554,0.000570884,0.0,0.0,0.0,0.0,0.0
10431505,10431114,0.00244824,-0.00261189,0.000315959,0.0,0.0,0.0,0.0,0.0
10451513,10451114,-0.00126858,0.000859391,-0.000140273,0.0,0.0,0.0,0.0,0.0
10471440,10471068,-0.00369838,0.00339171,0.000399483,0.0,0.0,0.0,0.0,0.0
10495571,10495114,-0.00330802,0.00320718,0.000525119,0.0,0.0,0.0,0.0,0.0
10515540,10515118,-0.000841614,0.000816278,0.0010261,0.0,0.0,0.0,0.0,0.0
10535451,10535071,0.00412931,-0.00420974,0.000144103,0.0,0.0,0.0,0.0,0.0
10555544,10555114,0.00334746,-0.00337756,0.000703622,0.0,0.0,0.0,0.0,0.0
10579445,10579072,0.00140157,-0.00111591,0.000205385,0.0,0.0,0.0,0.0,0.0
10599481,10599118,-0.0019547,0.00175115,-0.00115325,0.0,0.0,0.0,0.0,0.0
10619557,10619122,-0.00195482,0.0017257,0.000248949,0.0,0.0,0.0,0.0,0.0
10639475,10639069,0.000816693,-0.00050868,0.00179372,0.0,0.0,0.0,0.0,0.0
10664117,10663116,0.00119982,-0.00208029,-2.76113e-05,0.0,0.0,0.0,0.0,0.0
10683502,10683114,-0.000572673,0.000499531,0.000147531,0.0,0.0,0.0,0.0,0.0
10703534,10703114,-0.00109818,0.00143141,0.00116937,0.0,0.0,0.0,0.0,0.0
10723514,10723068,-0.00148078,0.00118957,-0.000160518,0.0,0.0,0.0,0.0,0.0
10747543,10747115,0.00173273,-0.00200107,0.000677137,0.0,0.0,0.0,0.0,0.0
10767529,10767118,0.000332815,-0.000206073,0.000201309,0.0,0.0,0.0,0.0,0.0
10787478,10787121,0.000872225,-0.000639868,0.000398786,0.0,0.0,0.0,0.0,0.0
