timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
10131773,10131773,18,255,0,0,0,987,1494,1494,1918,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10214707,10214707,18,255,0,0,0,987,1494,1494,1624,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10224184,10224184,18,255,0,0,0,987,1494,1494,1624,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10231690,10231690,18,255,0,0,0,987,1494,1494,1576,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10240065,10240065,18,255,0,0,0,987,1494,1494,1576,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10249080,10249080,18,255,0,0,0,985,1494,1494,1534,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10259536,10259536,18,255,0,0,0,985,1494,1494,1534,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10269176,10269176,18,255,0,0,0,985,1494,1494,1505,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10275946,10275946,18,255,0,0,0,985,1494,1494,1505,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10285171,10285171,18,255,0,0,0,987,1494,1494,1492,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10295564,10295564,18,255,0,0,0,987,1494,1494,1492,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10304510,10304510,18,255,0,0,0,989,1494,1494,1484,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10312310,10312310,18,255,0,0,0,989,1494,1494,1484,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10322379,10322379,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10329179,10329179,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10339697,10339697,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10348886,10348886,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10359902,10359902,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10365611,10365611,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10374622,10374622,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10385689,10385689,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10395554,10395554,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10402763,10402763,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10411592,10411592,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10420874,10420874,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10429951,10429951,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10439579,10439579,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10449109,10449109,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10455516,10455516,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10466152,10466152,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10475939,10475939,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10482440,10482440,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10491751,10491751,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10501378,10501378,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10511592,10511592,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10519691,10519691,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10529171,10529171,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10539705,10539705,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10546597,10546597,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10555980,10555980,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10563565,10563565,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10572798,10572798,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10581810,10581810,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10591687,10591687,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10600004,10600004,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10609592,10609592,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10619771,10619771,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10627586,10627586,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10637144,10637144,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10647585,10647585,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10655573,10655573,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10664492,10664492,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10672333,10672333,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10683582,10683582,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10689363,10689363,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10699904,10699904,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10709774,10709774,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10720276,10720276,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10727937,10727937,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10735679,10735679,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10743581,10743581,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10752757,10752757,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10764014,10764014,18,255,0,0,0,989,1495,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10772002,10772002,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10781043,10781043,18,255,0,0,0,989,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10790059,10790059,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10799939,10799939,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10807508,10807508,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10816179,10816179,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10826168,10826168,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
10835567,10835567,18,255,0,0,0,987,1494,1494,1483,982,982,2006,982,982,982,1586,1454,1520,982,1494,1494,998,998,0,0,9
